language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Banggai (W.dialect)	bgz	back	1291	13	toŋkuluŋ	51	t o ŋ k u l u ŋ	
Banggai (W.dialect)	bgz	star	1430	130	bituon pauna	1	b i t u o n _ p a u n a	
Banggai (W.dialect)	bgz	rain	658	133	udan	1	u d a n	
Banggai (W.dialect)	bgz	thunder	1150	134	guruk	2?	g u r u k	
Banggai (W.dialect)	bgz	lightning	1654	135	kilap	1	k i l a p	
Banggai (W.dialect)	bgz	warm	1232	138	onas	1	o n a s	
Banggai (W.dialect)	bgz	belly	1251	14	tia	1	t i a	
Banggai (W.dialect)	bgz	heavy	1210	142	barat	1	b a r a t	
Banggai (W.dialect)	bgz	white	1335	148	ute	1?	u t e	
Banggai (W.dialect)	bgz	red	156	149	memela	1	m e m e l a	[me]mela
Banggai (W.dialect)	bgz	bone	1394	15	buku	16	b u k u	
Banggai (W.dialect)	bgz	small	1246	152	didik	1	d i d i k	
Banggai (W.dialect)	bgz	thin	1400	156	nipi	1	n i p i	
Banggai (W.dialect)	bgz	wide	1243	159	belay	13?	b e l a y	
Banggai (W.dialect)	bgz	painful, sick	2103	160	ma-sakit	1	m a s a k i t	
Banggai (W.dialect)	bgz	shy, ashamed	487	161	mamaa	1	m a m aa	
Banggai (W.dialect)	bgz	correct, true	1725	166	tuu	6	t uu	
Banggai (W.dialect)	bgz	day	1225	168	oloyo	1?	o l o y o	
Banggai (W.dialect)	bgz	year	1226	169	taum	1?	t a u m	
Banggai (W.dialect)	bgz	liver	1224	17	ate	1	a t e	
Banggai (W.dialect)	bgz	when?	1238	170	no|ian	1	n o| i a n	
Banggai (W.dialect)	bgz	at	1461	173	doi	20?	d o i	i 1
Banggai (W.dialect)	bgz	in, inside	1606	174	doi laloŋ	1	d o i _ l a l o ŋ	
Banggai (W.dialect)	bgz	this	1214	177	nia	1	n i a	
Banggai (W.dialect)	bgz	near	1942	179	lolani	1	l o l a n i	
Banggai (W.dialect)	bgz	breast	1402	18	susu	1	s u s u	
Banggai (W.dialect)	bgz	I	1209	182	iaku	1	i a k u	
Banggai (W.dialect)	bgz	thou	1215	183	ikoo	1	i k oo	
Banggai (W.dialect)	bgz	we	1212	185	ikita	1	i k i t a	ikami 2
Banggai (W.dialect)	bgz	you	1213	186	ikomuyu	13	i k o m u y u	
Banggai (W.dialect)	bgz	they	817	187	ianila	1?	i a n i l a	
Banggai (W.dialect)	bgz	Two	1498	198	lua	1	l u a	
Banggai (W.dialect)	bgz	Three	492	199	tolu	1	t o l u	
Banggai (W.dialect)	bgz	Five	493	201	lima	1	l i m a	
Banggai (W.dialect)	bgz	Seven	1704	203	pitu	1	p i t u	
Banggai (W.dialect)	bgz	Eight	1705	204	alu	3	a l u	
Banggai (W.dialect)	bgz	Nine	1483	205	sio	5	s i o	
Banggai (W.dialect)	bgz	to think	2271	21	pikir	22	p i k i r	%pikir
Banggai (W.dialect)	bgz	to fear	1419	22	ma-takut	1	m a t a k u t	
Banggai (W.dialect)	bgz	head	1256	24	ulu	1	u l u	
Banggai (W.dialect)	bgz	hair	1040	26	buuk	1	b uu k	
Banggai (W.dialect)	bgz	to breathe	1407	28	asaaŋ	23	a s aa ŋ	
Banggai (W.dialect)	bgz	mouth	674	30	baba	1	b a b a	suuŋ 40
Banggai (W.dialect)	bgz	to vomit	1278	35	tolue	8	t o l u e	
Banggai (W.dialect)	bgz	to eat	1336	37	kaan	1	k aa n	
Banggai (W.dialect)	bgz	leg/foot	2098	4	ai	1	a i	
Banggai (W.dialect)	bgz	to drink	1401	40	inum	1	i n u m	
Banggai (W.dialect)	bgz	to bite	1403	41	kakat	1	k a k a t	
Banggai (W.dialect)	bgz	to suck	1421	42	sosop	1	s o s o p	
Banggai (W.dialect)	bgz	ear	1247	43	taliŋa|i	1	t a l i ŋ a| i	
Banggai (W.dialect)	bgz	to hear	1408	44	loŋol	1	l o ŋ o l	
Banggai (W.dialect)	bgz	eye	1248	45	mata	1	m a t a	
Banggai (W.dialect)	bgz	to see	1409	46	kita	1	k i t a	
Banggai (W.dialect)	bgz	to sit	1416	51	duduk	35	d u d u k	
Banggai (W.dialect)	bgz	man/male	1554	54	malane	1	m a l a n e	
Banggai (W.dialect)	bgz	woman/female	962	55	boʔine	1	b o ʔ i n e	
Banggai (W.dialect)	bgz	husband	1200	57	laŋkay	34	l a ŋ k a y	
Banggai (W.dialect)	bgz	mother	1216	59	tina	1	t i n a	
Banggai (W.dialect)	bgz	road/path	667	6	loloon	1?	l o l oo n	
Banggai (W.dialect)	bgz	father	1217	60	tama	1	t a m a	
Banggai (W.dialect)	bgz	house	1252	61	bonua	18	b o n u a	
Banggai (W.dialect)	bgz	to hunt	1435	69	maŋ-asu	36	m a ŋ a s u	
Banggai (W.dialect)	bgz	to shoot	1172	70	mam-panapi	1	m a m p a n a p i	
Banggai (W.dialect)	bgz	to stab, pierce	1434	71	suduk	30	s u d u k	tobok 24
Banggai (W.dialect)	bgz	to die, be dead	1494	75	mate	1	m a t e	
Banggai (W.dialect)	bgz	to live, be alive	1422	76	tubo	19	t u b o	
Banggai (W.dialect)	bgz	stick/wood	1295	79	kau	1	k a u	
Banggai (W.dialect)	bgz	to split	1437	80	bata	36?	b a t a	
Banggai (W.dialect)	bgz	to plant	1486	84	man-sasak-on	32	m a n s a s a k o n	
Banggai (W.dialect)	bgz	to choose	1750	85	ilei	1	i l e i	
Banggai (W.dialect)	bgz	to grow	479	86	tuboy	1	t u b o y	
Banggai (W.dialect)	bgz	to swell	1573	87	baŋkak	19	b a ŋ k a k	
Banggai (W.dialect)	bgz	to squeeze	1414	88	piis	29	p ii s	
Banggai (W.dialect)	bgz	to dig	1418	90	gali	1	g a l i	kali 1
Banggai (W.dialect)	bgz	to buy	1869	91	moŋ-oli	1	m o ŋ o l i	
Banggai (W.dialect)	bgz	dog	2009	96	asu	1	a s u	
Banggai (W.dialect)	bgz	bird	937	97	manu-manuk	1	m a n u m a n u k	
Banggai (W.dialect)	bgz	feather	1201	99	bulu	1	b u l u	
Banoni	bcm	hand	1277	1	numa-	1	n u m a	
Banoni	bcm	to fly	1441	101	burunu	49	b u r u n u	
Banoni	bcm	rat	1490	102	kiso	3	k i s o	
Banoni	bcm	snake	730	106	koru	21	k o r u	
Banoni	bcm	worm (earthworm)	1219	107	koropita	39	k o r o p i t a	
Banoni	bcm	louse	1392	108	ghutsu	1	g h u t s u	
Banoni	bcm	rotten	1728	112	raapa	39	r aa p a	
Banoni	bcm	root	670	115	bagarana	19	b a g a r a n a	
Banoni	bcm	water	948	122	koromo	7	k o r o m o	
Banoni	bcm	star	1430	130	pipito	1	p i p i t o	
Banoni	bcm	fog	249	132	kabu	1	k a b u	
Banoni	bcm	thunder	1150	134	pina	28	p i n a	
Banoni	bcm	lightning	1654	135	kanava	14	k a n a v a	takiravana 14
Banoni	bcm	warm	1232	138	visisiki	29	v i s i s i k i	
Banoni	bcm	belly	1251	14	kobi-	15?	k o b i	
Banoni	bcm	heavy	1210	142	papataŋa	14	p a p a t a ŋ a	
Banoni	bcm	fire	221	143	dzai	1	d z a i	
Banoni	bcm	smoke	778	145	daso	2?	d a s o	
Banoni	bcm	white	1335	148	kekao	33	k e k a o	
Banoni	bcm	small	1246	152	kikinaki	1	k i k i n a k i	
Banoni	bcm	wide	1243	159	tataabana	37	t a t aa b a n a	
Banoni	bcm	intestines	1991	16	kore-	17	k o r e	
Banoni	bcm	new	1231	163	ghoom	1	g h oo m	
Banoni	bcm	correct, true	1725	166	magoto	13	m a g o t o	
Banoni	bcm	night	1233	167	boŋi	1	b o ŋ i	
Banoni	bcm	liver	1224	17	date-	1	d a t e	
Banoni	bcm	when?	1238	170	noisa	1	n o i s a	
Banoni	bcm	below	1485	176	kopona	45	k o p o n a	
Banoni	bcm	that	78	178	nana	1	n a n a	nabo 1
Banoni	bcm	breast	1402	18	su-	1	s u	
Banoni	bcm	where?	1237	181	na vai	10	n a _ v a i	[na] vai; vaia 10
Banoni	bcm	I	1209	182	na	1?	n a	
Banoni	bcm	he/she	262	184	nna	15	nn a	
Banoni	bcm	we	1212	185	ghata	1	g h a t a	ghamam 2
Banoni	bcm	you	1213	186	gham	1	g h a m	
Banoni	bcm	they	817	187	nari	7	n a r i	
Banoni	bcm	what?	1236	188	sua	9	s u a	hoa 9
Banoni	bcm	who?	1235	189	see	1	s ee	hee 1
Banoni	bcm	to count	1420	196	see	1	s ee	
Banoni	bcm	One	1493	197	kadaken	1	k a d a k e n	
Banoni	bcm	Three	492	199	dapisa	4	d a p i s a	
Banoni	bcm	Four	1500	200	to|atsi	1	t o| a t s i	
Banoni	bcm	neck	1333	25	kokoromo-	27	k o k o r o m o	
Banoni	bcm	hair	1040	26	punu-	31	p u n u	
Banoni	bcm	nose	1221	27	vivitsi-	1	v i v i t s i	visu- 1
Banoni	bcm	right	1019	3	matoo-	5	m a t oo	
Banoni	bcm	mouth	674	30	maŋo-	13	m a ŋ o	
Banoni	bcm	tongue	1205	32	mea-	7	m e a	
Banoni	bcm	to cry	1839	34	tanisi	1	t a n i s i	
Banoni	bcm	to spit	1440	36	kamisu	14,  22	k a m i s u	
Banoni	bcm	to eat	1336	37	tam	40	t a m	
Banoni	bcm	to drink	1401	40	kuu	30	k uu	
Banoni	bcm	to bite	1403	41	kanata	1	k a n a t a	
Banoni	bcm	to suck	1421	42	mutsi	20	m u t s i	
Banoni	bcm	ear	1247	43	taŋina-	1	t a ŋ i n a	
Banoni	bcm	to hear	1408	44	noŋono	1,  36	n o ŋ o n o	
Banoni	bcm	eye	1248	45	mata-	1	m a t a	
Banoni	bcm	to see	1409	46	reghe	13	r e g h e	
Banoni	bcm	to yawn	1028	47	moghava	1	m o g h a v a	mogava 1
Banoni	bcm	to walk	1443	5	vanavido	2,  64	v a n a v i d o	
Banoni	bcm	to dream	1920	50	tatara	16	t a t a r a	
Banoni	bcm	to sit	1416	51	gonna	79	g o nn a	
Banoni	bcm	to stand	1442	52	tsighom	2	t s i g h o m	pito 13
Banoni	bcm	man/male	1554	54	tamata	17	t a m a t a	
Banoni	bcm	woman/female	962	55	moono	11?	m oo n o	
Banoni	bcm	child	2099	56	natsu	5	n a t s u	
Banoni	bcm	husband	1200	57	tamata	23	t a m a t a	
Banoni	bcm	mother	1216	59	tsina-	1	t s i n a	
Banoni	bcm	road/path	667	6	sanana	1	s a n a n a	
Banoni	bcm	father	1217	60	tama-	1	t a m a	
Banoni	bcm	house	1252	61	numa	1	n u m a	
Banoni	bcm	name	1405	63	vasaŋa-	1,  18	v a s a ŋ a	
Banoni	bcm	to hit	1433	72	tsunu	50	t s u n u	
Banoni	bcm	to kill	1417	74	tsuna	18	t s u n a	vamate 2; venua 29
Banoni	bcm	to die, be dead	1494	75	mate	1	m a t e	
Banoni	bcm	to scratch	1436	77	ghe|ghano	1	g h e| g h a n o	
Banoni	bcm	sharp	1396	81	gheeghame	14	g h ee g h a m e	
Banoni	bcm	to squeeze	1414	88	togonopisu	31	t o g o n o p i s u	
Banoni	bcm	to swim	1439	9	suu	12	s uu	
Banoni	bcm	to pound, beat	354	93	tsuu	2	t s uu	
Banoni	bcm	bird	937	97	manughu	1	m a n u g h u	
Bantik	bnq	hand	1277	1	lima	1	l i m a	lrima 1
Bantik	bnq	wing	1257	100	kalipíʔ	1?	k a l i p í ʔ	
Bantik	bnq	to fly	1441	101	taláʔ	26	t a l á ʔ	
Bantik	bnq	rat	1490	102	tíkusuʔ	22	t í k u s u ʔ	
Bantik	bnq	fat/grease	1282	104	lroŋo	24?	l r o ŋ o	
Bantik	bnq	snake	730	106	uleʔ	2	u l e ʔ	
Bantik	bnq	worm (earthworm)	1219	107	loloati	1	l o l o a t i	
Bantik	bnq	louse	1392	108	kutu	1	k u t u	
Bantik	bnq	mosquito	1509	109	tiníʔ	25	t i n í ʔ	
Bantik	bnq	dust	2	11	síbukuʔ	1?	s í b u k u ʔ	
Bantik	bnq	branch	1531	113	paŋat	22?	p a ŋ a t	
Bantik	bnq	leaf	628	114	dauŋ	1	d a u ŋ	
Bantik	bnq	root	670	115	hamuʔ	3	h a m u ʔ	
Bantik	bnq	flower	239	116	buŋa|ŋ	1	b u ŋ a| ŋ	
Bantik	bnq	fruit	1507	117	bua	1	b u a	
Bantik	bnq	grass	606	118	dukuʔ	2	d u k u ʔ	
Bantik	bnq	earth/soil	1228	119	tana	1	t a n a	
Bantik	bnq	skin	763	12	pisi	22	p i s i	
Bantik	bnq	stone	857	120	batu	1	b a t u	
Bantik	bnq	water	948	122	ake	17	a k e	
Bantik	bnq	sea	1474	124	tasiʔ	1	t a s i ʔ	
Bantik	bnq	salt	1274	125	asiŋ	3	a s i ŋ	
Bantik	bnq	woods/forest	420	127	kakayuaŋ	2	k a k a y u a ŋ	
Bantik	bnq	sky	1732	128	laŋiʔ	1	l a ŋ i ʔ	
Bantik	bnq	moon	1313	129	bulaŋ	1	b u l a ŋ	
Bantik	bnq	back	1291	13	líkuduʔ	1	l í k u d u ʔ	
Bantik	bnq	cloud	1489	131	binaba	31	b i n a b a	
Bantik	bnq	rain	658	133	tahiti	14	t a h i t i	
Bantik	bnq	thunder	1150	134	dulúʔ	35	d u l ú ʔ	
Bantik	bnq	lightning	1654	135	kilaʔ	1	k i l a ʔ	
Bantik	bnq	cold	1287	139	d|al|indíŋ	1	d| a l| i n d í ŋ	
Bantik	bnq	belly	1251	14	tiaŋ	1	t i a ŋ	
Bantik	bnq	dry	1398	140	mada	1	m a d a	
Bantik	bnq	heavy	1210	142	baháʔ	1	b a h á ʔ	
Bantik	bnq	fire	221	143	putuŋ	13	p u t u ŋ	
Bantik	bnq	to burn	2102	144	tutuŋ	1	t u t u ŋ	
Bantik	bnq	smoke	778	145	tipu	24	t i p u	
Bantik	bnq	black	163	147	ituŋ	1	i t u ŋ	
Bantik	bnq	white	1335	148	bida	40	b i d a	
Bantik	bnq	bone	1394	15	duhi	2	d u h i	
Bantik	bnq	yellow	1424	150	dídihiʔ	29	d í d i h i ʔ	
Bantik	bnq	short	1645	154	pédekeʔ	68	p é d e k e ʔ	sana 22?
Bantik	bnq	thin	1400	156	nípisiʔ	1	n í p i s i ʔ	
Bantik	bnq	thick	1244	157	kapala	1	k a p a l a	
Bantik	bnq	narrow	1267	158	seséʔ	32	s e s é ʔ	
Bantik	bnq	wide	1243	159	lampadaʔ	19	l a m p a d a ʔ	
Bantik	bnq	intestines	1991	16	tináy	1	t i n á y	
Bantik	bnq	old	1229	162	gudaŋ	21	g u d a ŋ	
Bantik	bnq	new	1231	163	buhú	1	b u h ú	
Bantik	bnq	good	1035	164	pia	1	p i a	
Bantik	bnq	bad, evil	1292	165	dalaiʔ	1	d a l a i ʔ	
Bantik	bnq	year	1226	169	taoŋ	1	t a o ŋ	
Bantik	bnq	liver	1224	17	atey	1	a t e y	
Bantik	bnq	when?	1238	170	kaŋ|edeŋ	1?	k a ŋ| e d e ŋ	
Bantik	bnq	to hide	602	171	buni	1	b u n i	
Bantik	bnq	to climb	1102	172	abiʔ	36	a b i ʔ	saka 2
Bantik	bnq	at	1461	173	su	16	s u	
Bantik	bnq	in, inside	1606	174	su huaŋ	13	s u _ h u a ŋ	
Bantik	bnq	below	1485	176	su aluŋ	35	s u _ a l u ŋ	
Bantik	bnq	this	1214	177	ie	11?	i e	
Bantik	bnq	breast	1402	18	susu	1	s u s u	
Bantik	bnq	far	1406	180	daw	1	d a w	
Bantik	bnq	I	1209	182	iaʔ	1	i a ʔ	
Bantik	bnq	thou	1215	183	ikaw	1	i k a w	
Bantik	bnq	he/she	262	184	isie	1	i s i e	[i]sie
Bantik	bnq	we	1212	185	kite	1	k i t e	kami 2
Bantik	bnq	you	1213	186	kumú	1?	k u m ú	
Bantik	bnq	they	817	187	side	1	s i d e	
Bantik	bnq	what?	1236	188	apa	1	a p a	
Bantik	bnq	who?	1235	189	isay	1	i s a y	[i]say
Bantik	bnq	shoulder	1482	19	bambáŋ	19	b a m b á ŋ	
Bantik	bnq	other	197	190	baline	17	b a l i n e	
Bantik	bnq	and	1577	192	bo	27	b o	
Bantik	bnq	how?	1239	194	kakuda	1	k a k u d a	
Bantik	bnq	to count	1420	196	tiaʔ	24	t i a ʔ	hekeŋ 39
Bantik	bnq	Two	1498	198	dadua	1	d a d u a	
Bantik	bnq	Three	492	199	tatulu	1	t a t u l u	
Bantik	bnq	left	244	2	kuihi	1	k u i h i	
Bantik	bnq	to know, be knowledgeable	1410	20	tiho	1?	t i h o	
Bantik	bnq	Four	1500	200	paʔ	1	p a ʔ	
Bantik	bnq	Five	493	201	ima	1	i m a	(lr)ima
Bantik	bnq	Seven	1704	203	pitu	1	p i t u	
Bantik	bnq	Nine	1483	205	siouw	9	s i o u w	
Bantik	bnq	to fear	1419	22	matakuʔ	1	m a t a k u ʔ	[ma]takuʔ; mataku 1
Bantik	bnq	blood	946	23	daha	1	d a h a	
Bantik	bnq	head	1256	24	timbonaŋ	41	t i m b o n a ŋ	
Bantik	bnq	neck	1333	25	eheʔ	1?	e h e ʔ	
Bantik	bnq	hair	1040	26	utaʔ	27	u t a ʔ	
Bantik	bnq	nose	1221	27	iduŋ	1	i d u ŋ	
Bantik	bnq	to breathe	1407	28	sindaʔ	26	s i n d a ʔ	
Bantik	bnq	to sniff, smell	375	29	baw	25?	b a w	
Bantik	bnq	right	1019	3	kuaneŋ	1	k u a n e ŋ	
Bantik	bnq	mouth	674	30	mohoŋ	25	m o h o ŋ	
Bantik	bnq	tooth	1380	31	isi	75	i s i	
Bantik	bnq	tongue	1205	32	dila	4	d i l a	
Bantik	bnq	to laugh	1355	33	legéy	28	l e g é y	
Bantik	bnq	to vomit	1278	35	suka	9	s u k a	
Bantik	bnq	to spit	1440	36	udú	50	u d ú	
Bantik	bnq	to eat	1336	37	kaŋ	1	k a ŋ	
