db,concept,doculect,counterpart,fullCC,inferredCC
huon,we,MAPE_2,noNu,huon:we:1,huon:we:1
huon,we,MINDIK,nini,huon:we:2,huon:we:1
huon,we,MOMOLILI,ni,huon:we:2,huon:we:1
huon,we,NABAK,nin,huon:we:2,huon:we:1
huon,we,ONO,Nedo,huon:we:3,huon:we:1
huon,we,SELEPET,nen,huon:we:2,huon:we:1
huon,we,TIMBE,nen,huon:we:2,huon:we:1
huon,we,TOBO,nini,huon:we:2,huon:we:1
huon,this,BURUM,ke,huon:this:5,huon:this:2
huon,this,DEDUA,i,huon:this:3,huon:this:1
huon,this,HUBE,i,huon:this:3,huon:this:1
huon,this,KATE,ci,huon:this:1,huon:this:1
huon,this,KOMBA,zi,huon:this:1,huon:this:1
huon,this,KOSORONG,i,huon:this:3,huon:this:1
huon,this,MAPE_2,oi,huon:this:2,huon:this:1
huon,this,MINDIK,mu,huon:this:4,huon:this:3
huon,this,MOMOLILI,wi,huon:this:8,huon:this:1
huon,this,NABAK,kapi,huon:this:7,huon:this:2
huon,this,ONO,i,huon:this:3,huon:this:1
huon,this,SELEPET,yu,huon:this:6,huon:this:4
huon,this,TIMBE,i,huon:this:3,huon:this:1
huon,this,TOBO,mu,huon:this:4,huon:this:3
huon,thou,BURUM,gi,huon:thou:2,huon:thou:1
huon,thou,DEDUA,ge,huon:thou:2,huon:thou:1
huon,thou,HUBE,gi,huon:thou:2,huon:thou:1
huon,thou,KATE,go,huon:thou:1,huon:thou:1
huon,thou,KOMBA,go,huon:thou:1,huon:thou:1
huon,thou,KOSORONG,gi,huon:thou:2,huon:thou:1
huon,thou,MAPE_2,go,huon:thou:1,huon:thou:1
huon,thou,MINDIK,gi,huon:thou:2,huon:thou:1
huon,thou,MOMOLILI,ga,huon:thou:1,huon:thou:1
huon,thou,NABAK,g3N,huon:thou:1,huon:thou:1
huon,thou,ONO,ge,huon:thou:2,huon:thou:1
huon,thou,SELEPET,go,huon:thou:1,huon:thou:1
huon,thou,TIMBE,go,huon:thou:1,huon:thou:1
huon,thou,TOBO,gi,huon:thou:2,huon:thou:1
huon,tail,BURUM,dai,huon:tail:2,huon:tail:1
huon,tail,DEDUA,ci,huon:tail:2,huon:tail:2
huon,tail,HUBE,ci,huon:tail:2,huon:tail:2
huon,tail,KATE,ge7,huon:tail:1,huon:tail:3
huon,tail,KOMBA,da,huon:tail:2,huon:tail:1
huon,tail,KOSORONG,dai,huon:tail:2,huon:tail:1
huon,tail,MAPE_2,ci,huon:tail:2,huon:tail:2
huon,tail,MINDIK,lou,huon:tail:3,huon:tail:1
huon,tail,MOMOLILI,dak,huon:tail:5,huon:tail:1
huon,tail,NABAK,dak,huon:tail:5,huon:tail:1
huon,tail,ONO,dai,huon:tail:2,huon:tail:1
huon,tail,SELEPET,hape,huon:tail:4,huon:tail:1
huon,tail,TIMBE,dape,huon:tail:4,huon:tail:1
huon,tail,TOBO,ci,huon:tail:2,huon:tail:2
huon,nose,BURUM,sohoro,huon:nose:3,huon:nose:1
huon,nose,DEDUA,soge,huon:nose:1,huon:nose:1
huon,nose,HUBE,sere,huon:nose:2,huon:nose:1
huon,nose,KATE,soke,huon:nose:1,huon:nose:1
huon,nose,KOMBA,sogon,huon:nose:3,huon:nose:1
huon,nose,KOSORONG,sewaN,huon:nose:4,huon:nose:2
huon,nose,MAPE_2,siko,huon:nose:1,huon:nose:1
huon,nose,MINDIK,soNgoro,huon:nose:3,huon:nose:1
huon,nose,MOMOLILI,siNg~eN,huon:nose:8,huon:nose:2
huon,nose,NABAK,NiN3N,huon:nose:7,huon:nose:2
huon,nose,ONO,sot,huon:nose:5,huon:nose:1
huon,nose,SELEPET,home,huon:nose:6,huon:nose:3
huon,nose,TIMBE,home,huon:nose:6,huon:nose:3
huon,nose,TOBO,sohori,huon:nose:3,huon:nose:1
huon,heart,BURUM,wel bot,huon:heart:5,huon:heart:1
huon,heart,DEDUA,woso honduN,huon:heart:3,huon:heart:4
huon,heart,HUBE,webogokme,huon:heart:4,huon:heart:9
huon,heart,KATE,bu hondoN,huon:heart:1,huon:heart:4
huon,heart,KOMBA,kabiam,huon:heart:8,huon:heart:2
huon,heart,KOSORONG,bakota,huon:heart:6,huon:heart:8
huon,heart,MAPE_2,maki koruN,huon:heart:2,huon:heart:7
huon,heart,MINDIK,wel bot,huon:heart:5,huon:heart:1
huon,heart,MOMOLILI,wemb3 k3t,huon:heart:11,huon:heart:3
huon,heart,NABAK,gum k3t,huon:heart:10,huon:heart:3
huon,heart,ONO,kombaNi,huon:heart:7,huon:heart:6
huon,heart,SELEPET,kabiam,huon:heart:8,huon:heart:2
huon,heart,TIMBE,okot,huon:heart:9,huon:heart:5
huon,heart,TOBO,wel bot,huon:heart:5,huon:heart:1
huon,earth,BURUM,golme,huon:earth:5,huon:earth:7
huon,earth,DEDUA,baNek,huon:earth:2,huon:earth:1
huon,earth,HUBE,baek,huon:earth:2,huon:earth:1
huon,earth,KATE,moreN,huon:earth:1,huon:earth:3
huon,earth,KOMBA,an,huon:earth:7,huon:earth:2
huon,earth,KOSORONG,namok,huon:earth:3,huon:earth:5
huon,earth,MAPE_2,moreN,huon:earth:1,huon:earth:3
huon,earth,MINDIK,baloN,huon:earth:4,huon:earth:1
huon,earth,MOMOLILI,misa,huon:earth:8,huon:earth:4
huon,earth,NABAK,misat,huon:earth:8,huon:earth:4
huon,earth,ONO,kepe,huon:earth:6,huon:earth:6
huon,earth,SELEPET,hon,huon:earth:7,huon:earth:2
huon,earth,TIMBE,hon,huon:earth:7,huon:earth:2
huon,earth,TOBO,bait,huon:earth:2,huon:earth:1
huon,new,BURUM,dolokNi,huon:new:2,huon:new:2
huon,new,DEDUA,gb~oria,huon:new:1,huon:new:1
huon,new,HUBE,gb~eria,huon:new:1,huon:new:1
huon,new,KATE,gb~orine,huon:new:1,huon:new:1
huon,new,KOMBA,irakNo,huon:new:2,huon:new:2
huon,new,KOSORONG,gb~ilia,huon:new:1,huon:new:1
huon,new,MAPE_2,gb~oine,huon:new:1,huon:new:1
huon,new,MINDIK,dolokNi,huon:new:2,huon:new:2
huon,new,MOMOLILI,gor3N,huon:new:5,huon:new:1
huon,new,NABAK,arakN3N,huon:new:2,huon:new:2
huon,new,ONO,wele,huon:new:3,huon:new:3
huon,new,SELEPET,oiNe,huon:new:4,huon:new:1
huon,new,TIMBE,irakNe,huon:new:2,huon:new:2
huon,new,TOBO,gb~ilik,huon:new:1,huon:new:1
huon,night,BURUM,suNgem,huon:night:6,huon:night:2
huon,night,DEDUA,tofonak,huon:night:3,huon:night:6
huon,night,HUBE,siNi,huon:night:4,huon:night:4
huon,night,KATE,Nafe,huon:night:1,huon:night:5
huon,night,KOMBA,Natik,huon:night:8,huon:night:1
huon,night,KOSORONG,ketek,huon:night:5,huon:night:1
huon,night,MAPE_2,uwu,huon:night:2,huon:night:3
huon,night,MINDIK,suNgem,huon:night:6,huon:night:2
huon,night,MOMOLILI,mimb~a,huon:night:12,huon:night:9
huon,night,NABAK,t3mb~uyat,huon:night:11,huon:night:8
huon,night,ONO,ruwo,huon:night:7,huon:night:3
huon,night,SELEPET,omoN,huon:night:9,huon:night:7
huon,night,TIMBE,hadok,huon:night:10,huon:night:1
huon,night,TOBO,siNiaha,huon:night:4,huon:night:4
huon,who,BURUM,kun,huon:who:2,huon:who:1
huon,who,DEDUA,moN,huon:who:1,huon:who:1
huon,who,HUBE,moN,huon:who:1,huon:who:1
huon,who,KATE,mo7,huon:who:1,huon:who:1
huon,who,KOMBA,Nai,huon:who:4,huon:who:5
huon,who,KOSORONG,moN,huon:who:1,huon:who:1
huon,who,MAPE_2,mo7,huon:who:1,huon:who:1
huon,who,MINDIK,moN,huon:who:2,huon:who:1
huon,who,MOMOLILI,ala,huon:who:5,huon:who:2
huon,who,NABAK,kureki,huon:who:7,huon:who:4
huon,who,ONO,mane,huon:who:3,huon:who:1
huon,who,SELEPET,olo,huon:who:5,huon:who:2
huon,who,TIMBE,kio,huon:who:6,huon:who:3
huon,who,TOBO,moN,huon:who:1,huon:who:1
huon,what,BURUM,wania,huon:what:6,huon:what:1
huon,what,DEDUA,dafi,huon:what:2,huon:what:7
huon,what,HUBE,nemak,huon:what:3,huon:what:2
huon,what,KATE,wemo,huon:what:1,huon:what:3
huon,what,KOMBA,wan,huon:what:6,huon:what:1
huon,what,KOSORONG,namuNak,huon:what:4,huon:what:2
huon,what,MAPE_2,wamo,huon:what:1,huon:what:3
huon,what,MINDIK,nowo,huon:what:5,huon:what:6
huon,what,MOMOLILI,wana,huon:what:6,huon:what:1
huon,what,NABAK,pitne,huon:what:8,huon:what:5
huon,what,ONO,onoka,huon:what:7,huon:what:4
huon,what,SELEPET,wuon,huon:what:6,huon:what:1
huon,what,TIMBE,wan,huon:what:6,huon:what:1
huon,what,TOBO,nomat,huon:what:3,huon:what:2
huon,not,BURUM,kp~ahop,huon:not:4,huon:not:4
huon,not,DEDUA,mi,huon:not:1,huon:not:1
huon,not,HUBE,munda,huon:not:3,huon:not:3
huon,not,KATE,mi,huon:not:1,huon:not:1
huon,not,KOMBA,mo,huon:not:1,huon:not:1
huon,not,KOSORONG,mende,huon:not:3,huon:not:3
huon,not,MAPE_2,so,huon:not:2,huon:not:6
huon,not,MINDIK,kp~aho,huon:not:4,huon:not:4
huon,not,MOMOLILI,k3m,huon:not:7,huon:not:2
huon,not,NABAK,ku,huon:not:5,huon:not:2
huon,not,ONO,mi,huon:not:1,huon:not:1
huon,not,SELEPET,ki,huon:not:5,huon:not:2
huon,not,TIMBE,bo,huon:not:6,huon:not:5
huon,not,TOBO,mondo,huon:not:3,huon:not:3
huon,small,BURUM,moroNi,huon:small:6,huon:small:1
huon,small,DEDUA,kapia,huon:small:3,huon:small:4
huon,small,HUBE,komoga,huon:small:4,huon:small:1
huon,small,KATE,piti7ne,huon:small:1,huon:small:9
huon,small,KOMBA,moikto,huon:small:8,huon:small:3
huon,small,KOSORONG,merak,huon:small:5,huon:small:2
huon,small,MAPE_2,mendakne,huon:small:2,huon:small:2
huon,small,MINDIK,komokNi,huon:small:4,huon:small:1
huon,small,MOMOLILI,namzi,huon:small:12,huon:small:5
huon,small,NABAK,isikN3n,huon:small:11,huon:small:6
huon,small,ONO,nigatne,huon:small:7,huon:small:7
huon,small,SELEPET,tipiNe,huon:small:9,huon:small:8
huon,small,TIMBE,boleNe,huon:small:10,huon:small:1
huon,small,TOBO,komora,huon:small:4,huon:small:1
huon,ear,BURUM,kecap,huon:ear:1,huon:ear:1
huon,ear,DEDUA,heca,huon:ear:1,huon:ear:1
huon,ear,HUBE,geca,huon:ear:1,huon:ear:1
huon,ear,KATE,hace7,huon:ear:1,huon:ear:1
huon,ear,KOMBA,kidap,huon:ear:1,huon:ear:1
huon,ear,KOSORONG,geca,huon:ear:1,huon:ear:1
huon,ear,MAPE_2,kace,huon:ear:1,huon:ear:1
huon,ear,MINDIK,kecap,huon:ear:1,huon:ear:1
huon,ear,MOMOLILI,b3b3t,huon:ear:4,huon:ear:2
huon,ear,NABAK,wak,huon:ear:3,huon:ear:3
huon,ear,ONO,ket,huon:ear:1,huon:ear:1
huon,ear,SELEPET,odop,huon:ear:2,huon:ear:1
huon,ear,TIMBE,odop,huon:ear:2,huon:ear:1
huon,ear,TOBO,kesap,huon:ear:1,huon:ear:1
huon,eye,BURUM,ce,huon:eye:4,huon:eye:1
huon,eye,DEDUA,kiwa,huon:eye:2,huon:eye:2
huon,eye,HUBE,kiwa,huon:eye:2,huon:eye:2
huon,eye,KATE,coNe,huon:eye:1,huon:eye:1
huon,eye,KOMBA,si,huon:eye:4,huon:eye:1
huon,eye,KOSORONG,ca,huon:eye:4,huon:eye:1
huon,eye,MAPE_2,ciNo,huon:eye:1,huon:eye:1
huon,eye,MINDIK,ce,huon:eye:4,huon:eye:1
huon,eye,MOMOLILI,ci,huon:eye:4,huon:eye:1
huon,eye,NABAK,ci,huon:eye:4,huon:eye:1
huon,eye,ONO,dei,huon:eye:4,huon:eye:3
huon,eye,SELEPET,sen,huon:eye:4,huon:eye:1
huon,eye,TIMBE,dewun,huon:eye:5,huon:eye:1
huon,eye,TOBO,kp~at,huon:eye:3,huon:eye:2
huon,belly,BURUM,golom,huon:belly:6,huon:belly:5
huon,belly,DEDUA,kera,huon:belly:3,huon:belly:2
huon,belly,HUBE,tomeN,huon:belly:4,huon:belly:4
huon,belly,KATE,bu,huon:belly:1,huon:belly:6
huon,belly,KOMBA,tip,huon:belly:8,huon:belly:1
huon,belly,KOSORONG,keri,huon:belly:3,huon:belly:2
huon,belly,MAPE_2,ata,huon:belly:2,huon:belly:3
huon,belly,MINDIK,irip,huon:belly:5,huon:belly:1
huon,belly,MOMOLILI,tip,huon:belly:8,huon:belly:1
huon,belly,NABAK,tip,huon:belly:8,huon:belly:1
huon,belly,ONO,kai,huon:belly:7,huon:belly:2
huon,belly,SELEPET,tep,huon:belly:8,huon:belly:1
huon,belly,TIMBE,tep,huon:belly:8,huon:belly:1
huon,belly,TOBO,kerap,huon:belly:3,huon:belly:2
huon,head,BURUM,noruk,huon:head:5,huon:head:1
huon,head,DEDUA,fufu,huon:head:3,huon:head:3
huon,head,HUBE,ogu,huon:head:4,huon:head:1
huon,head,KATE,kp~ice7,huon:head:1,huon:head:4
huon,head,KOMBA,kauk,huon:head:8,huon:head:2
huon,head,KOSORONG,osoga,huon:head:6,huon:head:5
huon,head,MAPE_2,kp~oru,huon:head:2,huon:head:1
huon,head,MINDIK,noruk,huon:head:5,huon:head:1
huon,head,MOMOLILI,nok,huon:head:10,huon:head:1
huon,head,NABAK,Nokanci,huon:head:9,huon:head:6
huon,head,ONO,lewit,huon:head:7,huon:head:7
huon,head,SELEPET,kun,huon:head:9,huon:head:2
huon,head,TIMBE,kaut,huon:head:8,huon:head:2
huon,head,TOBO,norok,huon:head:5,huon:head:1
huon,hand,BURUM,boro,huon:hand:2,huon:hand:1
huon,hand,DEDUA,mari,huon:hand:2,huon:hand:2
huon,hand,HUBE,meri,huon:hand:2,huon:hand:2
huon,hand,KATE,me,huon:hand:1,huon:hand:2
huon,hand,KOMBA,bit,huon:hand:5,huon:hand:1
huon,hand,KOSORONG,borok,huon:hand:3,huon:hand:1
huon,hand,MAPE_2,me,huon:hand:1,huon:hand:2
huon,hand,MINDIK,cot,huon:hand:4,huon:hand:1
huon,hand,MOMOLILI,b3t,huon:hand:5,huon:hand:1
huon,hand,NABAK,bet,huon:hand:5,huon:hand:1
huon,hand,ONO,me,huon:hand:1,huon:hand:2
huon,hand,SELEPET,bot,huon:hand:5,huon:hand:1
huon,hand,TIMBE,bot,huon:hand:5,huon:hand:1
huon,hand,TOBO,moro,huon:hand:2,huon:hand:2
huon,fat,BURUM,kelok,huon:fat:3,huon:fat:1
huon,fat,DEDUA,wokemaN,huon:fat:1,huon:fat:2
huon,fat,HUBE,harek,huon:fat:3,huon:fat:1
huon,fat,KATE,wokemaN,huon:fat:1,huon:fat:2
huon,fat,KOMBA,kelok,huon:fat:3,huon:fat:1
huon,fat,KOSORONG,kelega,huon:fat:3,huon:fat:1
huon,fat,MAPE_2,wici,huon:fat:2,huon:fat:3
huon,fat,MINDIK,kelok,huon:fat:3,huon:fat:1
huon,fat,MOMOLILI,ker3k,huon:fat:3,huon:fat:1
huon,fat,NABAK,kerak,huon:fat:3,huon:fat:1
huon,fat,ONO,kelok,huon:fat:3,huon:fat:1
huon,fat,SELEPET,kelu,huon:fat:3,huon:fat:1
huon,fat,TIMBE,kelu,huon:fat:3,huon:fat:1
huon,fat,TOBO,kalak,huon:fat:3,huon:fat:1
huon,hot,BURUM,kondop,huon:hot:4,huon:hot:1
huon,hot,DEDUA,gerek,huon:hot:3,huon:hot:2
huon,hot,HUBE,gerik,huon:hot:3,huon:hot:2
huon,hot,KATE,co7,huon:hot:1,huon:hot:6
huon,hot,KOMBA,korop,huon:hot:4,huon:hot:1
huon,hot,KOSORONG,gerek,huon:hot:3,huon:hot:2
huon,hot,MAPE_2,foro,huon:hot:2,huon:hot:5
huon,hot,MINDIK,konop,huon:hot:4,huon:hot:1
huon,hot,MOMOLILI,teci,huon:hot:5,huon:hot:3
huon,hot,NABAK,tecin,huon:hot:5,huon:hot:3
huon,hot,ONO,gerep,huon:hot:3,huon:hot:2
huon,hot,SELEPET,kolop,huon:hot:4,huon:hot:1
huon,hot,TIMBE,kolop,huon:hot:4,huon:hot:1
huon,hot,TOBO,girua,huon:hot:3,huon:hot:4
huon,cold,BURUM,ciNim,huon:cold:5,huon:cold:6
huon,cold,DEDUA,moteNa,huon:cold:1,huon:cold:1
huon,cold,HUBE,sageNa,huon:cold:2,huon:cold:3
huon,cold,KATE,moteNne,huon:cold:1,huon:cold:1
huon,cold,KOMBA,poteN,huon:cold:7,huon:cold:1
huon,cold,KOSORONG,oloNa,huon:cold:3,huon:cold:2
huon,cold,MAPE_2,moteNne,huon:cold:1,huon:cold:1
huon,cold,MINDIK,hamotNi,huon:cold:4,huon:cold:1
huon,cold,MOMOLILI,tak3N,huon:cold:10,huon:cold:4
huon,cold,NABAK,bakN3N,huon:cold:9,huon:cold:4
huon,cold,ONO,momoine,huon:cold:6,huon:cold:5
huon,cold,SELEPET,bolopNe,huon:cold:8,huon:cold:2
huon,cold,TIMBE,bolopNe,huon:cold:8,huon:cold:2
huon,cold,TOBO,saNgeN,huon:cold:2,huon:cold:3
huon,foot,BURUM,kana,huon:foot:2,huon:foot:1
huon,foot,DEDUA,hani,huon:foot:2,huon:foot:1
huon,foot,HUBE,heni,huon:foot:2,huon:foot:1
huon,foot,KATE,kike,huon:foot:1,huon:foot:1
huon,foot,KOMBA,ki,huon:foot:1,huon:foot:1
huon,foot,KOSORONG,kani,huon:foot:2,huon:foot:1
huon,foot,MAPE_2,kigo,huon:foot:1,huon:foot:1
huon,foot,MINDIK,kana,huon:foot:2,huon:foot:1
huon,foot,MOMOLILI,k3t,huon:foot:4,huon:foot:2
huon,foot,NABAK,set,huon:foot:3,huon:foot:2
huon,foot,ONO,ki,huon:foot:1,huon:foot:1
huon,foot,SELEPET,koi,huon:foot:1,huon:foot:1
huon,foot,TIMBE,kei,huon:foot:1,huon:foot:1
huon,foot,TOBO,kani,huon:foot:2,huon:foot:1
huon,moon,BURUM,kain,huon:moon:4,huon:moon:1
huon,moon,DEDUA,afo,huon:moon:2,huon:moon:5
huon,moon,HUBE,komoN,huon:moon:3,huon:moon:4
huon,moon,KATE,mosa,huon:moon:1,huon:moon:2
huon,moon,KOMBA,kain,huon:moon:4,huon:moon:1
huon,moon,KOSORONG,koiN,huon:moon:4,huon:moon:1
huon,moon,MAPE_2,mosa,huon:moon:1,huon:moon:2
huon,moon,MINDIK,kaiN,huon:moon:4,huon:moon:1
huon,moon,MOMOLILI,3yoNga,huon:moon:7,huon:moon:3
huon,moon,NABAK,eyoNge,huon:moon:7,huon:moon:3
huon,moon,ONO,meso,huon:moon:1,huon:moon:2
huon,moon,SELEPET,emesenNe,huon:moon:5,huon:moon:7
huon,moon,TIMBE,dewuto hodohon gotNe,huon:moon:6,huon:moon:6
huon,moon,TOBO,kombol,huon:moon:3,huon:moon:4
huon,neck,BURUM,col,huon:neck:3,huon:neck:3
huon,neck,DEDUA,upe,huon:neck:1,huon:neck:1
huon,neck,HUBE,ebasi~gla,huon:neck:2,huon:neck:4
huon,neck,KATE,upe,huon:neck:1,huon:neck:1
huon,neck,KOMBA,godu,huon:neck:5,huon:neck:6
huon,neck,KOSORONG,are,huon:neck:4,huon:neck:5
huon,neck,MAPE_2,upe,huon:neck:1,huon:neck:1
huon,neck,MINDIK,col,huon:neck:3,huon:neck:3
huon,neck,MOMOLILI,andeN,huon:neck:7,huon:neck:2
huon,neck,NABAK,Nande,huon:neck:7,huon:neck:2
huon,neck,ONO,ebi,huon:neck:1,huon:neck:1
huon,neck,SELEPET,obe,huon:neck:1,huon:neck:1
huon,neck,TIMBE,han,huon:neck:6,huon:neck:2
huon,neck,TOBO,cel,huon:neck:3,huon:neck:3
huon,white,BURUM,tuatNi,huon:white:5,huon:white:5
huon,white,DEDUA,koNak,huon:white:2,huon:white:2
huon,white,HUBE,rarak,huon:white:3,huon:white:3
huon,white,KATE,kp~aN kp~aN,huon:white:1,huon:white:2
huon,white,KOMBA,kau kau,huon:white:7,huon:white:1
huon,white,KOSORONG,tataNkota,huon:white:4,huon:white:7
huon,white,MAPE_2,kp~aN kp~aN,huon:white:1,huon:white:2
huon,white,MINDIK,toatNi,huon:white:5,huon:white:5
huon,white,MOMOLILI,sagatn,huon:white:8,huon:white:4
huon,white,NABAK,satn3N,huon:white:8,huon:white:4
huon,white,ONO,libeka,huon:white:6,huon:white:6
huon,white,SELEPET,kaok,huon:white:7,huon:white:1
huon,white,TIMBE,kau,huon:white:7,huon:white:1
huon,white,TOBO,lalap,huon:white:3,huon:white:3
huon,eat,BURUM,ne,huon:eat:1,huon:eat:1
huon,eat,DEDUA,ne,huon:eat:1,huon:eat:1
huon,eat,HUBE,ne,huon:eat:1,huon:eat:1
huon,eat,KATE,no,huon:eat:1,huon:eat:1
huon,eat,KOMBA,ni,huon:eat:1,huon:eat:1
huon,eat,KOSORONG,ne,huon:eat:1,huon:eat:1
huon,eat,MAPE_2,na,huon:eat:1,huon:eat:1
huon,eat,MINDIK,ne,huon:eat:1,huon:eat:1
huon,eat,MOMOLILI,nin,huon:eat:1,huon:eat:1
huon,eat,NABAK,ni,huon:eat:1,huon:eat:1
huon,eat,ONO,ni,huon:eat:1,huon:eat:1
