concept,doculect,counterpart,cogid,lpID
four,Ki-Akmuz 1,tort,A,149
five,Ki-Akmuz 1,bʲeʃ,A,140
big,Ki-Akmuz 1,ʧɔŋ,B,34
long,Ki-Akmuz 1,uzɒq,A,236
wide,Ki-Akmuz 1,deneŋ,C,833
thick,Ki-Akmuz 1,tɔlɨq,E,471
one,Ki-Akmuz 2,bir,A,319
two,Ki-Akmuz 2,jeki,A,782
three,Ki-Akmuz 2,yʧ,A,482
four,Ki-Akmuz 2,tørt,A,149
five,Ki-Akmuz 2,bʲeʃ,A,140
big,Ki-Akmuz 2,ʧɔŋ,B,34
long,Ki-Akmuz 2,uzɒq,A,236
wide,Ki-Akmuz 2,ʤazɨ,D,831
thick,Ki-Akmuz 2,sʲemɪz̥,B,468
one,Ki-Akmuz 3,bir,A,319
two,Ki-Akmuz 3,jeki,A,782
three,Ki-Akmuz 3,yʧ,A,482
four,Ki-Akmuz 3,tørt,A,149
five,Ki-Akmuz 3,bʲeʃ,A,140
big,Ki-Akmuz 3,ʧɔŋ,B,34
long,Ki-Akmuz 3,køpkø,E,242
thick,Ki-Akmuz 3,sʲemiz̥,B,468
one,Ki-Barskoon,bir̯,A,319
two,Ki-Barskoon,jekɪ,A,782
three,Ki-Barskoon,yʧ,A,482
four,Ki-Barskoon,tørt,A,149
five,Ki-Barskoon,bʲɪʃ,A,140
big,Ki-Barskoon,ʧɔŋ,B,34
long,Ki-Barskoon,uzɒq,A,236
wide,Ki-Barskoon,kʲɛn,A,827
thick,Ki-Barskoon,ʤɔːn,A,469
one,Ki-Kulanak 1,bir̯,A,319
two,Ki-Kulanak 1,jeki,A,782
three,Ki-Kulanak 1,yʧ,A,482
four,Ki-Kulanak 1,tørt,A,149
five,Ki-Kulanak 1,bʲeʃ,A,140
big,Ki-Kulanak 1,ʧɔŋ,B,34
long,Ki-Kulanak 1,uzɒq,A,236
wide,Ki-Kulanak 1,denen,C,833
thick,Ki-Kulanak 1,tɔlɜq,E,471
one,Ki-Kulanak 2,bir,A,319
two,Ki-Kulanak 2,jeki,A,782
three,Ki-Kulanak 2,yʧ,A,482
four,Ki-Kulanak 2,tørt,A,149
five,Ki-Kulanak 2,bʲeʃ,A,140
big,Ki-Kulanak 2,ʧɔŋ,B,34
long,Ki-Kulanak 2,uzɒq,A,236
wide,Ki-Kulanak 2,ʤazɨ,D,831
thick,Ki-Kulanak 2,sʲemɨz̥,B,468
one,Ki-Kulanak 3,bir,A,319
two,Ki-Kulanak 3,jeki,A,782
three,Ki-Kulanak 3,yʧ,A,482
four,Ki-Kulanak 3,tørt,A,149
five,Ki-Kulanak 3,bʲeʃ,A,140
big,Ki-Kulanak 3,ʧɔŋ,B,34
long,Ki-Kulanak 3,uzɒχ,A,236
wide,Ki-Kulanak 3,denen,C,833
thick,Ki-Kulanak 3,sʲemiz̥,B,468
one,Ki-Kulanak 4,bir,A,319
two,Ki-Kulanak 4,jeki,A,782
three,Ki-Kulanak 4,yʧ,A,482
four,Ki-Kulanak 4,tørt,A,149
five,Ki-Kulanak 4,bʲeʃ,A,140
big,Ki-Kulanak 4,ʧɔŋ,B,34
long,Ki-Kulanak 4,uzɒq,A,236
wide,Ki-Kulanak 4,ʤazɨ,D,831
thick,Ki-Kulanak 4,ʤɔːn,A,469
one,Ki-Kulanak 5,bir,A,319
two,Ki-Kulanak 5,jeki,A,782
three,Ki-Kulanak 5,yʧ,A,482
four,Ki-Kulanak 5,tørt,A,149
five,Ki-Kulanak 5,bʲeʃ,A,140
big,Ki-Kulanak 5,ʧɔŋ,B,34
long,Ki-Kulanak 5,uzɔʁ,A,241
wide,Ki-Kulanak 5,deneŋ,C,833
thick,Ki-Kulanak 5,sʲemɨz̥,B,468
one,Ki-Orday 1,bɪr,A,319
two,Ki-Orday 1,jikʲe,A,782
three,Ki-Orday 1,ʉʧ,A,482
four,Ki-Orday 1,tørt,A,149
five,Ki-Orday 1,bʲeʃ,A,140
big,Ki-Orday 1,ʧɔŋ,B,34
long,Ki-Orday 1,uzɒq,A,236
wide,Ki-Orday 1,kʲeŋ,A,827
thick,Ki-Orday 1,ʒɔːn,A,469
one,Ki-Orday 2,bər,A,319
two,Ki-Orday 2,ɛkkɪ,A,788
three,Ki-Orday 2,yʧ,A,482
four,Ki-Orday 2,tør,A,149
five,Ki-Orday 2,bʲeʃ,A,140
big,Ki-Orday 2,katta,C,33
long,Ki-Orday 2,uzɒq,A,236
wide,Ki-Orday 2,kʲɪŋ,A,827
thick,Ki-Orday 2,sʲemɨs,B,468
one,Ki-Orday 3,bɪʃ,A,319
two,Ki-Orday 3,ɛkʲɪ,A,784
three,Ki-Orday 3,yʧ,A,482
four,Ki-Orday 3,tørt,A,149
five,Ki-Orday 3,bʲeʃ,A,140
big,Ki-Orday 3,ʧɔŋ,B,34
long,Ki-Orday 3,alɨs,D,240
wide,Ki-Orday 3,kʲeŋ,A,827
thick,Ki-Orday 3,sʲemɨs,B,468
one,Ki-Orday 4,biʃ,A,319
two,Ki-Orday 4,ɛkkʲɪ,A,784
three,Ki-Orday 4,yʧ,A,482
four,Ki-Orday 4,tørt,A,149
five,Ki-Orday 4,bʲeʃ,A,140
big,Ki-Orday 4,ʧɔŋ,B,34
long,Ki-Orday 4,alɨs,D,240
thick,Ki-Orday 4,sʲemɨz̥,B,468
one,Ki-Tamga,bir,A,319
two,Ki-Tamga,jeke,A,782
three,Ki-Tamga,yʧ,A,482
four,Ki-Tamga,tørt,A,149
five,Ki-Tamga,bʲeʃ,A,140
big,Ki-Tamga,ʧɔŋ,B,34
long,Ki-Tamga,uzɒq,A,236
wide,Ki-Tamga,kʲɛn,A,827
thick,Ki-Tamga,ʤɔːn,A,469
one,KK-Halqabad 1,bər,A,319
two,KK-Halqabad 1,jɪkɐ,A,782
three,KK-Halqabad 1,ʉʃ,A,482
four,KK-Halqabad 1,tørt,A,149
five,KK-Halqabad 1,bʲes,A,140
big,KK-Halqabad 1,ʉlken,A,32
wide,KK-Halqabad 1,kʲeŋ,A,827
thick,KK-Halqabad 1,sʲemɨz̥,B,468
one,KK-Halqabad 2,bər,A,319
two,KK-Halqabad 2,jɪkɐ,A,782
three,KK-Halqabad 2,ʉʃ,A,482
four,KK-Halqabad 2,tørt,A,149
five,KK-Halqabad 2,bʲes,A,140
big,KK-Halqabad 2,ʉlken,A,32
long,KK-Halqabad 2,uzaq,A,236
wide,KK-Halqabad 2,kʲeŋ,A,827
thick,KK-Halqabad 2,sʲemɨz̥,B,468
one,KK-Halqabad 3,bər,A,319
two,KK-Halqabad 3,jɪkə,A,782
three,KK-Halqabad 3,ʉʃ,A,482
four,KK-Halqabad 3,tørt,A,149
five,KK-Halqabad 3,bʲes,A,140
big,KK-Halqabad 3,ʉlkøn,A,32
long,KK-Halqabad 3,uzaq,A,236
wide,KK-Halqabad 3,kʲeŋ,A,827
thick,KK-Halqabad 3,ʒʊwan,A,469
one,KK-Kokdarya 1,bər,A,319
two,KK-Kokdarya 1,jekke,A,782
three,KK-Kokdarya 1,yʧ,A,482
four,KK-Kokdarya 1,tœrt,A,149
five,KK-Kokdarya 1,bʲeʃ,A,140
big,KK-Kokdarya 1,ʉlgən,A,32
long,KK-Kokdarya 1,uzaq,A,236
wide,KK-Kokdarya 1,kʲeŋ,A,827
thick,KK-Kokdarya 1,sʲemɨz̥,B,468
one,KK-Kokdarya 2,bər,A,319
two,KK-Kokdarya 2,jika,A,782
three,KK-Kokdarya 2,ʉʃ,A,482
four,KK-Kokdarya 2,tœrt,A,149
five,KK-Kokdarya 2,bʲɪs,A,140
big,KK-Kokdarya 2,ʉlken,A,32
long,KK-Kokdarya 2,ʊzaq,A,236
wide,KK-Kokdarya 2,kʲɪŋ,A,827
thick,KK-Kokdarya 2,sʲemɨz̥,B,468
one,KK-Kokdarya 3,bər,A,319
two,KK-Kokdarya 3,jɪkʲe,A,782
three,KK-Kokdarya 3,yʧ,A,482
four,KK-Kokdarya 3,tørt,A,149
five,KK-Kokdarya 3,bʲɪs,A,140
big,KK-Kokdarya 3,katta,C,33
long,KK-Kokdarya 3,uzaq,A,236
wide,KK-Kokdarya 3,kʲeŋ,A,827
thick,KK-Kokdarya 3,sʲemɨz̥,B,468
one,KK-Kokdarya 4,bər,A,319
two,KK-Kokdarya 4,jekə,A,782
three,KK-Kokdarya 4,ʉʃ,A,482
four,KK-Kokdarya 4,tørt,A,149
five,KK-Kokdarya 4,bʲes,A,140
big,KK-Kokdarya 4,ʉlken,A,32
long,KK-Kokdarya 4,uzaq,A,236
wide,KK-Kokdarya 4,kʲeŋ,A,827
thick,KK-Kokdarya 4,qalən,C,472
one,KK-Shege 1,bər,A,319
two,KK-Shege 1,jɪkɐ,A,782
three,KK-Shege 1,ʉʃ,A,482
four,KK-Shege 1,twørt,A,149
five,KK-Shege 1,bʲɪs,A,140
big,KK-Shege 1,ʉlkən,A,32
long,KK-Shege 1,uzaq,A,236
wide,KK-Shege 1,kʲɪŋ,A,827
thick,KK-Shege 1,sʲemɪz̥,B,468
one,KK-Shege 2,bər̯,A,319
two,KK-Shege 2,jɪkɐ,A,782
three,KK-Shege 2,ʉʃ,A,482
four,KK-Shege 2,tørt,A,149
five,KK-Shege 2,bʲɪs,A,140
big,KK-Shege 2,ʉlkən,A,32
long,KK-Shege 2,uzaq,A,236
wide,KK-Shege 2,kʲeŋ,A,827
thick,KK-Shege 2,tɔlq,E,471
one,KK-Shege 3,bər,A,319
two,KK-Shege 3,jɪkɐ,A,782
three,KK-Shege 3,ʉʃ,A,482
four,KK-Shege 3,tørt,A,149
five,KK-Shege 3,bʲɪs,A,140
big,KK-Shege 3,ʉlken,A,32
long,KK-Shege 3,uzaq,A,236
wide,KK-Shege 3,kʲeŋ,A,827
thick,KK-Shege 3,ʒʊwan,A,469
one,KK-Shege 4,bər,A,319
two,KK-Shege 4,jɪkɐ,A,782
three,KK-Shege 4,ʉʃ,A,482
four,KK-Shege 4,tørt,A,149
five,KK-Shege 4,bʲɪs,A,140
big,KK-Shege 4,ʉlkʲen,A,32
long,KK-Shege 4,ʊzaq,A,236
thick,KK-Shege 4,tɔlpaq,J,471
one,U-Hitoy 1,bɪr,A,319
two,U-Hitoy 1,jɪkə,A,782
three,U-Hitoy 1,yʧ,A,482
four,U-Hitoy 1,tørt,A,149
five,U-Hitoy 1,bʲɪʃ,A,140
big,U-Hitoy 1,ʉlkən,A,32
long,U-Hitoy 1,uzaq,A,236
wide,U-Hitoy 1,kʲeŋ,A,827
thick,U-Hitoy 1,sʲemɪz̥,B,468
one,U-Hitoy 2,ber,A,319
two,U-Hitoy 2,jɪkɐ,A,782
three,U-Hitoy 2,ʉʧ,A,482
four,U-Hitoy 2,tørt,A,149
five,U-Hitoy 2,bʲɪs,A,140
big,U-Hitoy 2,ʉlken,A,32
long,U-Hitoy 2,ʊzaq,A,236
wide,U-Hitoy 2,kʲeŋ,A,827
thick,U-Hitoy 2,sʲemɨz̥,B,468
one,U-Hitoy 3,bər,A,319
two,U-Hitoy 3,jɪkɐ,A,782
three,U-Hitoy 3,ʉʃ,A,482
four,U-Hitoy 3,tørt,A,149
five,U-Hitoy 3,bʲɪs,A,140
big,U-Hitoy 3,ʉlkɛn,A,32
wide,U-Hitoy 3,kʲeŋ,A,827
thick,U-Hitoy 3,sʲemɨz̥,B,468
one,U-Novmetan 3,bɪr,A,319
two,U-Novmetan 3,ikkʲe,A,784
three,U-Novmetan 3,uʧ,A,482
four,U-Novmetan 3,tʉrt,A,149
five,U-Novmetan 3,bɪʃ,A,140
big,U-Novmetan 3,qapta,C,36
long,U-Novmetan 3,uzɔq,A,236
wide,U-Novmetan 3,keŋ,A,827
thick,U-Novmetan 3,jɔɣɔn,A,469
one,U-Soy Mahalla 1,bər,A,319
two,U-Soy Mahalla 1,ikkʲe,A,784
three,U-Soy Mahalla 1,yʧ,A,482
four,U-Soy Mahalla 1,tør,A,149
five,U-Soy Mahalla 1,bʲeʃ,A,140
big,U-Soy Mahalla 1,katta,C,33
wide,U-Soy Mahalla 1,kʲɪŋ,A,827
thick,U-Soy Mahalla 1,jɔɣɔn,A,469
one,U-Soy Mahalla 2,bər,A,319
two,U-Soy Mahalla 2,ikkʲe,A,784
three,U-Soy Mahalla 2,yʧ,A,482
four,U-Soy Mahalla 2,tør,A,149
five,U-Soy Mahalla 2,bʲeʃ,A,140
big,U-Soy Mahalla 2,katta,C,33
long,U-Soy Mahalla 2,uzɔq,A,236
wide,U-Soy Mahalla 2,kʲeŋ,A,827
thick,U-Soy Mahalla 2,sʲeməz̥,B,468
one,U-Soy Mahalla 3,bər,A,319
two,U-Soy Mahalla 3,ikkʲe,A,784
three,U-Soy Mahalla 3,yʧ,A,482
four,U-Soy Mahalla 3,tørt,A,149
five,U-Soy Mahalla 3,bʲeʃ,A,140
big,U-Soy Mahalla 3,katta,C,33
long,U-Soy Mahalla 3,uzaq,A,236
wide,U-Soy Mahalla 3,kʲeŋ,A,827
thick,U-Soy Mahalla 3,sʲemɨz̥,B,468
one,U-Urtoqqishloq 1,bɪr,A,319
two,U-Urtoqqishloq 1,ikkʲe,A,784
three,U-Urtoqqishloq 1,ʉʧ,A,482
four,U-Urtoqqishloq 1,tʉrt,A,149
five,U-Urtoqqishloq 1,bʲeʃ,A,140
big,U-Urtoqqishloq 1,katta,C,33
long,U-Urtoqqishloq 1,uzɔqtan,A,236
wide,U-Urtoqqishloq 1,kʲeŋ,A,827
thick,U-Urtoqqishloq 1,sʲemɪz̥,B,468
one,U-Urtoqqishloq 2,bɪr,A,319
two,U-Urtoqqishloq 2,ikta,A,782
three,U-Urtoqqishloq 2,uʃta,B,482
four,U-Urtoqqishloq 2,tʉrta,B,149
five,U-Urtoqqishloq 2,bʲeʃta,B,140
big,U-Urtoqqishloq 2,katta,C,33
long,U-Urtoqqishloq 2,uzɒq,A,236
wide,U-Urtoqqishloq 2,kʲeŋ,A,827
thick,U-Urtoqqishloq 2,jʉɣɔn,A,469
one,U-Urtoqqishloq 3,bɪr,A,319
two,U-Urtoqqishloq 3,ikkʲe,A,784
three,U-Urtoqqishloq 3,ʉʧ,A,482
four,U-Urtoqqishloq 3,tʉrt,A,149
five,U-Urtoqqishloq 3,bɪs,A,140
big,U-Urtoqqishloq 3,katta,C,33
long,U-Urtoqqishloq 3,uzɔq,A,236
wide,U-Urtoqqishloq 3,kʲɛn,A,827
thick,U-Urtoqqishloq 3,sʲemɪz̥,B,468
one,U-Urtoqqishloq 4,bɪr,A,319
two,U-Urtoqqishloq 4,ikkʲɪ,A,784
three,U-Urtoqqishloq 4,ʉʧ,A,482
four,U-Urtoqqishloq 4,tʉrt,A,149
five,U-Urtoqqishloq 4,bɪs,A,140
big,U-Urtoqqishloq 4,katta,C,33
long,U-Urtoqqishloq 4,uzaq,A,236
wide,U-Urtoqqishloq 4,kɪŋ,A,827
thick,U-Urtoqqishloq 4,sʲemɪz̥,B,468
one,U-Zarmanak 3,bɪr,A,319
two,U-Zarmanak 3,ikki,A,786
three,U-Zarmanak 3,uʧ,A,482
four,U-Zarmanak 3,tʉrt,A,149
five,U-Zarmanak 3,bʲɪʃ,A,140
big,U-Zarmanak 3,qapta,C,36
long,U-Zarmanak 3,uzɔq,A,236
wide,U-Zarmanak 3,kʲeŋə,A,827
thick,U-Zarmanak 3,semiz̥,B,468
one,U-Zarmanak 4,bər,A,319
two,U-Zarmanak 4,ikkʲe,A,784
three,U-Zarmanak 4,uʧ,A,482
four,U-Zarmanak 4,tʉrt,A,149
five,U-Zarmanak 4,bɪʃ,A,140
big,U-Zarmanak 4,qapta,C,36
long,U-Zarmanak 4,uzɔq,A,236
wide,U-Zarmanak 4,kiŋ,A,827
thick,U-Zarmanak 4,qalən,C,472
one,T-Agalyk,jak,B,320
two,T-Agalyk,du,B,783
three,T-Agalyk,sʲɛ,C,483
four,T-Agalyk,ʧahɔr,C,150
five,T-Agalyk,panʤ,C,141
big,T-Agalyk,kalɔn,D,31
long,T-Agalyk,mudat,H,248
wide,T-Agalyk,pahan,M,830
thick,T-Agalyk,ɣasp,H,467
one,T-Kamangaron 1,jak,B,320
two,T-Kamangaron 1,du,B,783
three,T-Kamangaron 1,se,C,483
four,T-Kamangaron 1,ʧɔr,C,150
five,T-Kamangaron 1,panʒ,C,141
big,T-Kamangaron 1,kalɔn,D,31
long,T-Kamangaron 1,dur,I,237
wide,T-Kamangaron 1,vasʲe,N,829
thick,T-Kamangaron 1,ɣasp,H,467
one,T-Kamangaron 2,jak,B,320
two,T-Kamangaron 2,du,B,783
three,T-Kamangaron 2,se,C,483
four,T-Kamangaron 2,ʧɔr,C,150
five,T-Kamangaron 2,panʒ,C,141
big,T-Kamangaron 2,kalɔn,D,31
long,T-Kamangaron 2,dur,I,237
wide,T-Kamangaron 2,vasʲe,N,829
thick,T-Kamangaron 2,ɣasp,H,467
one,T-Kamangaron 3,jakta,C,320
two,T-Kamangaron 3,duttə,C,785
three,T-Kamangaron 3,setta,D,483
four,T-Kamangaron 3,ʧɔrta,D,150
five,T-Kamangaron 3,panʒta,D,141
big,T-Kamangaron 3,kalɔn,D,31
long,T-Kamangaron 3,dur,I,237
wide,T-Kamangaron 3,vasʲe,N,829
thick,T-Kamangaron 3,ɣasp,H,467
one,T-Kamangaron 4,jak,B,320
two,T-Kamangaron 4,dʊ,B,783
three,T-Kamangaron 4,sʲe,C,483
four,T-Kamangaron 4,ʧɔr,C,150
five,T-Kamangaron 4,panʒ,C,141
big,T-Kamangaron 4,kalɔ̴̃n,D,31
long,T-Kamangaron 4,darɔxt,J,238
wide,T-Kamangaron 4,vasʲe,N,829
thick,T-Kamangaron 4,ɣaft,H,467
one,T-Kaptarhona 1,jak,B,320
two,T-Kaptarhona 1,dø,B,783
three,T-Kaptarhona 1,se,C,483
four,T-Kaptarhona 1,ʧɔːr,C,150
five,T-Kaptarhona 1,panʤ,C,141
big,T-Kaptarhona 1,katta,C,33
long,T-Kaptarhona 1,dərɔz,J,238
wide,T-Kaptarhona 1,kʃɔt,O,828
thick,T-Kaptarhona 1,ɣaus,H,467
one,T-Kaptarhona 2,jak,B,320
two,T-Kaptarhona 2,dʊ,B,783
three,T-Kaptarhona 2,sɛ,C,483
four,T-Kaptarhona 2,ʧahɔr,C,150
five,T-Kaptarhona 2,panʒ,C,141
big,T-Kaptarhona 2,katta,C,33
long,T-Kaptarhona 2,dur,I,237
wide,T-Kaptarhona 2,kuʃɔt,O,828
thick,T-Kaptarhona 2,farbi,K,470
one,T-Kaptarhona 3,jak,B,320
two,T-Kaptarhona 3,dø,B,783
three,T-Kaptarhona 3,se,C,483
four,T-Kaptarhona 3,ʧɔr,C,150
five,T-Kaptarhona 3,panʒ,C,141
big,T-Kaptarhona 3,katta,C,33
long,T-Kaptarhona 3,dur,I,237
wide,T-Kaptarhona 3,kʃɔt,O,828
thick,T-Kaptarhona 3,farbi,K,470
one,T-Kaptarhona 4,jak,B,320
two,T-Kaptarhona 4,dø,B,783
three,T-Kaptarhona 4,sʲe,C,483
four,T-Kaptarhona 4,ʧɔr,C,150
five,T-Kaptarhona 4,panʒ,C,141
big,T-Kaptarhona 4,katta,C,33
long,T-Kaptarhona 4,dur,I,237
wide,T-Kaptarhona 4,kʃɔt,O,828
thick,T-Kaptarhona 4,ɣaus,H,467
one,T-Kaptarhona 5,jak,B,320
two,T-Kaptarhona 5,dø,B,783
three,T-Kaptarhona 5,sʲɛ,C,483
four,T-Kaptarhona 5,ʧɔr,C,150
five,T-Kaptarhona 5,panʒ,C,141
big,T-Kaptarhona 5,katta,C,33
long,T-Kaptarhona 5,dur,I,237
wide,T-Kaptarhona 5,kʃɔt,O,828
thick,T-Kaptarhona 5,farbi,K,470
one,T-Navdî 1,jak,B,320
two,T-Navdî 1,du,B,783
three,T-Navdî 1,se,C,483
four,T-Navdî 1,ʧɔr,C,150
five,T-Navdî 1,panʤ˳,C,141
big,T-Navdî 1,kalɔn,D,31
long,T-Navdî 1,darɔz,J,238
wide,T-Navdî 1,ɣafs,P,835
thick,T-Navdî 1,farbe,K,470
one,T-Navdî 2,jaktə,C,320
two,T-Navdî 2,dutɐ,C,783
three,T-Navdî 2,sʲetɐ,D,483
four,T-Navdî 2,ʧɔrtə,D,150
five,T-Navdî 2,panʃtɐ,D,141
big,T-Navdî 2,kalɔn,D,31
long,T-Navdî 2,bisjɔr,K,239
wide,T-Navdî 2,pahn,M,830
thick,T-Navdî 2,ɣafs,H,467
one,T-Navdî 3,jaktɐ,C,320
two,T-Navdî 3,dʉtɐ,C,783
three,T-Navdî 3,sʲetɐ,D,483
four,T-Navdî 3,ʧɔrtɐ,D,150
five,T-Navdî 3,panʃtɐ,D,141
big,T-Navdî 3,kalɔn,D,31
long,T-Navdî 3,darɔz,J,238
wide,T-Navdî 3,pahan,M,830
thick,T-Navdî 3,ɣafs,H,467
one,T-Nimich 1,jak,B,320
two,T-Nimich 1,dʊ,B,783
three,T-Nimich 1,se,C,483
four,T-Nimich 1,ʧɔr,C,150
five,T-Nimich 1,panʒ,C,141
big,T-Nimich 1,kalɔn,D,31
long,T-Nimich 1,bisjɔr,K,239
wide,T-Nimich 1,kalɔn,Q,832
thick,T-Nimich 1,ɣafs,H,467
one,T-Nimich 2,jak,B,320
two,T-Nimich 2,du,B,783
three,T-Nimich 2,se,C,483
four,T-Nimich 2,ʧohɔr,D,150
five,T-Nimich 2,panʒ,C,141
big,T-Nimich 2,kalɔn,D,31
long,T-Nimich 2,bisjɔr,K,239
wide,T-Nimich 2,kuʃoda,R,828
thick,T-Nimich 2,ɣafs,H,467
one,T-Nimich 3,jak,B,320
two,T-Nimich 3,dʊ,B,783
three,T-Nimich 3,se,C,483
four,T-Nimich 3,ʧɔhɔr,D,150
five,T-Nimich 3,panʒ,C,141
big,T-Nimich 3,kalɔn,D,31
long,T-Nimich 3,darɔz̥,J,238
wide,T-Nimich 3,kalɔn,Q,832
thick,T-Nimich 3,farbe,K,470
one,T-Nimich 4,jak,B,320
two,T-Nimich 4,də,B,783
three,T-Nimich 4,se,C,483
four,T-Nimich 4,ʧɔr,C,150
five,T-Nimich 4,panʒ,C,141
big,T-Nimich 4,kalɔn,D,31
long,T-Nimich 4,darɔz̥,J,238
wide,T-Nimich 4,pahn,M,830
thick,T-Nimich 4,ɣafs,H,467
one,T-Novmetan 1,jakta,C,320
two,T-Novmetan 1,dutta,C,785
three,T-Novmetan 1,sʲeta,D,483
four,T-Novmetan 1,ʧɔrta,D,150
five,T-Novmetan 1,panʲʒta,D,141
big,T-Novmetan 1,kalɔn,D,31
long,T-Novmetan 1,mʉl,L,247
wide,T-Novmetan 1,darɔz,ʃ,836
thick,T-Novmetan 1,ɣaɣs,H,467
one,T-Novmetan 2,jak,B,320
two,T-Novmetan 2,du,B,783
three,T-Novmetan 2,se,C,483
four,T-Novmetan 2,ʧɔr,C,150
five,T-Novmetan 2,panʒ,C,141
big,T-Novmetan 2,kalɔn,D,31
long,T-Novmetan 2,mʉlvaxt,L,246
wide,T-Novmetan 2,vasi,N,829
thick,T-Novmetan 2,ɣaus,H,467
one,T-Nûshor 1,jak,B,320
