concept,doculect,counterpart,cogid,lpID
black,Hachijō,kurokʲa,195,32
black,Shuri,kurusaɴ,195,32
black,Kōchi,kuroi,195,32
black,Sado,kuroi,195,32
black,Oki,kureː,195,32
black,Kagoshima,kure,195,32
blood,Miyako,akaʦɨ,71,34
blood,Tōkyō,ʨi,71,34
blood,Amami,ʨi,71,34
blood,Kyōto,ʨiː,71,34
blood,Hachijō,ʨi,71,34
blood,Shuri,ʨiː,71,34
blood,Kōchi,ti,71,34
blood,Sado,ʨi,71,34
blood,Oki,ʨi,71,34
blood,Kagoshima,ʨiː,71,34
blow,Miyako,fːu,435,36
blow,Tōkyō,huku,435,35
blow,Amami,hukuri,435,35
blow,Kyōto,huku,435,35
blow,Hachijō,huku,435,35
blow,Shuri,huʦuɴ,435,35
blow,Kōchi,huku,435,35
blow,Sado,huku,435,35
blow,Oki,ɸuku,435,35
blow,Kagoshima,hu,435,35
bone,Miyako,puni,76,37
bone,Tōkyō,hone,76,37
bone,Amami,hunɨ,76,37
bone,Kyōto,hone,76,37
bone,Hachijō,hone,76,37
bone,Shuri,huni,76,37
bone,Kōchi,hone,76,37
bone,Sado,hone,76,37
bone,Oki,ɸone,76,37
bone,Kagoshima,hone,76,37
breast,Miyako,mːifuʦɨ,116,40
breast,Tōkyō,mune,116,38
breast,Amami,munɨ,116,38
breast,Kyōto,mune,116,38
breast,Hachijō,mune,116,38
breast,Shuri,ɴni,116,39
breast,Kōchi,mune,116,38
breast,Sado,mune,116,38
breast,Oki,ɴne,116,39
breast,Kagoshima,muine,116,38
burn,Miyako,muiɭ,186,41
burn,Tōkyō,moeru,186,41
burn,Amami,meːruri,186,41
burn,Kyōto,moeru,186,41
burn,Hachijō,mieru,186,41
burn,Shuri,meːjuɴ,186,41
burn,Kōchi,moeru,186,41
burn,Sado,moeru,186,41
burn,Oki,moeru,186,41
burn,Kagoshima,moiju,186,41
child,Miyako,jarabi,345,43
child,Tōkyō,kodomo,344,42
child,Amami,warabɨ,345,43
child,Kyōto,kodomo,344,42
child,Hachijō,kodomo,344,42
child,Shuri,warabi,345,43
child,Kōchi,kodomo,344,42
child,Sado,kodomo,344,42
child,Oki,kodomo,344,42
child,Kagoshima,koidoɴ,344,42
claw,Miyako,ʦɨmi,103,44
claw,Tōkyō,ʦume,103,44
claw,Amami,ʦɨmɨ,103,44
claw,Kyōto,ʦume,103,44
claw,Hachijō,ʦume,103,44
claw,Shuri,ɕimi,103,44
claw,Kōchi,tume,103,44
claw,Sado,ʦume,103,44
claw,Oki,ʦume,103,44
claw,Kagoshima,ʦuime,103,44
cloud,Miyako,fumu,180,45
cloud,Tōkyō,kumo,180,45
cloud,Amami,kumo,180,45
cloud,Kyōto,kumo,180,45
cloud,Hachijō,kumo,180,45
cloud,Shuri,kumu,180,45
cloud,Kōchi,kumo,180,45
cloud,Sado,kumo,180,45
cloud,Oki,kumo,180,45
cloud,Kagoshima,kumo,180,45
cold,Miyako,piʃi,201,49
cold,Tōkyō,samui,203,46
cold,Amami,higurusari,201,51
cold,Kyōto,sabui,203,46
cold,Hachijō,kogiete,202,47
cold,Shuri,hwiːsaɴ,201,48
cold,Kōchi,hijai,201,50
cold,Sado,samui,203,46
cold,Oki,sabiː,203,46
cold,Kagoshima,sami,203,46
come,Miyako,fuː,147,54
come,Tōkyō,kuru,149,52
come,Amami,xuri,149,52
come,Kyōto,kuru,149,52
come,Hachijō,kuru,149,52
come,Shuri,ʦuːɴ,148,53
come,Kōchi,kuru,149,52
come,Sado,kuru,149,52
come,Oki,kuru,149,52
come,Kagoshima,ku,149,52
correct (right),Miyako,atariːduːɭ,392,56
correct (right),Tōkyō,iː,387,58
correct (right),Amami,iʨːari,390,56
correct (right),Kyōto,eː,387,55
correct (right),Hachijō,jokːja,393,61
correct (right),Shuri,jutaɕaɴ,391,59
correct (right),Kōchi,eː,387,55
correct (right),Sado,tadasiː,388,60
correct (right),Oki,eː,387,55
correct (right),Kagoshima,naiːʨo,389,57
cut,Miyako,ʦɨːʦɨː,347,63
cut,Tōkyō,kiru,347,62
cut,Amami,kiruri,347,62
cut,Kyōto,kiru,347,62
cut,Hachijō,kiru,347,62
cut,Shuri,ʨijuɴ,347,62
cut,Kōchi,kiru,347,62
cut,Sado,kiru,347,62
cut,Oki,kiru,347,62
cut,Kagoshima,kit,347,64
dark,Miyako,fːa,346,66
dark,Tōkyō,kurai,346,65
dark,Amami,kurasari,346,65
dark,Kyōto,kurai,346,65
dark,Hachijō,kurakʲa,346,65
dark,Shuri,kurasaɴ,346,65
dark,Kōchi,kurai,346,65
dark,Sado,kurai,346,65
dark,Oki,kureː,346,65
dark,Kagoshima,kuire,346,65
day,Miyako,sɨkama,263,67
day,Tōkyō,hiruma,262,67
day,Amami,hiruhiɴma,262,67
day,Kyōto,hiruma,262,67
day,Hachijō,hiruma,262,67
day,Shuri,hwiru,262,67
day,Kōchi,hiruma,262,67
day,Sado,hiruma,262,67
day,Oki,ɸiru,262,67
day,Kagoshima,hiːi,262,67
die,Miyako,sɨn,138,68
die,Tōkyō,sinu,138,68
die,Amami,simʲuri,138,68
die,Kyōto,sinu,138,68
die,Hachijō,marubu,137,69
die,Shuri,sinuɴ,138,68
die,Kōchi,sinuru,138,68
die,Sado,sinu,138,68
die,Oki,sinoru,138,68
die,Kagoshima,siːɴ,138,68
dig,Miyako,puɭ,414,70
dig,Tōkyō,horu,414,70
dig,Amami,hururi,414,70
dig,Kyōto,horu,414,70
dig,Hachijō,horu,414,70
dig,Shuri,hujuɴ,414,70
dig,Kōchi,horu,414,70
dig,Sado,horu,414,70
dig,Oki,horu,414,70
dig,Kagoshima,ho,414,70
dirty,Miyako,ʃːanagi,375,71
dirty,Tōkyō,kitanai,370,71
dirty,Amami,janagesari,373,74
dirty,Kyōto,kitanai,370,71
dirty,Hachijō,kitanakʲa,370,71
dirty,Shuri,hagoːsaɴ,374,72
dirty,Kōchi,dakina,372,71
dirty,Sado,jogoretoru,371,73
dirty,Oki,kitaneː,370,71
dirty,Kagoshima,kisːane,370,71
dog,Miyako,in,62,75
dog,Tōkyō,inu,62,75
dog,Amami,ʔiɴ,62,75
dog,Kyōto,inu,62,75
dog,Hachijō,ʨiɴme,61,76
dog,Shuri,ʔiɴ,62,75
dog,Kōchi,inu,62,75
dog,Sado,inu,62,75
dog,Oki,eno,62,75
dog,Kagoshima,iɴ,62,75
down,Miyako,sɨtaːra,446,77
down,Tōkyō,sitae,446,77
down,Amami,ɕaːʨi,446,77
down,Kyōto,sitae,446,77
down,Hachijō,sita,446,77
down,Shuri,siʦaɴkai,446,77
down,Kōchi,sita,446,77
down,Sado,sita,446,77
down,Oki,sita,446,77
down,Kagoshima,site,446,77
drink,Miyako,num,120,78
drink,Tōkyō,nomu,120,78
drink,Amami,numuri,120,78
drink,Kyōto,nomu,120,78
drink,Hachijō,nomu,120,78
drink,Shuri,nunuɴ,120,78
drink,Kōchi,nomu,120,78
drink,Sado,nomu,120,78
drink,Oki,nomu,120,78
drink,Kagoshima,noɴ,120,78
dry,Miyako,kaːraʦɨ,217,79
dry,Tōkyō,kawaita,218,79
dry,Amami,xoraʨaɴ,217,79
dry,Kyōto,kawaita,218,79
dry,Hachijō,kuatːe,218,79
dry,Shuri,kaːraʦoːru,217,79
dry,Kōchi,kawaita,218,79
dry,Sado,hoseta,219,80
dry,Oki,ɸita,220,81
dry,Kagoshima,kaeta,218,79
dull,Miyako,pizuriːduːɭ,366,85
dull,Tōkyō,kirenai,362,82
dull,Amami,kiriraɴ,362,82
dull,Kyōto,kireheɴ,362,82
dull,Hachijō,kireɴnua,362,82
dull,Shuri,tataɴ,365,83
dull,Kōchi,namakura,364,86
dull,Sado,nibui,363,84
dull,Oki,kireɴ,362,82
dull,Kagoshima,kireɴ,362,82
dust,Miyako,puki,451,87
dust,Tōkyō,hokori,451,87
dust,Amami,huhuɴ,453,87
dust,Kyōto,hokori,451,87
dust,Hachijō,hokori,451,87
dust,Shuri,hukui,451,87
dust,Kōchi,hokori,451,87
dust,Sado,hokori,451,87
dust,Oki,hoke,451,87
dust,Kagoshima,goɴ,452,88
ear,Miyako,mim,95,89
ear,Tōkyō,mimi,95,89
ear,Amami,miɴ,95,89
ear,Kyōto,mimi,95,89
ear,Hachijō,mimi,95,89
ear,Shuri,mimi,95,89
ear,Kōchi,mimi,95,89
ear,Sado,mimi,95,89
ear,Oki,mimi,95,89
ear,Kagoshima,miɴ,95,89
earth,Miyako,mta,178,91
earth,Tōkyō,ʦuʨi,179,90
earth,Amami,miʨa,178,91
earth,Kyōto,ʦuʨi,179,90
earth,Hachijō,ʨiʨi,179,90
earth,Shuri,ɴʦa,178,91
earth,Kōchi,tuti,179,90
earth,Sado,ʦuʨi,179,90
earth,Oki,ʨiʨi,179,90
earth,Kagoshima,doro,177,92
eat,Miyako,fau,125,96
eat,Tōkyō,taberu,122,94
eat,Amami,xamuri,124,95
eat,Kyōto,taberu,122,94
eat,Hachijō,miaru,121,97
eat,Shuri,kanuɴ,124,95
eat,Kōchi,taberu,122,94
eat,Sado,kuː,123,93
eat,Oki,kuː,123,93
eat,Kagoshima,kuː,123,93
egg,Miyako,tunuka,82,100
egg,Tōkyō,tamaŋo,80,98
egg,Amami,xoga,81,99
egg,Kyōto,tamaŋo,80,98
egg,Hachijō,tamago,80,98
egg,Shuri,kuːga,81,99
egg,Kōchi,tamago,80,98
egg,Sado,tamago,80,98
egg,Oki,tamaŋo,80,98
egg,Kagoshima,tamago,80,98
eye,Miyako,miː,96,101
eye,Tōkyō,me,96,101
eye,Amami,mɨː,96,101
eye,Kyōto,meː,96,101
eye,Hachijō,manako,97,102
eye,Shuri,miː,96,101
eye,Kōchi,me,96,101
eye,Sado,me,96,101
eye,Oki,me,96,101
eye,Kagoshima,me,96,101
fall,Miyako,utiɭ,420,103
fall,Tōkyō,okːoʨiru,420,103
fall,Amami,ʔuθɨruri,420,103
fall,Kyōto,oʨiru,420,103
fall,Hachijō,oteru,420,103
fall,Shuri,ʔutijuɴ,420,103
fall,Kōchi,kokeru,421,103
fall,Sado,oʨiru,420,103
fall,Oki,oʨiru,420,103
fall,Kagoshima,oʦu,420,103
far,Miyako,tuː,351,104
far,Tōkyō,toːi,351,104
far,Amami,θuːsari,351,104
far,Kyōto,toi,351,104
far,Hachijō,toːkʲa,351,104
far,Shuri,tuːsaɴ,351,104
far,Kōchi,toːi,351,104
far,Sado,toːkui,351,104
far,Oki,toweː,351,104
far,Kagoshima,toie,351,104
father,Miyako,ɨza,328,108
father,Tōkyō,otoːsaɴ,323,105
father,Amami,ʥu,326,109
father,Kyōto,otoʨːaɴ,323,105
father,Hachijō,ma,322,106
father,Shuri,wikiganu,327,107
father,Kōchi,otoːsaɴ,323,105
father,Sado,daɴ,324,105
father,Oki,teʦːaɴ,325,105
father,Kagoshima,otoʦːaɴ,323,105
fear,Miyako,uɣviɭ,441,112
fear,Tōkyō,kowaŋaru,437,110
fear,Amami,ʔuθuruɕa,440,111
fear,Kyōto,kowaŋaru,437,110
fear,Hachijō,okːanagaru,436,110
fear,Shuri,ʔuturusa,440,111
fear,Kōchi,odiru,439,113
fear,Sado,osogagaru,438,110
fear,Oki,osoreru,440,110
fear,Kagoshima,otorosːesui,440,111
feather,Miyako,pani,87,114
feather,Tōkyō,hane,87,114
feather,Amami,haɴge,87,114
feather,Kyōto,hane,87,114
feather,Hachijō,hane,87,114
feather,Shuri,hanigiː,87,114
feather,Kōchi,hane,87,114
feather,Sado,hane,87,114
feather,Oki,hane,87,114
feather,Kagoshima,haine,87,114
few,Miyako,ipiːtʃa,259,118
few,Tōkyō,sukunai,256,115
few,Amami,ʔikirasari,258,117
few,Kyōto,sukenai,256,115
few,Hachijō,ʨiːto,255,116
few,Shuri,ʔikirasaɴ,258,117
few,Kōchi,bitːo,257,116
few,Sado,sukunai,256,115
few,Oki,ʨiːto,255,116
few,Kagoshima,sunːe,256,115
fire,Miyako,umaʦɨ,184,120
fire,Tōkyō,hi,183,119
fire,Amami,uaʦɨ,184,121
fire,Kyōto,hiː,183,119
fire,Hachijō,hi,183,119
fire,Shuri,hwiː,183,119
fire,Kōchi,hi,183,119
fire,Sado,hi,183,119
fire,Oki,ɸi,183,119
fire,Kagoshima,hi,183,119
fish,Miyako,izo,59,122
fish,Tōkyō,sakana,58,123
fish,Amami,ʔʲu,59,124
fish,Kyōto,sakana,58,123
fish,Hachijō,sakana,58,123
fish,Shuri,ʔiju,59,124
fish,Kōchi,uo,59,125
fish,Sado,uo,59,125
fish,Oki,eo,59,122
fish,Kagoshima,iːo,59,122
five,Miyako,iʦɨʦɨ,254,126
five,Tōkyō,iʦuʦu,254,126
five,Amami,ʔiʦɨʦɨ,254,126
five,Kyōto,iʦuʦu,254,126
five,Hachijō,iʦuʦu,254,126
five,Shuri,ʔiɕiɕi,254,126
five,Kōchi,itutu,254,126
five,Sado,iʦuʦu,254,126
five,Oki,eʦuʦu,254,126
five,Kagoshima,iʦu,254,126
flow,Miyako,nagariɭ,267,127
flow,Tōkyō,naŋareru,267,127
flow,Amami,nagareruri,267,127
flow,Kyōto,naŋareru,267,127
flow,Hachijō,nagareru,267,127
flow,Shuri,nagarijuɴ,267,127
flow,Kōchi,nagareru,267,127
flow,Sado,nagareru,267,127
flow,Oki,nagareru,267,127
flow,Kagoshima,nagaru,267,127
flower,Miyako,pana,308,128
flower,Tōkyō,hana,308,128
flower,Amami,hana,308,128
flower,Kyōto,hana,308,128
flower,Hachijō,hana,308,128
flower,Shuri,hana,308,128
flower,Kōchi,hana,308,128
flower,Sado,hana,308,128
flower,Oki,hana,308,128
flower,Kagoshima,hana,308,128
fly,Miyako,mau,144,130
fly,Tōkyō,tobu,142,129
fly,Amami,θuburi,142,129
fly,Kyōto,tobu,142,129
fly,Hachijō,maku,141,130
fly,Shuri,tubuɴ,142,129
fly,Kōchi,tobu,142,129
fly,Sado,tatːoru,143,129
fly,Oki,tobu,142,129
fly,Kagoshima,toi,142,129
fog,Miyako,ʦɨː,264,131
fog,Tōkyō,kiri,264,131
fog,Amami,kiri,264,131
fog,Kyōto,kiri,264,131
fog,Hachijō,kiri,264,131
fog,Shuri,ʨiri,264,131
fog,Kōchi,kiri,264,131
fog,Sado,moja,265,132
fog,Oki,moja,265,132
fog,Kagoshima,kiːi,264,131
foot,Miyako,pɨsa,106,134
foot,Tōkyō,asi,104,133
foot,Amami,hagi,105,135
foot,Kyōto,asi,104,133
foot,Hachijō,asi,104,133
foot,Shuri,hwiɕa,106,134
foot,Kōchi,asi,104,133
foot,Sado,asi,104,133
foot,Oki,asi,104,133
foot,Kagoshima,aɕ,104,133
four,Miyako,juːʦɨ,253,136
four,Tōkyō,joʦːu,253,136
four,Amami,juːʦɨ,253,136
four,Kyōto,joʦːu,253,136
four,Hachijō,joʦːu,253,136
four,Shuri,juːɕi,253,136
four,Kōchi,jotːu,253,136
four,Sado,joʦːu,253,136
four,Oki,joʦːu,253,136
four,Kagoshima,joi,253,136
freeze,Tōkyō,koːru,343,137
freeze,Kyōto,koːru,343,137
freeze,Hachijō,koːru,343,137
freeze,Kōchi,koːru,343,137
freeze,Sado,koːru,343,137
freeze,Oki,koːru,343,137
freeze,Kagoshima,koː,343,137
fruit,Miyako,naɭ,306,139
fruit,Tōkyō,mi,307,138
fruit,Amami,nari,306,139
fruit,Kyōto,miː,307,138
fruit,Hachijō,mi,307,138
fruit,Shuri,nai,306,139
fruit,Kōchi,mi,307,138
fruit,Sado,mi,307,138
fruit,Oki,mi,307,138
fruit,Kagoshima,miː,307,138
full,Miyako,mti,206,141
full,Tōkyō,ipːai,204,140
full,Amami,zoɴbai,205,142
full,Kyōto,ipːai,204,140
full,Hachijō,ipːia,204,140
full,Shuri,miː,206,141
full,Kōchi,ipːai,204,140
full,Sado,ipːai,204,140
full,Oki,epːeː,204,140
full,Kagoshima,pːe,204,140
fur,Tōkyō,keŋawa,298,143
fur,Amami,xɨɴxo,298,145
fur,Kyōto,keŋawa,298,143
fur,Hachijō,kegua,298,143
fur,Shuri,kaː,299,144
fur,Kōchi,kegawa,298,143
fur,Sado,kegawa,298,143
fur,Oki,keŋawa,298,143
fur,Kagoshima,kegaiwa,298,143
give,Miyako,fiːɭ,160,148
give,Tōkyō,aŋeru,158,146
give,Amami,kurɨruri,160,146
give,Kyōto,aŋeru,158,146
give,Hachijō,muaseru,157,147
give,Shuri,kwiːjuɴ,160,149
give,Kōchi,jaru,159,146
give,Sado,jaru,159,146
give,Oki,jaru,159,146
give,Kagoshima,kuiru,160,146
good,Miyako,ʣautuː,214,154
good,Tōkyō,iː,211,152
good,Amami,iʨːari,212,155
good,Kyōto,eː,211,150
good,Hachijō,jokːja,215,151
good,Shuri,jutaɕaɴ,213,153
good,Kōchi,eː,211,150
good,Sado,eː,211,150
good,Oki,eː,211,150
good,Kagoshima,joka,215,151
grass,Miyako,fusa,309,156
grass,Tōkyō,kusa,309,156
grass,Amami,kusa,309,156
grass,Kyōto,kusa,309,156
grass,Hachijō,kusa,309,156
grass,Shuri,kusa,309,156
grass,Kōchi,kusa,309,156
grass,Sado,kusa,309,156
grass,Oki,kusa,309,156
grass,Kagoshima,kusa,309,156
grease (fat),Miyako,aɣva,78,159
grease (fat),Tōkyō,aburami,78,157
grease (fat),Amami,sirumi,79,157
grease (fat),Kyōto,abura,78,157
grease (fat),Hachijō,aburaniku,78,157
grease (fat),Shuri,ʔaɴdaʥisi,77,158
grease (fat),Kōchi,abura,78,157
grease (fat),Sado,aburaniku,78,157
grease (fat),Oki,abura,78,157
grease (fat),Kagoshima,aburami,78,157
green,Miyako,au,192,160
green,Tōkyō,a.oi,192,160
green,Amami,ʔoːsari,191,161
green,Kyōto,a.oi,192,160
green,Hachijō,a.okʲa,192,160
green,Shuri,ʔoːsaɴ,191,161
green,Kōchi,a.oi,192,160
green,Sado,a.oi,192,160
green,Oki,aweː,192,160
green,Kagoshima,a.o,192,160
guts,Tōkyō,harawata,303,162
guts,Amami,waθa,303,162
guts,Kyōto,harawata,303,162
guts,Hachijō,haruta,303,162
guts,Shuri,watamiːmuɴ,302,162
guts,Kōchi,harawata,303,162
guts,Sado,harawata,303,162
guts,Oki,harawata,303,162
guts,Kagoshima,zuzuwata,303,162
hair,Miyako,p͡sɨgi,88,163
hair,Tōkyō,ke,89,163
hair,Amami,higi,88,163
hair,Kyōto,keː,89,163
hair,Hachijō,kiː,89,163
hair,Shuri,kiː,89,163
hair,Kōchi,ke,89,163
hair,Sado,ke,89,163
hair,Oki,ke,89,163
hair,Kagoshima,kei,89,163
hair,Hachijō,kebuɕo,89,163
hand,Miyako,tiː,110,164
hand,Tōkyō,te,110,164
hand,Amami,θɨ,110,164
hand,Kyōto,teː,110,164
hand,Hachijō,te,110,164
hand,Shuri,tiː,110,164
hand,Kōchi,te,110,164
hand,Sado,te,110,164
hand,Oki,te,110,164
hand,Kagoshima,te,110,164
he,Miyako,kanup͡sɨtu,231,165
he,Tōkyō,anohito,230,165
he,Amami,ʔaɴʨu,230,165
he,Kyōto,anohito,230,165
he,Hachijō,ora,229,167
he,Shuri,ʔanuʦːu,230,165
he,Kōchi,anohito,230,165
he,Sado,anohito,230,165
he,Oki,are,230,166
he,Kagoshima,aiː,230,166
head,Miyako,kanamaɭ,94,168
head,Tōkyō,atama,91,168
head,Amami,xamaʨi,93,170
head,Kyōto,atama,91,168
head,Hachijō,ʦuburi,90,169
head,Shuri,ɕiburu,90,169
head,Kōchi,atama,91,168
head,Sado,atama,91,168
head,Oki,atama,91,168
head,Kagoshima,biɴta,92,171
hear,Miyako,ʦɨfu,132,174
hear,Tōkyō,kiku,132,172
hear,Amami,kikʲuri,132,172
hear,Kyōto,kiku,132,172
hear,Hachijō,kiku,132,172
hear,Shuri,ʨiʦuɴ,132,173
hear,Kōchi,kiku,132,172
hear,Sado,kiku,132,172
hear,Oki,kiku,132,172
hear,Kagoshima,kiː,132,172
heart,Tōkyō,siɴzoː,118,175
heart,Amami,siɴdo,118,175
heart,Kyōto,siɴzoː,118,175
heart,Hachijō,siɴzoː,118,175
heart,Shuri,ʨimu,117,176
heart,Kōchi,kimo,117,176
heart,Sado,siɴzoː,118,175
heart,Oki,siɴzoː,118,175
heart,Kagoshima,siɴizoː,118,175
heavy,Miyako,ivu,361,179
heavy,Tōkyō,omoi,361,177
heavy,Amami,ʔubusari,361,178
heavy,Kyōto,omotai,361,177
heavy,Hachijō,omokʲa,361,177
heavy,Shuri,ʔɴbusaɴ,361,178
heavy,Kōchi,omotai,361,177
heavy,Sado,omoi,361,177
heavy,Oki,omeː,361,177
heavy,Kagoshima,oimi,361,177
here,Miyako,koman,244,181
here,Tōkyō,koko,245,180
here,Amami,xuma,244,181
here,Kyōto,koko,245,180
here,Hachijō,koko,245,180
here,Shuri,kuma,244,181
here,Kōchi,koko,245,180
here,Sado,koko,245,180
here,Oki,koko,245,180
here,Kagoshima,koko,245,180
hit,Miyako,uʦɨ,411,182
hit,Tōkyō,naŋuru,406,183
hit,Amami,ʔuθuri,410,184
hit,Kyōto,doʦuku,407,182
hit,Hachijō,naguru,406,183
hit,Shuri,ʔuʦuɴ,410,184
hit,Kōchi,tataku,408,182
hit,Sado,naguru,406,183
hit,Oki,dojasu,409,185
hit,Kagoshima,utːaku,410,182
hold,Miyako,muʦɨ,444,186
hold,Tōkyō,moʦu,444,186
hold,Amami,muθuri,444,186
hold,Kyōto,moʦu,444,186
hold,Hachijō,sageru,443,187
hold,Shuri,muʦuɴ,444,186
hold,Kōchi,sageru,443,187
hold,Sado,moʦu,444,186
hold,Oki,moʦu,444,186
hold,Kagoshima,mo,445,186
horn,Miyako,ʦɨnu,83,188
horn,Tōkyō,ʦuno,83,188
horn,Amami,ʦɨno,83,188
horn,Kyōto,ʦuno,83,188
horn,Hachijō,ʦuno,83,188
horn,Shuri,ɕinu,83,188
horn,Kōchi,tuno,83,188
horn,Sado,ʦuno,83,188
horn,Oki,ʦuno,83,188
horn,Kagoshima,ʦuno,83,188
hot (warm),Miyako,aʦɨ,199,189
hot (warm),Tōkyō,aʦui,199,189
hot (warm),Amami,ʔaʦɨsari,199,190
hot (warm),Kyōto,aʦui,199,189
hot (warm),Hachijō,hotoːtːe,198,192
hot (warm),Shuri,ʔaɕisaɴ,199,190
hot (warm),Kōchi,atui,199,189
hot (warm),Sado,aʦui,199,189
hot (warm),Oki,nokiː,200,191
hot (warm),Kagoshima,aʨi,199,189
how,Miyako,nau,236,194
how,Tōkyō,doː,238,193
how,Amami,xjasi,235,197
how,Kyōto,doː,238,193
how,Hachijō,zuguan,237,196
how,Shuri,ʦaː,235,193
how,Kōchi,doː,238,193
how,Sado,dogaini,238,193
how,Oki,doŋe,238,193
how,Kagoshima,ikeɴ,235,195
husband,Miyako,butu,331,198
husband,Tōkyō,ɕuʥiɴ,330,199
husband,Amami,uθu,331,198
husband,Kyōto,ɕuʥiɴ,330,199
husband,Hachijō,ʨieɕu,329,200
husband,Shuri,utu,331,198
husband,Kōchi,ɕuʥiɴ,330,199
husband,Sado,otːo,331,198
husband,Oki,otoko,332,198
husband,Kagoshima,jado,333,201
ice,Tōkyō,koːri,341,202
