concept,doculect,counterpart,cogid,lpID
near,Banggai (W.dialect),lolani,1,1194
breast,Banggai (W.dialect),susu,1,330
I,Banggai (W.dialect),iaku,1,21
thou,Banggai (W.dialect),ikoo,1,1820
we,Banggai (W.dialect),ikita,1,2897
you,Banggai (W.dialect),ikomuyu,13,3161
Two,Banggai (W.dialect),lua,1,94
Three,Banggai (W.dialect),tolu,1,82
Five,Banggai (W.dialect),lima,1,7
Seven,Banggai (W.dialect),pitu,1,70
Eight,Banggai (W.dialect),alu,3,1
Nine,Banggai (W.dialect),sio,5,37
to think,Banggai (W.dialect),pikir,22,2720
to fear,Banggai (W.dialect),ma-takut,1,2121
head,Banggai (W.dialect),ulu,1,825
hair,Banggai (W.dialect),buuk,1,781
to breathe,Banggai (W.dialect),asaaŋ,23,1882
mouth,Banggai (W.dialect),baba,1,1153
to vomit,Banggai (W.dialect),tolue,8,2781
to eat,Banggai (W.dialect),kaan,1,2094
leg/foot,Banggai (W.dialect),ai,1,1020
to drink,Banggai (W.dialect),inum,1,2083
to bite,Banggai (W.dialect),kakat,1,1850
to suck,Banggai (W.dialect),sosop,1,2669
ear,Banggai (W.dialect),taliŋa|i,1,519
to hear,Banggai (W.dialect),loŋol,1,2180
eye,Banggai (W.dialect),mata,1,564
to see,Banggai (W.dialect),kita,1,2448
to sit,Banggai (W.dialect),duduk,35,2501
man/male,Banggai (W.dialect),malane,1,1087
woman/female,Banggai (W.dialect),boʔine,1,3082
husband,Banggai (W.dialect),laŋkay,34,890
mother,Banggai (W.dialect),tina,1,1143
father,Banggai (W.dialect),tama,1,609
house,Banggai (W.dialect),bonua,18,859
to hunt,Banggai (W.dialect),maŋ-asu,36,2248
to shoot,Banggai (W.dialect),mam-panapi,1,2484
"to stab, pierce",Banggai (W.dialect),suduk,30,2622
"to die, be dead",Banggai (W.dialect),mate,1,2048
"to live, be alive",Banggai (W.dialect),tubo,19,2350
stick/wood,Banggai (W.dialect),kau,1,1728
to plant,Banggai (W.dialect),man-sasak-on,32,2387
to choose,Banggai (W.dialect),ilei,1,1942
to grow,Banggai (W.dialect),tuboy,1,2164
to swell,Banggai (W.dialect),baŋkak,19,2683
to squeeze,Banggai (W.dialect),piis,29,2600
to dig,Banggai (W.dialect),gali,1,2056
to buy,Banggai (W.dialect),moŋ-oli,1,1919
dog,Banggai (W.dialect),asu,1,458
bird,Banggai (W.dialect),manu-manuk,1,255
feather,Banggai (W.dialect),bulu,1,616
hand,Banoni,numa-,1,801
to fly,Banoni,burunu,49,2147
rat,Banoni,kiso,3,1372
snake,Banoni,koru,21,1686
worm (earthworm),Banoni,koropita,39,3114
louse,Banoni,ghutsu,1,1082
rotten,Banoni,raapa,39,1476
root,Banoni,bagarana,19,1444
water,Banoni,koromo,7,2883
star,Banoni,pipito,1,1719
fog,Banoni,kabu,1,691
thunder,Banoni,pina,28,1834
lightning,Banoni,kanava,14,1040
warm,Banoni,visisiki,29,2864
heavy,Banoni,papataŋa,14,843
fire,Banoni,dzai,1,634
white,Banoni,kekao,33,2986
small,Banoni,kikinaki,1,1642
wide,Banoni,tataabana,37,3009
intestines,Banoni,kore-,17,944
new,Banoni,ghoom,1,1250
"correct, true",Banoni,magoto,13,402
night,Banoni,boŋi,1,1263
liver,Banoni,date-,1,1055
when?,Banoni,noisa,1,2946
below,Banoni,kopona,45,220
that,Banoni,nana,1,1754
breast,Banoni,su-,1,330
where?,Banoni,na vai,10,2964
he/she,Banoni,nna,15,817
we,Banoni,ghata,1,2897
you,Banoni,gham,1,3164
they,Banoni,nari,7,1776
what?,Banoni,sua,9,2930
who?,Banoni,see,1,2998
to count,Banoni,see,1,1994
One,Banoni,kadaken,1,42
Three,Banoni,dapisa,4,82
Four,Banoni,to|atsi,1,12
neck,Banoni,kokoromo-,27,1211
hair,Banoni,punu-,31,783
nose,Banoni,vivitsi-,1,1289
right,Banoni,matoo-,5,1418
mouth,Banoni,maŋo-,13,1157
tongue,Banoni,mea-,7,2841
to cry,Banoni,tanisi,1,2014
to eat,Banoni,tam,40,2098
to drink,Banoni,kuu,30,2085
to bite,Banoni,kanata,1,1851
to suck,Banoni,mutsi,20,2672
ear,Banoni,taŋina-,1,519
eye,Banoni,mata-,1,564
to see,Banoni,reghe,13,2450
to yawn,Banoni,moghava,1,2831
to dream,Banoni,tatara,16,2071
to sit,Banoni,gonna,79,2502
to stand,Banoni,tsighom,2,2636
man/male,Banoni,tamata,17,1088
child,Banoni,natsu,5,339
husband,Banoni,tamata,23,891
mother,Banoni,tsina-,1,1143
road/path,Banoni,sanana,1,1434
father,Banoni,tama-,1,609
house,Banoni,numa,1,857
to hit,Banoni,tsunu,50,2203
to kill,Banoni,tsuna,18,2260
"to die, be dead",Banoni,mate,1,2048
to scratch,Banoni,ghe|ghano,1,2437
sharp,Banoni,gheeghame,14,1548
to squeeze,Banoni,togonopisu,31,2601
to swim,Banoni,suu,12,2700
"to pound, beat",Banoni,tsuu,2,2409
bird,Banoni,manughu,1,255
hand,Bantik,lima,1,801
to fly,Bantik,taláʔ,26,2146
rat,Bantik,tíkusuʔ,22,1374
snake,Bantik,uleʔ,2,1687
worm (earthworm),Bantik,loloati,1,3115
louse,Bantik,kutu,1,1082
mosquito,Bantik,tiníʔ,25,1131
leaf,Bantik,dauŋ,1,979
root,Bantik,hamuʔ,3,1443
flower,Bantik,buŋa|ŋ,1,676
fruit,Bantik,bua,1,703
grass,Bantik,dukuʔ,2,739
earth/soil,Bantik,tana,1,532
skin,Bantik,pisi,22,1617
stone,Bantik,batu,1,1734
water,Bantik,ake,17,2884
sea,Bantik,tasiʔ,1,1526
salt,Bantik,asiŋ,3,1493
woods/forest,Bantik,kakayuaŋ,2,3092
sky,Bantik,laŋiʔ,1,1626
moon,Bantik,bulaŋ,1,1115
back,Bantik,líkuduʔ,1,164
cloud,Bantik,binaba,31,350
rain,Bantik,tahiti,14,1358
thunder,Bantik,dulúʔ,35,1835
lightning,Bantik,kilaʔ,1,1038
cold,Bantik,d|al|indíŋ,1,378
belly,Bantik,tiaŋ,1,195
dry,Bantik,mada,1,480
heavy,Bantik,baháʔ,1,839
fire,Bantik,putuŋ,13,635
to burn,Bantik,tutuŋ,1,1910
smoke,Bantik,tipu,24,1666
black,Bantik,ituŋ,1,267
white,Bantik,bida,40,2984
bone,Bantik,duhi,2,305
yellow,Bantik,dídihiʔ,29,3141
short,Bantik,pédekeʔ,68,1566
thin,Bantik,nípisiʔ,1,1799
thick,Bantik,kapala,1,1790
narrow,Bantik,seséʔ,32,1175
wide,Bantik,lampadaʔ,19,3010
intestines,Bantik,tináy,1,941
old,Bantik,gudaŋ,21,1302
new,Bantik,buhú,1,1247
good,Bantik,pia,1,717
"bad, evil",Bantik,dalaiʔ,1,183
year,Bantik,taoŋ,1,3126
liver,Bantik,atey,1,1055
to hide,Bantik,buni,1,2192
to climb,Bantik,abiʔ,36,1954
at,Bantik,su,16,156
"in, inside",Bantik,su huaŋ,13,923
below,Bantik,su aluŋ,35,221
breast,Bantik,susu,1,330
far,Bantik,daw,1,571
I,Bantik,iaʔ,1,24
thou,Bantik,ikaw,1,1820
he/she,Bantik,isie,1,816
we,Bantik,kite,1,2897
they,Bantik,side,1,1776
what?,Bantik,apa,1,2929
who?,Bantik,isay,1,2998
shoulder,Bantik,bambáŋ,19,1580
other,Bantik,baline,17,1320
and,Bantik,bo,27,129
how?,Bantik,kakuda,1,873
to count,Bantik,tiaʔ,24,1995
Two,Bantik,dadua,1,92
Three,Bantik,tatulu,1,82
left,Bantik,kuihi,1,998
Four,Bantik,paʔ,1,10
Five,Bantik,ima,1,7
Seven,Bantik,pitu,1,70
Nine,Bantik,siouw,9,37
to fear,Bantik,matakuʔ,1,2121
blood,Bantik,daha,1,289
head,Bantik,timbonaŋ,41,827
hair,Bantik,utaʔ,27,784
nose,Bantik,iduŋ,1,1287
to breathe,Bantik,sindaʔ,26,1883
right,Bantik,kuaneŋ,1,1417
mouth,Bantik,mohoŋ,25,1153
tooth,Bantik,isi,75,2850
tongue,Bantik,dila,4,2840
to laugh,Bantik,legéy,28,2304
to vomit,Bantik,suka,9,2778
to spit,Bantik,udú,50,2564
to eat,Bantik,kaŋ,1,2094
to chew,Bantik,sapá,17,1932
to drink,Bantik,inuŋ,1,2083
to bite,Bantik,kiki,1,1850
to hear,Bantik,díŋihiʔ,1,2181
eye,Bantik,mata,1,564
to yawn,Bantik,kótabaʔ,10,2832
to sleep,Bantik,tiki,24,2523
to walk,Bantik,lampáŋ,43,2793
man/male,Bantik,mahuaney,24,1087
woman/female,Bantik,babinei,1,3082
child,Bantik,anaʔ,1,337
road/path,Bantik,daleŋ,1,1434
father,Bantik,iamaʔ,1,609
house,Bantik,balrei,14,860
thatch/roof,Bantik,atuʔ,1,1761
name,Bantik,adeŋ,1,1168
rope,Bantik,tali,1,1460
"to tie up, fasten",Bantik,ikiʔ,1,2747
needle,Bantik,dadahuŋ,1,1229
to hunt,Bantik,anuʔ,1,2248
to come,Bantik,mahi,1,1965
to shoot,Bantik,lutaŋ,11,2486
to kill,Bantik,buno,1,2260
"to die, be dead",Bantik,natey,1,2048
to scratch,Bantik,kukuduʔ,23,2438
stick/wood,Bantik,kayu,1,1728
to split,Bantik,baká,36,2579
to plant,Bantik,suaŋ,33,2388
to choose,Bantik,pile,1,1942
to swell,Bantik,babaha,1,2685
to squeeze,Bantik,pahá,1,2599
to hold,Bantik,beleŋ,30,2226
to dig,Bantik,kali,1,2056
"to open, uncover",Bantik,bika,1,2370
to fall,Bantik,nabo,1,2103
dog,Bantik,kapuna,35,459
bird,Bantik,manuʔ,1,255
egg,Bantik,natúʔ,17,547
feather,Bantik,bumbulu,1,616
wing,Gayo,kəpék,1,3059
to fly,Gayo,terbaŋ,18,2153
rat,Gayo,tikus,22,1374
meat/flesh,Gayo,usi,31,1097
fat/grease,Gayo,ləmak,24,589
tail,Gayo,uki,1,1742
louse,Gayo,kutu,1,1082
spider,Gayo,lɔlawah,1,1701
fish,Gayo,ikən,1,656
rotten,Gayo,buruk,1,1479
branch,Gayo,cabaŋ,9,320
root,Gayo,uyɔt,1,1446
flower,Gayo,buŋə,1,676
fruit,Gayo,uah-uahən,1,705
earth/soil,Gayo,tanɔh,1,532
skin,Gayo,kulit,1,1616
stone,Gayo,atu,1,1734
sand,Gayo,pasir,18,1510
water,Gayo,wəih,2,2886
woods/forest,Gayo,utən,36,3096
sky,Gayo,laŋit,1,1626
moon,Gayo,ulən,1,1115
star,Gayo,bintaŋ,1,1717
fog,Gayo,kədut,1,691
rain,Gayo,urən,1,1356
thunder,Gayo,gəgur,1,1837
lightning,Gayo,kilət,1,1038
belly,Gayo,tukə,4,203
dry,Gayo,kəriŋ,22,481
wet,Gayo,basah,1,2910
heavy,Gayo,bərat,1,839
smoke,Gayo,asap,49,1667
ash,Gayo,wau,1,139
black,Gayo,itəm,1,267
white,Gayo,putih,1,2984
bone,Gayo,tulən,1,303
yellow,Gayo,kuniŋ,1,3140
green,Gayo,ijo,25,770
small,Gayo,kucak,27,1648
long,Gayo,naru,1,1065
thin,Gayo,nipis,1,1799
thick,Gayo,təbəl,26,1789
"painful, sick",Gayo,sakit,1,1331
old,Gayo,tuə,1,1304
new,Gayo,ayu,1,1247
"bad, evil",Gayo,jahat,1,184
"correct, true",Gayo,bənar,1,401
year,Gayo,tun,1,3126
liver,Gayo,até,1,1055
to hide,Gayo,təmuni,1,2192
to climb,Gayo,nik,1,1953
at,Gayo,i,1,159
above,Gayo,i atas,1,102
this,Gayo,ini,1,1810
near,Gayo,dəkat,28,1198
breast,Gayo,susu,1,330
I,Gayo,aku,1,21
thou,Gayo,kɔ,1,1820
we,Gayo,kitə,1,2897
you,Gayo,kam béwénné,1,3167
other,Gayo,lén,2,1318
if,Gayo,i|kə,1,909
to count,Gayo,munétɔŋ,31,1996
Two,Gayo,rɔa,1,94
Three,Gayo,tulu,1,82
left,Gayo,kiri,1,1004
Four,Gayo,ɔpat,1,10
Five,Gayo,lime,1,7
to fear,Gayo,tərih,41,2121
blood,Gayo,rayɔh,1,289
head,Gayo,ulu,1,825
hair,Gayo,uk,1,781
nose,Gayo,iuŋ,1,1287
"to sniff, smell",Gayo,munyum,20,2545
right,Gayo,kuwən,1,1417
mouth,Gayo,awah,36,1153
tooth,Gayo,ipɔn,1,2849
tongue,Gayo,délah,4,2840
to laugh,Gayo,kədik,30,2303
to cook,Gayo,mujəraŋ,2,1974
to drink,Gayo,minum,1,2083
to suck,Gayo,munyiluk,70,2674
eye,Gayo,mata,1,564
to dream,Gayo,munipi,1,2070
person/human being,Gayo,jəma,16,1351
child,Gayo,anak,1,337
mother,Gayo,inə,1,1143
father,Gayo,ama,1,609
house,Gayo,umah,1,857
rope,Gayo,tali,1,1460
"to tie up, fasten",Gayo,munikɔt,1,2747
to sew,Gayo,mujit,2,2464
needle,Gayo,jarum,1,1229
to shoot,Gayo,munimak,8,2487
to kill,Gayo,mununuh,1,2260
"to die, be dead",Gayo,matɪ,1,2048
"to live, be alive",Gayo,murip,1,2354
to scratch,Gayo,mugarut,1,2436
stick/wood,Gayo,kayu,1,1728
to split,Gayo,mubəlah,1,2583
sharp,Gayo,təjəm,1,1545
"dull, blunt",Gayo,tumpul,3,492
to plant,Gayo,munyuən,2,2392
to choose,Gayo,mumilih,1,1942
to swell,Gayo,mubəŋkak,19,2683
to squeeze,Gayo,mumərah,1,2603
to buy,Gayo,mubəli,1,1919
"to open, uncover",Gayo,munukə,1,2370
"to pound, beat",Gayo,munutu,20,2409
dog,Gayo,asu,1,458
bird,Gayo,manuk,1,255
hand,Gedaged,nimán,1,801
wing,Gedaged,banín,2,3062
to fly,Gedaged,zou,1,2154
meat/flesh,Gedaged,mudán,38,1105
tail,Gedaged,win,26,1745
snake,Gedaged,mot,12,1690
louse,Gedaged,ut,1,1082
mosquito,Gedaged,na,1,1128
dust,Gedaged,gufugáf,37,507
spider,Gedaged,kuk,15,1700
fish,Gedaged,iye,1,663
rotten,Gedaged,mau,1,1478
leaf,Gedaged,zun,1,979
root,Gedaged,dabín,14,1447
flower,Gedaged,moz,31,679
earth/soil,Gedaged,tan,1,532
skin,Gedaged,siliŋoń,32,1616
stone,Gedaged,pat,1,1734
water,Gedaged,naz,1,2889
sea,Gedaged,mas,8,1526
moon,Gedaged,fuléi,1,1115
back,Gedaged,mesapén,38,173
cloud,Gedaged,tim|taen,41,357
rain,Gedaged,ui,19,1356
thunder,Gedaged,wail,44,1834
lightning,Gedaged,leléi,41,1043
wind,Gedaged,tim,43,3047
warm,Gedaged,wonanán,1,2870
cold,Gedaged,madíd,1,385
dry,Gedaged,dadág,46,483
fire,Gedaged,ya,1,640
to burn,Gedaged,tun|i,1,1910
smoke,Gedaged,yá|kas,2,1664
ash,Gedaged,taen,37,140
red,Gedaged,dazán,51,1400
bone,Gedaged,dog,23,304
yellow,Gedaged,yaŋ,9,3147
short,Gedaged,titúk,66,1573
long,Gedaged,meláen,53,1064
thick,Gedaged,metalún,3,1791
wide,Gedaged,bebaŋán,12,3009
"shy, ashamed",Gedaged,mamái,1,1598
new,Gedaged,faun,1,1252
"bad, evil",Gedaged,alán,54,190
night,Gedaged,bo,1,1263
day,Gedaged,ad,40,421
when?,Gedaged,saŋéptap,29,2949
to hide,Gedaged,kukúm,11,2195
"in, inside",Gedaged,ilo-n,1,919
above,Gedaged,fon,13,99
below,Gedaged,paen,49,220
this,Gedaged,e,1,1810
breast,Gedaged,su:,1,330
I,Gedaged,ŋa,12,25
thou,Gedaged,o,1,1823
he/she,Gedaged,i,1,816
we,Gedaged,id,1,2897
you,Gedaged,aŋ,18,3168
who?,Gedaged,ítai,1,2998
shoulder,Gedaged,yazón,27,1585
all,Gedaged,daŋán,52,111
and,Gedaged,ma|i,2,130
to count,Gedaged,sutí,51,2000
One,Gedaged,tai,1,43
Two,Gedaged,a|zú,1,94
Three,Gedaged,tol,1,82
left,Gedaged,ŋas,19,1006
"to know, be knowledgeable",Gedaged,loŋ,19,2286
Four,Gedaged,pal,1,10
blood,Gedaged,dazán,1,289
hair,Gedaged,zaun,40,788
nose,Gedaged,win,34,1293
right,Gedaged,waŋ,1,1417
mouth,Gedaged,áwan,36,1153
tooth,Gedaged,liwon,1,2849
tongue,Gedaged,balén,33,2844
to cry,Gedaged,ta,1,2014
to vomit,Gedaged,lu,8,2781
to spit,Gedaged,yasú,19,2563
to eat,Gedaged,yaní,1,2094
to chew,Gedaged,mam,1,1931
to cook,Gedaged,nai,3,1979
leg/foot,Gedaged,nien,63,1026
to bite,Gedaged,yaz|é,1,1855
to suck,Gedaged,musí,20,2672
ear,Gedaged,tiliŋan,1,519
eye,Gedaged,malan,1,564
to lie down,Gedaged,yen,1,2329
man/male,Gedaged,tamol,17,1088
husband,Gedaged,iwón,2,888
road/path,Gedaged,dal,1,1434
house,Gedaged,ab,23,863
to say,Gedaged,bol,50,2421
rope,Gedaged,mol,29,1466
"to tie up, fasten",Gedaged,pau,11,2753
to come,Gedaged,so,21,1968
to shoot,Gedaged,pan|é,1,2484
to kill,Gedaged,sufun|í,1,2260
"to die, be dead",Gedaged,mat,1,2048
to scratch,Gedaged,kekaz|é,12,2437
stick/wood,Gedaged,ya,1,1730
to split,Gedaged,falé,1,2583
sharp,Gedaged,malán,36,1553
to work,Gedaged,uzát,41,2810
to choose,Gedaged,pilianí,1,1942
to grow,Gedaged,tub,1,2164
to swell,Gedaged,didí,25,2687
to swim,Gedaged,log,28,2706
to dig,Gedaged,saze,10,2060
to buy,Gedaged,poalí,1,1919
"to pound, beat",Gedaged,funí,22,2413
dog,Gedaged,gaun,43,459
bird,Gedaged,ma,1,255
egg,Gedaged,ma patún,40,551
feather,Gedaged,fufulún,1,616
hand,Geser,ma,1,801
meat/flesh,Geser,sisia,1,1097
louse,Geser,kutu,1,1082
mosquito,Geser,umis,7,1132
dust,Geser,ubas,3,504
fish,Geser,ikan,1,656
branch,Geser,saŋ,2,317
leaf,Geser,ru,1,985
root,Geser,akar,2,1444
fruit,Geser,woi,1,703
earth/soil,Geser,ena,5,532
skin,Geser,likit,1,1616
stone,Geser,watu,1,1734
sand,Geser,ena,1,1505
sea,Geser,tasik,1,1526
sky,Geser,laŋit,1,1626
moon,Geser,ulan,1,1115
back,Geser,kotan,8,168
star,Geser,fituin,1,1717
cloud,Geser,aŋin tái,36,358
fog,Geser,sawan,4,692
rain,Geser,uran,1,1356
thunder,Geser,dudun,8,1832
lightning,Geser,tinitik,7,1046
wind,Geser,aŋin,1,3040
warm,Geser,mfanas,1,2862
belly,Geser,toa,43,195
heavy,Geser,maleman,4,846
fire,Geser,afi,1,633
to burn,Geser,tumu,1,1910
smoke,Geser,kubuŋ,4,1669
black,Geser,metan,1,267
white,Geser,futi,1,2984
red,Geser,mera,1,1394
bone,Geser,ruri,2,305
yellow,Geser,kuniŋ,1,3140
green,Geser,biri,5,767
long,Geser,malás,5,1064
thin,Geser,banifis,1,1799
thick,Geser,batolu,3,1791
narrow,Geser,korok,17,1180
wide,Geser,ga|lawa,1,3013
intestines,Geser,utuk,1,943
old,Geser,matu:,1,1304
new,Geser,wouwou,1,1248
"correct, true",Geser,katotu,6,402
day,Geser,dodan,3,422
year,Geser,ŋarak,3,3128
liver,Geser,at,1,1055
when?,Geser,doan fis,1,2950
to hide,Geser,wunin,1,2192
to climb,Geser,saka,2,1951
at,Geser,bua,3,158
"in, inside",Geser,bua lomin,21,927
above,Geser,ata,1,102
below,Geser,wawa,1,220
near,Geser,ranik,1,1194
breast,Geser,susu,1,330
far,Geser,rau,1,568
I,Geser,aku,1,21
thou,Geser,kau,1,1822
he/she,Geser,na,1,817
we,Geser,kita,1,2897
you,Geser,kumu,1,3161
they,Geser,sidi,1,1776
who?,Geser,sei,1,2998
all,Geser,ababis,9,117
and,Geser,tura,5,133
"no, not",Geser,tei,4,1276
to count,Geser,reʔen,39,2001
One,Geser,sa,1,39
Two,Geser,roti,13,94
Three,Geser,tolu,1,82
left,Geser,kubalit,7,1001
Four,Geser,fat,1,10
to fear,Geser,matakut,1,2121
blood,Geser,rara,1,286
head,Geser,lu,1,825
neck,Geser,totolan,8,1218
hair,Geser,uk,1,781
to breathe,Geser,fai ŋak,5,1891
right,Geser,kuanen,1,1417
tooth,Geser,ŋisik,75,2850
to laugh,Geser,malif,3,2306
to cry,Geser,taŋis,1,2014
to vomit,Geser,luak,8,2781
to chew,Geser,mama,1,1931
to cook,Geser,masak,19,1975
leg/foot,Geser,ke,6,1017
to drink,Geser,inu,1,2083
to bite,Geser,karat,1,1850
to suck,Geser,bus,4,2673
ear,Geser,tiliŋa,1,519
to hear,Geser,roŋan,1,2180
eye,Geser,mata,1,564
to yawn,Geser,maflaba,1,2833
to lie down,Geser,bula-bula,2,2332
to dream,Geser,manifi,1,2070
to sit,Geser,matoran,1,2508
to stand,Geser,mariri,1,2635
man/male,Geser,urana,1,1087
woman/female,Geser,wawina,1,3082
child,Geser,anak,1,337
husband,Geser,rana,46,889
wife,Geser,wawina,5,3027
mother,Geser,n|ina,1,1143
road/path,Geser,lalano,1,1434
father,Geser,baba,5,610
house,Geser,ruma,1,857
name,Geser,ŋasan,1,1168
rope,Geser,tali,1,1460
to sew,Geser,fi|rait,2,2464
needle,Geser,lalan,1,1231
to shoot,Geser,fanak,1,2484
to steal,Geser,fakaleus,29,2654
"to die, be dead",Geser,mata,1,2048
"to live, be alive",Geser,liu,27,2359
to scratch,Geser,fikori,6,2436
"to cut, hack",Geser,lait,6,2035
stick/wood,Geser,kai,1,1728
to turn,Geser,futar,1,2770
sharp,Geser,matarih,1,1545
to choose,Geser,filik,1,1942
to swell,Geser,bulu,2,2683
to hold,Geser,dahan,7,2232
to swim,Geser,naŋu,1,2699
to buy,Geser,fas,4,1921
"to pound, beat",Geser,tutu,20,2409
dog,Geser,kafuna,35,459
bird,Geser,manuk,1,255
egg,Geser,tolu,1,545
feather,Geser,wilíu,1,616
hand,Ghari,lima-,1,801
