concept,doculect,counterpart,cc,inferredCC,db
hair,Banggai (W.dialect),buuk,1,abvd:hair:1,abvd
hair,Banoni,punu-,31,abvd:hair:2,abvd
hair,Bantik,utaʔ,27,abvd:hair:12,abvd
hair,Berawan (Long Terawan),puʔ,1,abvd:hair:1,abvd
hair,Bikol (Naga City),buhok,1,abvd:hair:1,abvd
hair,Bintulu,ɓuk,1,abvd:hair:1,abvd
hair,Bobot,ulin lan,3,abvd:hair:2,abvd
hair,Bonerate,hɸotu,19,abvd:hair:2,abvd
hair,Bontok (Guinaang),buʔúk,1,abvd:hair:1,abvd
hair,Bughotu,vulu ña,31,abvd:hair:2,abvd
hair,Bwaidoga,kulua-,3,abvd:hair:2,abvd
hair,Canala,pubʷa,12,abvd:hair:1,abvd
hair,Chamorro,gapotulu,3,abvd:hair:2,abvd
hair,Erai,kuru,3,abvd:hair:2,abvd
hair,Gayo,uk,1,abvd:hair:1,abvd
hair,Gedaged,zaun,40,abvd:hair:7,abvd
hair,Geser,uk,1,abvd:hair:1,abvd
hair,Ghari,vuvulu-na,31,abvd:hair:3,abvd
hair,Gorontalo (Hulondalo),huwoʔo,1,abvd:hair:5,abvd
hair,Hanunoo,buhúk,1,abvd:hair:1,abvd
hair,Hawaiian,lauoho,3,abvd:hair:5,abvd
hair,Hitu (Ambon),keul,30,abvd:hair:2,abvd
hair,Hoava,pulupulu-na,31,abvd:hair:3,abvd
hair,Iban,bok,1,abvd:hair:1,abvd
hair,Javanese,rambut,20,abvd:hair:6,abvd
hair,Kaidipang,vuoko,1,abvd:hair:5,abvd
hair,Kambera,luŋgi,6,abvd:hair:8,abvd
hair,Kapampangan,bwak,1,abvd:hair:1,abvd
hair,Kei (Tanimbar-Kei),muru,3,abvd:hair:2,abvd
hair,Kelabit (Bario),ebʰuk,1,abvd:hair:1,abvd
hair,Kemak,gara-ra hulu,3,abvd:hair:9,abvd
hair,Kenyah (Long Anap),puk,1,abvd:hair:1,abvd
hair,Kerinci,ambawʔ,20,abvd:hair:6,abvd
hair,Kilokaka (Ysabel),frata-na,44,abvd:hair:10,abvd
hair,Kwaio,ifiifu-na,13,abvd:hair:3,abvd
hair,Lau,ifu,13,abvd:hair:3,abvd
hair,Letinese,mortu,7,abvd:hair:2,abvd
hair,Levei,lemi,9,abvd:hair:4,abvd
hair,Likum,lemi,9,abvd:hair:4,abvd
hair,Lou,lumu-,9,abvd:hair:4,abvd
hair,Madurese,obuʔ,1,abvd:hair:1,abvd
hair,Maleu,kuri louloua,40,abvd:hair:11,abvd
hair,Maloh,búk,1,abvd:hair:1,abvd
hair,Manggarai,wuk,1,abvd:hair:1,abvd
hair,Maranao,bok,1,abvd:hair:1,abvd
hair,Marquesan,huʔu,3,abvd:hair:2,abvd
hair,Masiwang,-ulin,3,abvd:hair:2,abvd
hair,Mekeo,fufu,13,abvd:hair:3,abvd
hair,Melanau (Mukah),buk,1,abvd:hair:1,abvd
hair,Mori,wuu,1,abvd:hair:1,abvd
hair,Mota,ului,31,abvd:hair:2,abvd
hair,Motu,hui,31,abvd:hair:2,abvd
hair,Muna (Katobu-Tongkuno Dialect),wulu no fotu,3,abvd:hair:2,abvd
hair,Murnaten (Alune),ulu,3,abvd:hair:2,abvd
hair,Mussau,uŋuru,41,abvd:hair:2,abvd
hair,Nauna,lumu-n,9,abvd:hair:4,abvd
hair,Nehan Hape,ulun,3,abvd:hair:2,abvd
hair,Nengone,din,31,abvd:hair:2,abvd
hair,Ngadha,fu,1,abvd:hair:3,abvd
hair,Nggela,vuŋa,31,abvd:hair:3,abvd
hair,Nguna,nalolu,31,abvd:hair:2,abvd
hair,Nias,bu,1,abvd:hair:1,abvd
hair,Nissan,ulu-,3,abvd:hair:2,abvd
hair,Nukuoro,hulu,3,abvd:hair:2,abvd
hair,Paamese (South),hilu-,31,abvd:hair:2,abvd
hair,Peterara (Maewo),ulu-,31,abvd:hair:2,abvd
hair,Popalia,hotu,19,abvd:hair:2,abvd
hair,Rarotongan,ʔuru,3,abvd:hair:2,abvd
hair,Timugon (Murut),abuk,1,abvd:hair:1,abvd
hair,Yamdena,buke,1,abvd:hair:1,abvd
to work,Aklanon - Bisayan,ʔumáh,1,abvd:to work:22,abvd
to work,Babatana,njanju,15,abvd:to work:9,abvd
to work,Bikol (Naga City),ma-oma,1,abvd:to work:3,abvd
to work,Bima,karawi,23,abvd:to work:1,abvd
to work,Bonerate,jama,24,abvd:to work:3,abvd
to work,Buginese (Soppeng Dialect),maʔ-jama,24,abvd:to work:3,abvd
to work,Buru [Namrole Bay],puma,1,abvd:to work:4,abvd
to work,Bwaidoga,bakula,19,abvd:to work:23,abvd
to work,Fijian (Bau),cakacaka,33,abvd:to work:10,abvd
to work,Gedaged,uzát,41,abvd:to work:24,abvd
to work,Ghari,aŋgo,32,abvd:to work:8,abvd
to work,Gorontalo (Hulondalo),mo-kalaja,23,abvd:to work:1,abvd
to work,Hawaiian,hana,10,abvd:to work:5,abvd
to work,Hoava,tavetavete,17,abvd:to work:6,abvd
to work,Iban,kereja,23,abvd:to work:1,abvd
to work,Kaidipang,mokarija,23,abvd:to work:1,abvd
to work,Kambera,ramma,4,abvd:to work:11,abvd
to work,Kerinci,ba-gawoə,21,abvd:to work:7,abvd
to work,Kilokaka (Ysabel),frihŋe,40,abvd:to work:12,abvd
to work,Lamaholot Ile Mandiri (Flores Timur),keriaŋ,7,abvd:to work:1,abvd
to work,Lau,rao,14,abvd:to work:13,abvd
to work,Leipon,meŋes,9,abvd:to work:2,abvd
to work,Letinese,japi,8,abvd:to work:14,abvd
to work,Lou,maŋas,9,abvd:to work:2,abvd
to work,Maloh,karaja,23,abvd:to work:1,abvd
to work,Maori,mahi,54,abvd:to work:15,abvd
to work,Marovo,tavetavete,17,abvd:to work:6,abvd
to work,Marquesan,hana,10,abvd:to work:5,abvd
to work,Masiwang,dei,5,abvd:to work:16,abvd
to work,Mekeo,pinauga,31,abvd:to work:17,abvd
to work,Mota,mawmawui,29,abvd:to work:18,abvd
to work,Muna (Katobu-Tongkuno Dialect),akaradhaa,23,abvd:to work:1,abvd
to work,Murnaten (Alune),kerike,6,abvd:to work:1,abvd
to work,Nauna,maŋas,9,abvd:to work:2,abvd
to work,Nehan Hape,kale kinale,16,abvd:to work:19,abvd
to work,Ngadha,ŋo,3,abvd:to work:20,abvd
to work,Ngaibor (S.Aru),karǰá,23,abvd:to work:1,abvd
to work,Nguna,p̃osiwosi,30,abvd:to work:21,abvd
to work,Ogan,bəgawi,21,abvd:to work:7,abvd
to work,Paamese (South),umo,1,abvd:to work:4,abvd
to work,Popalia,karja,23,abvd:to work:1,abvd
to work,Rarotongan,ànga,10,abvd:to work:8,abvd
to work,Yamdena,n-karya,7,abvd:to work:1,abvd
"to tie up, fasten",Aklanon - Bisayan,higút hígt:an,1,"abvd:to tie up, fasten:10",abvd
"to tie up, fasten",Atoni,ʔat fut,9,"abvd:to tie up, fasten:11",abvd
"to tie up, fasten",Babatana,pukiti,54,"abvd:to tie up, fasten:3",abvd
"to tie up, fasten",Bantik,ikiʔ,1,"abvd:to tie up, fasten:1",abvd
"to tie up, fasten",Berawan (Long Terawan),mikeʔ,1,"abvd:to tie up, fasten:1",abvd
"to tie up, fasten",Bintulu,miket,1,"abvd:to tie up, fasten:1",abvd
"to tie up, fasten",Bobot,tes,6,"abvd:to tie up, fasten:12",abvd
"to tie up, fasten",Bonerate,ɓoke,29,"abvd:to tie up, fasten:9",abvd
"to tie up, fasten",Bughotu,tari,33,"abvd:to tie up, fasten:2",abvd
"to tie up, fasten",Gayo,munikɔt,1,"abvd:to tie up, fasten:1",abvd
"to tie up, fasten",Gedaged,pau,11,"abvd:to tie up, fasten:4",abvd
"to tie up, fasten",Ghari,soria,57,"abvd:to tie up, fasten:13",abvd
"to tie up, fasten",Gorontalo (Hulondalo),mo-lihuto,28,"abvd:to tie up, fasten:5",abvd
"to tie up, fasten",Hanunoo,higút,1,"abvd:to tie up, fasten:10",abvd
"to tie up, fasten",Hawaiian,hīkiʔi,12,"abvd:to tie up, fasten:3",abvd
"to tie up, fasten",Kaidipang,momihuto,28,"abvd:to tie up, fasten:5",abvd
"to tie up, fasten",Kambera,hondu,4,"abvd:to tie up, fasten:6",abvd
"to tie up, fasten",Kapampangan,talíq,26,"abvd:to tie up, fasten:2",abvd
"to tie up, fasten",Kemak,hu:tu:,9,"abvd:to tie up, fasten:6",abvd
"to tie up, fasten",Kerinci,kbuəʔ,44,"abvd:to tie up, fasten:14",abvd
"to tie up, fasten",Kusaie,awi,11,"abvd:to tie up, fasten:15",abvd
"to tie up, fasten",Kwaio,gaua,22,"abvd:to tie up, fasten:16",abvd
"to tie up, fasten",Lau,āri,33,"abvd:to tie up, fasten:2",abvd
"to tie up, fasten",Leipon,kowsi,10,"abvd:to tie up, fasten:7",abvd
"to tie up, fasten",Loniu,hosi,10,"abvd:to tie up, fasten:7",abvd
"to tie up, fasten",Maleu,koukouke,23,"abvd:to tie up, fasten:17",abvd
"to tie up, fasten",Maloh,miŋket,1,"abvd:to tie up, fasten:1",abvd
"to tie up, fasten",Manggarai,poŋo,5,"abvd:to tie up, fasten:18",abvd
"to tie up, fasten",Maori,herehere,43,"abvd:to tie up, fasten:19",abvd
"to tie up, fasten",Maranao,iket,1,"abvd:to tie up, fasten:1",abvd
"to tie up, fasten",Marovo,pir|ia,18,"abvd:to tie up, fasten:8",abvd
"to tie up, fasten",Marquesan,fitiì,12,"abvd:to tie up, fasten:3",abvd
"to tie up, fasten",Masiwang,nafit,7,"abvd:to tie up, fasten:20",abvd
"to tie up, fasten",Minyaifuin (Gebe),kapitan,24,"abvd:to tie up, fasten:21",abvd
"to tie up, fasten",Moken,mekat,1,"abvd:to tie up, fasten:1",abvd
"to tie up, fasten",Murnaten (Alune),eta,8,"abvd:to tie up, fasten:22",abvd
"to tie up, fasten",Mussau,iri-la,31,"abvd:to tie up, fasten:8",abvd
"to tie up, fasten",Ngadha,rati,3,"abvd:to tie up, fasten:23",abvd
"to tie up, fasten",Nggela,toŋ̰o,61,"abvd:to tie up, fasten:24",abvd
"to tie up, fasten",Nukuoro,hau,11,"abvd:to tie up, fasten:4",abvd
"to tie up, fasten",Paamese (South),pare,35,"abvd:to tie up, fasten:2",abvd
"to tie up, fasten",Popalia,ɓoke,29,"abvd:to tie up, fasten:9",abvd
"to tie up, fasten",Rarotongan,ìitiki-a,12,"abvd:to tie up, fasten:25",abvd
to cook,Bali,nyakan,2,abvd:to cook:8,abvd
to cook,Berawan (Long Terawan),pacaʔ,35,abvd:to cook:10,abvd
to cook,Biga (Misool),-blap,18,abvd:to cook:11,abvd
to cook,Bikol (Naga City),maluto,20,abvd:to cook:5,abvd
to cook,Bintulu,memasak,19,abvd:to cook:4,abvd
to cook,Bonerate,mɔtaʔa,26,abvd:to cook:2,abvd
to cook,Bontok (Guinaang),lútu,20,abvd:to cook:5,abvd
to cook,Buginese (Soppeng Dialect),man-nasu,3,abvd:to cook:2,abvd
to cook,Bwaidoga,vetagova,27,abvd:to cook:24,abvd
to cook,Chamorro,chahan,2,abvd:to cook:12,abvd
to cook,Fijian (Bau),vaka saqa-a,2,abvd:to cook:13,abvd
to cook,Gayo,mujəraŋ,2,abvd:to cook:14,abvd
to cook,Gedaged,nai,3,abvd:to cook:1,abvd
to cook,Geser,masak,19,abvd:to cook:4,abvd
to cook,Gorontalo (Hulondalo),mo-tubu,38,abvd:to cook:9,abvd
to cook,Hanunoo,maŋgátuŋ,21,abvd:to cook:2,abvd
to cook,Javanese,masak,19,abvd:to cook:4,abvd
to cook,Kaidipang,mokorʔutu,38,abvd:to cook:15,abvd
to cook,Kairiru,nau,3,abvd:to cook:1,abvd
to cook,Kambera,manahu uhu,3,abvd:to cook:2,abvd
to cook,Kapampangan,lútuq,20,abvd:to cook:5,abvd
to cook,Kelabit (Bario),nanek,1,abvd:to cook:16,abvd
to cook,Lau,ʔofu,51,abvd:to cook:17,abvd
to cook,Leipon,tuani,7,abvd:to cook:6,abvd
to cook,Letinese,nasu,3,abvd:to cook:1,abvd
to cook,Levei,ijoh,8,abvd:to cook:7,abvd
to cook,Likum,e-joh,8,abvd:to cook:7,abvd
to cook,Loniu,tuɪ,7,abvd:to cook:6,abvd
to cook,Maori,tao,10,abvd:to cook:3,abvd
to cook,Maranao,lotoq,20,abvd:to cook:5,abvd
to cook,Marovo,kina,55,abvd:to cook:18,abvd
to cook,Marquesan,tao,10,abvd:to cook:3,abvd
to cook,Masiwang,-masa,19,abvd:to cook:4,abvd
to cook,Mekeo,gaku,3,abvd:to cook:19,abvd
to cook,Mori,monahu,3,abvd:to cook:2,abvd
to cook,Motu,nadu-a,3,abvd:to cook:1,abvd
to cook,Murnaten (Alune),moa,6,abvd:to cook:20,abvd
to cook,Nauna,sulu,71,abvd:to cook:21,abvd
to cook,Nehan Hape,wasilung,14,abvd:to cook:22,abvd
to cook,Ngadha,pedhé,5,abvd:to cook:23,abvd
to cook,Ngaibor (S.Aru),nai,1,abvd:to cook:1,abvd
to cook,Nguna,tao,10,abvd:to cook:3,abvd
to cook,Nukuoro,dao,10,abvd:to cook:3,abvd
to cook,Ogan,masak,19,abvd:to cook:4,abvd
to cook,Paulohi,nahue,3,abvd:to cook:1,abvd
to cook,Popalia,mɔtaʔa,26,abvd:to cook:2,abvd
to cook,Rarotongan,taʔu,10,abvd:to cook:3,abvd
to climb,Aklanon - Bisayan,sá:kaʔ,2,abvd:to climb:1,abvd
to climb,Babatana,zɔ puka,11,abvd:to climb:9,abvd
to climb,Bali,menek,1,abvd:to climb:2,abvd
to climb,Bantik,abiʔ,36,abvd:to climb:4,abvd
to climb,Biga (Misool),-sa,1,abvd:to climb:1,abvd
to climb,Bima,neʔe,1,abvd:to climb:3,abvd
to climb,Bobot,sa:,2,abvd:to climb:1,abvd
to climb,Bonerate,ɛka,19,abvd:to climb:1,abvd
to climb,Bughotu,raba,37,abvd:to climb:6,abvd
to climb,Buginese (Soppeng Dialect),tukaʔ,20,abvd:to climb:5,abvd
to climb,Fijian (Bau),cabe,2,abvd:to climb:1,abvd
to climb,Gayo,nik,1,abvd:to climb:10,abvd
to climb,Geser,saka,2,abvd:to climb:1,abvd
to climb,Hawaiian,piʔi,6,abvd:to climb:4,abvd
to climb,Hitu (Ambon),saʔa,2,abvd:to climb:1,abvd
to climb,Hoava,saɣe|le,2,abvd:to climb:1,abvd
to climb,Javanese,muŋgah,21,abvd:to climb:11,abvd
to climb,Kaidipang,moponiko,1,abvd:to climb:2,abvd
to climb,Kairiru,vyan,1,abvd:to climb:7,abvd
to climb,Kerinci,naaəʔ,1,abvd:to climb:3,abvd
to climb,Kilokaka (Ysabel),haɣa,13,abvd:to climb:1,abvd
to climb,Kwaio,fane,1,abvd:to climb:7,abvd
to climb,Lau,rā,10,abvd:to climb:6,abvd
to climb,Levei,onɔk,1,abvd:to climb:2,abvd
to climb,Likum,i-ñek,1,abvd:to climb:2,abvd
to climb,Loniu,e ñak,1,abvd:to climb:2,abvd
to climb,Madurese,naeʔ,1,abvd:to climb:3,abvd
to climb,Manggarai,tuké,20,abvd:to climb:5,abvd
to climb,Maori,piki,6,abvd:to climb:4,abvd
to climb,Maranao,ma-manik,1,abvd:to climb:2,abvd
to climb,Marquesan,hiti,6,abvd:to climb:12,abvd
to climb,Masiwang,sa:,2,abvd:to climb:1,abvd
to climb,Melanau (Mukah),tuked,20,abvd:to climb:5,abvd
to climb,Minyaifuin (Gebe),-sa,1,abvd:to climb:1,abvd
to climb,Moken,ñaʔek,1,abvd:to climb:3,abvd
to climb,Mor,tuʔa,20,abvd:to climb:5,abvd
to climb,Muna (Katobu-Tongkuno Dialect),a|foni,1,abvd:to climb:13,abvd
to climb,Murnaten (Alune),sa:,2,abvd:to climb:1,abvd
to climb,Mussau,sae,1,abvd:to climb:1,abvd
to climb,Naelaemwa,coxaada,22,abvd:to climb:14,abvd
to climb,Nehan Hape,mot,12,abvd:to climb:8,abvd
to climb,Ngadha,naci,1,abvd:to climb:15,abvd
to climb,Nguna,pagi,9,abvd:to climb:4,abvd
to climb,Nissan,moto,12,abvd:to climb:8,abvd
to climb,Nukuoro,gage,2,abvd:to climb:16,abvd
to climb,Ogan,nəiʔ,1,abvd:to climb:3,abvd
to climb,Paamese (South),holau,38,abvd:to climb:17,abvd
to climb,Popalia,ɛka,19,abvd:to climb:1,abvd
to climb,Rarotongan,kake-a -ìa -na,2,abvd:to climb:18,abvd
thunder,Aklanon - Bisayan,daɣúgdug,2,abvd:thunder:1,abvd
thunder,Ambai (Yapen),kadidu,2,abvd:thunder:8,abvd
thunder,Bali,kerug,2,abvd:thunder:6,abvd
thunder,Banoni,pina,28,abvd:thunder:7,abvd
thunder,Bantik,dulúʔ,35,abvd:thunder:1,abvd
thunder,Berawan (Long Terawan),lətte,49,abvd:thunder:11,abvd
thunder,Biga (Misool),lɔlɔ,29,abvd:thunder:4,abvd
thunder,Bikol (Naga City),daguldol,2,abvd:thunder:1,abvd
thunder,Bobot,lolas,9,abvd:thunder:4,abvd
thunder,Bonerate,tɔndu,34,abvd:thunder:1,abvd
thunder,Bontok (Guinaang),kidúl,2,abvd:thunder:6,abvd
thunder,Bughotu,kukuro,2,abvd:thunder:2,abvd
thunder,Buru [Namrole Bay],gogo,1,abvd:thunder:2,abvd
thunder,Bwaidoga,atala,26,abvd:thunder:5,abvd
thunder,Erai,gogu,1,abvd:thunder:2,abvd
thunder,Fijian (Bau),kurukuru,2,abvd:thunder:2,abvd
thunder,Gayo,gəgur,1,abvd:thunder:2,abvd
thunder,Gedaged,wail,44,abvd:thunder:10,abvd
thunder,Geser,dudun,8,abvd:thunder:1,abvd
thunder,Ghari,vivisa,19,abvd:thunder:9,abvd
thunder,Hanunoo,lintiʔ,48,abvd:thunder:12,abvd
thunder,Hawaiian,hekili,14,abvd:thunder:3,abvd
thunder,Hitu (Ambon),uʔul,11,abvd:thunder:13,abvd
