concept,doculect,counterpart,cogid,lpID
green,Dianfang_Tujia,lu³⁵+ka⁵⁵,48,59
green,Boluo_Tujia,ɕi²¹,47,62
green,Tanxi_Tujia,lu²¹,48,59
hair,Tasha_Tujia,sa²⁴+ʨʰi⁵⁵,49,63
hair,Duogu_Tujia,sa²⁴+ʨʰi⁴⁴,49,63
hair,Dianfang_Tujia,sa³⁵+ʨʰi⁵⁵,49,63
hair,Boluo_Tujia,a²¹+bo⁵³+a²¹+so²¹,49,64
hair,Tanxi_Tujia,ʔa²¹+so²¹,49,65
hand,Tasha_Tujia,ʨi̯ɛ²⁴,50,66
hand,Duogu_Tujia,ʨie²⁴,50,66
hand,Dianfang_Tujia,ʨe³⁵,50,66
hand,Boluo_Tujia,a²¹+ʥie⁵³,50,66
hand,Tanxi_Tujia,ʔa²¹+ʥe⁵⁵,50,66
head,Tasha_Tujia,kʰa⁵⁵+tʰa⁵⁵,51,69
head,Duogu_Tujia,kʰo⁵³+pa⁵³,51,67
head,Dianfang_Tujia,kʰo⁵⁵+pa⁵⁵,51,67
head,Boluo_Tujia,a²¹+bo⁵³+bu²¹,52,68
head,Tanxi_Tujia,ʔa²¹+bo⁵⁵,52,68
hear,Tasha_Tujia,ɕi²¹,53,70
hear,Duogu_Tujia,zu²¹,54,70
hear,Dianfang_Tujia,zu²¹,54,70
hear,Boluo_Tujia,xo³³+zi³³,55,71
hear,Tanxi_Tujia,ħo³³+zi³³,55,71
heart,Tasha_Tujia,li⁵⁵+kʰu̯ɔ⁵⁵+lu̯ɔ⁵⁵,56,72
heart,Duogu_Tujia,li⁵³+kʰo⁴⁴+lo⁴⁴,56,72
heart,Dianfang_Tujia,li⁵⁵+kʰo⁵⁵+lo³⁵,56,72
heart,Boluo_Tujia,tu¹³+sẽ³³,57,73
heart,Tanxi_Tujia,li²¹+ŋa²¹,56,74
heavy,Tasha_Tujia,tu²¹,154,75
heavy,Duogu_Tujia,tu⁵³,154,75
heavy,Dianfang_Tujia,tu⁵⁵,154,75
heavy,Boluo_Tujia,doʉ¹³,154,75
heavy,Tanxi_Tujia,dʉ³⁵,154,75
horn,Tasha_Tujia,kʰɤ²¹,58,76
horn,Duogu_Tujia,kʰɨe⁵³,58,76
horn,Dianfang_Tujia,kʰɨe⁵⁵,58,76
horn,Boluo_Tujia,a³³+kʰɨe³³,58,77
horn,Tanxi_Tujia,ʔa³³+kʰɨe³³,58,77
kill,Tasha_Tujia,pu²⁴,60,78
kill,Duogu_Tujia,pu²⁴,60,78
kill,Dianfang_Tujia,pu³⁵,60,78
kill,Boluo_Tujia,ɣɨe¹³,61,79
kill,Tanxi_Tujia,ʔɨ¹³,61,80
knee,Duogu_Tujia,ʨi²¹+tʰi²¹+kʰe⁵³+kai²⁴+kai²⁴,62,81
knee,Dianfang_Tujia,ʨi²¹+tʰi²¹+kʰɨe⁵⁵,62,81
knee,Boluo_Tujia,ʥi²¹+to²¹+ŋo¹³,63,83
knee,Tanxi_Tujia,ʔa²¹+ʥi³⁵+po³³+lo³³,64,82
know,Tasha_Tujia,xa²¹+zi²¹,65,84
know,Duogu_Tujia,xau⁵³+ɕi⁴⁴,65,84
know,Dianfang_Tujia,xau⁵⁵+ɕi³⁵,65,84
know,Boluo_Tujia,ɕie⁵³,66,85
know,Tanxi_Tujia,ɕe⁵⁵+ʦʰe⁵⁵,66,85
leaf,Tasha_Tujia,ɣɤ⁵⁵+tʰa⁵⁵,67,86
leaf,Duogu_Tujia,ɣɨe⁵³+tʰa⁵³,67,86
leaf,Dianfang_Tujia,ɣɨe⁵⁵+tʰa⁵⁵,67,86
leaf,Boluo_Tujia,a³³+ɣɨe³³,68,87
leaf,Tanxi_Tujia,ʔa²¹+ɣɨe²¹,68,87
lie,Tasha_Tujia,pʰɤ²¹,69,88
lie,Duogu_Tujia,nie²⁴+po⁴⁴,70,89
lie,Boluo_Tujia,kʰaʉ¹³,71,90
liver,Tasha_Tujia,aŋ⁵⁵+a⁵⁵,72,91
liver,Duogu_Tujia,a⁵³+ŋai⁴⁴,72,91
liver,Dianfang_Tujia,ã⁵⁵+ŋa⁵⁵,72,91
long,Tasha_Tujia,ɣɤ²¹,73,92
long,Duogu_Tujia,ɣɨe²¹,73,92
long,Dianfang_Tujia,ɣɨe²¹,73,92
long,Boluo_Tujia,ɣɨe¹³,73,92
long,Tanxi_Tujia,ɣɨe³⁵,73,92
louse,Tasha_Tujia,si⁵⁵+si⁵⁵,74,93
louse,Duogu_Tujia,si⁵³+si⁴⁴,74,93
louse,Dianfang_Tujia,si⁵⁵+si⁵⁵,74,93
louse,Boluo_Tujia,a²¹+si⁵³+lũ³³,74,94
louse,Tanxi_Tujia,ʔa²¹+si⁵⁵,74,94
man,Tasha_Tujia,ʦu̯ɔ⁵⁵+pa⁵⁵,75,95
man,Duogu_Tujia,no⁵³+pa⁴⁴+ʦe⁴⁴,75,95
man,Dianfang_Tujia,no⁵⁵+pa⁵⁵,75,95
man,Boluo_Tujia,a²¹+ko²¹+bie²¹,76,96
man,Tanxi_Tujia,ʔa²¹+ko²¹+be²¹+ŋɨ²¹,76,96
many,Tasha_Tujia,zi²¹,77,97
many,Duogu_Tujia,zi²¹,77,97
many,Dianfang_Tujia,zi²¹,77,97
many,Boluo_Tujia,zi⁴⁵,77,97
many,Tanxi_Tujia,zi³⁵,77,97
meat,Tasha_Tujia,si²¹,78,98
meat,Duogu_Tujia,si²¹,78,98
meat,Dianfang_Tujia,si²¹,78,98
meat,Boluo_Tujia,si¹³,78,98
meat,Tanxi_Tujia,si³⁵,78,98
moon,Tasha_Tujia,su²¹+su²¹,79,99
moon,Duogu_Tujia,su²¹+su²¹+kʰa²¹+ʨi̯e⁴⁴,79,99
moon,Dianfang_Tujia,su²¹+su²¹,79,99
moon,Tanxi_Tujia,lo³⁵+ɕi⁵⁵+dʉ³⁵,80,100
mountain,Tasha_Tujia,kʰu⁵⁵+li̯ɛ⁵⁵,81,103
mountain,Duogu_Tujia,kʰu⁵³+ʦa⁵³,81,101
mountain,Dianfang_Tujia,kʰu⁵⁵+ʦa⁵⁵,81,101
mountain,Boluo_Tujia,za⁵³+kʰa²¹,82,102
mountain,Tanxi_Tujia,za⁵⁵,82,102
mouth,Tasha_Tujia,ʦa²⁴+ʨʰi⁵⁵,83,104
mouth,Duogu_Tujia,ʦa²⁴+ʨʰi⁴⁴,83,104
mouth,Dianfang_Tujia,ʦa³⁵+ʨʰi⁵⁵,83,104
mouth,Boluo_Tujia,a²¹+ze²¹,84,105
mouth,Tanxi_Tujia,ʔa²¹+ze²¹,84,105
name,Boluo_Tujia,nioʉ³³,85,107
name,Tanxi_Tujia,niʉ³⁵+bo²¹,85,106
near,Duogu_Tujia,ʦũ⁵³,155,108
near,Dianfang_Tujia,ʦũ⁵⁵,155,108
near,Boluo_Tujia,ɣoʉ²¹+ʣa²¹,156,110
near,Tanxi_Tujia,ʔʉ¹³+ʣa³³,156,109
neck,Tasha_Tujia,kʰɔŋ⁵⁵+ti⁵⁵,86,111
neck,Duogu_Tujia,kʰũ⁴⁴+ti⁴⁴,86,111
neck,Dianfang_Tujia,kʰũ⁵⁵+ti⁵⁵,86,111
neck,Boluo_Tujia,kua¹³+la⁵³,87,112
neck,Tanxi_Tujia,gua²¹+la⁵⁵,87,112
new,Tasha_Tujia,a²⁴+ɕi⁵⁵,88,113
new,Duogu_Tujia,ɣa²⁴+si⁴⁴,88,113
new,Dianfang_Tujia,a³⁵+si³⁵,88,113
new,Boluo_Tujia,a³³+ɕi³³,88,113
new,Tanxi_Tujia,ʔa⁵⁵+ɕi²¹,88,113
nose,Tasha_Tujia,ɤŋ²⁴+ʨʰi⁵⁵,90,114
nose,Duogu_Tujia,ũ²⁴+ʨʰi⁴⁴,90,114
nose,Dianfang_Tujia,ẽ³⁵+ʨʰi⁵⁵,90,114
nose,Boluo_Tujia,koʉ²¹+ʨi⁵³,91,115
nose,Tanxi_Tujia,kʉ¹³+ʨi⁵⁵+dʉ³⁵,91,115
not,Tasha_Tujia,ta²⁴,92,116
not,Duogu_Tujia,tʰa⁵³,92,116
not,Dianfang_Tujia,tʰa⁵⁵,92,116
not,Boluo_Tujia,læ̃,93,117
not,Tanxi_Tujia,ma⁵³,94,118
one,Tasha_Tujia,la²⁴,95,119
one,Duogu_Tujia,na²⁴,95,119
one,Dianfang_Tujia,na³⁵,95,119
one,Boluo_Tujia,la³³,95,119
one,Tanxi_Tujia,la⁵⁵,95,119
person,Tasha_Tujia,lu̯ɔ²¹,96,120
person,Dianfang_Tujia,no⁵⁵,96,122
person,Tanxi_Tujia,nia³³,96,121
rain,Tasha_Tujia,mɤ²⁴+zɤ²¹,97,123
rain,Duogu_Tujia,mɨe²⁴+ʦe²¹,97,123
rain,Dianfang_Tujia,mɨe³⁵+ʦe²¹,97,123
rain,Boluo_Tujia,ze¹³,97,124
rain,Tanxi_Tujia,ze³⁵,97,124
red,Tasha_Tujia,mi̯ɛn⁵⁵+ʨi̯ɛ⁵⁵,98,125
red,Duogu_Tujia,miã⁵³+ʨie⁴⁴,98,125
red,Dianfang_Tujia,miã⁵⁵+ʨe⁵⁵,98,125
red,Boluo_Tujia,bo²¹+ni²¹,99,126
red,Tanxi_Tujia,bo³³+ni¹³,99,126
road,Tasha_Tujia,la²¹,100,127
road,Dianfang_Tujia,la⁵⁵,100,127
road,Tanxi_Tujia,lo³³,100,127
root,Tasha_Tujia,ʨi⁵⁵+la²¹,101,128
root,Duogu_Tujia,ʨi⁵³+la²¹,101,128
root,Dianfang_Tujia,ʨi⁵⁵+la²¹,101,128
round,Tasha_Tujia,pɔ²¹+lu̯ɔ⁵⁵+lu̯ɔ⁵⁵,102,129
round,Duogu_Tujia,tʰuã²¹+kʰo⁵³+li⁴⁴,103,131
round,Dianfang_Tujia,kʰu²¹+lo⁵⁵+lo²¹,102,129
round,Boluo_Tujia,duæ̃³³,103,130
round,Tanxi_Tujia,duã³³,103,130
salt,Tasha_Tujia,la²⁴+pu⁵⁵,157,132
salt,Duogu_Tujia,la²⁴+pu⁴⁴,157,132
salt,Dianfang_Tujia,la³⁵+pu³⁵,157,132
salt,Boluo_Tujia,a²¹+si⁵³,158,133
salt,Tanxi_Tujia,ʔa²¹+si⁵⁵,158,133
sand,Tasha_Tujia,a²¹+pu²⁴+li⁵⁵,104,134
sand,Duogu_Tujia,ɣa²¹+pʰi²⁴+pʰi⁵³,104,135
sand,Dianfang_Tujia,a²¹+pu³⁵+li³⁵,104,134
say,Tasha_Tujia,li²¹,105,136
say,Duogu_Tujia,li²¹,105,136
say,Dianfang_Tujia,li²¹,105,136
say,Boluo_Tujia,xɨe⁵³,106,137
say,Tanxi_Tujia,ħɨ⁵⁵,106,138
see,Tasha_Tujia,ji²¹,107,139
see,Duogu_Tujia,pa⁵³+to²¹+liaw²¹,108,141
see,Dianfang_Tujia,ji²¹,107,139
see,Boluo_Tujia,bo¹³+i⁴⁵,107,140
see,Tanxi_Tujia,bo¹³+ji³⁵,107,140
seed,Tasha_Tujia,ni̯ɛ⁵⁵+laŋ⁵⁵,109,142
seed,Duogu_Tujia,pu²⁴+li⁵³,110,144
seed,Dianfang_Tujia,ne⁵⁵+nã⁵⁵,109,142
seed,Boluo_Tujia,a³³+lie³³,111,143
seed,Tanxi_Tujia,ʔa³³+le³³,111,143
short,Tasha_Tujia,ʦɔŋ²¹,159,145
short,Duogu_Tujia,ʦũ⁵³,159,145
short,Dianfang_Tujia,ʦũ⁵⁵,159,145
short,Boluo_Tujia,ʣoʉ¹³,159,145
short,Tanxi_Tujia,ʣʉ¹³,159,145
sit,Tasha_Tujia,ɔŋ²¹,112,146
sit,Duogu_Tujia,ũ²¹,112,146
sit,Dianfang_Tujia,ũ²¹,112,146
sit,Boluo_Tujia,ɣoʉ¹³,112,147
sit,Tanxi_Tujia,ʔʉ³⁵,112,148
skin,Tasha_Tujia,tʰa²⁴+pʰa²¹,113,149
skin,Duogu_Tujia,tʰa⁵³+pʰa²¹,113,149
skin,Dianfang_Tujia,tʰa⁵⁵+pʰa²¹,113,149
skin,Boluo_Tujia,ko³³+lo³³,114,150
skin,Tanxi_Tujia,kɨ²¹+lo²¹,114,150
sleep,Tasha_Tujia,ni̯ɛ²⁴+pi̯ɛ²¹,115,151
sleep,Duogu_Tujia,nie²⁴,115,151
sleep,Dianfang_Tujia,ne³⁵,115,151
sleep,Boluo_Tujia,nie²¹,115,151
sleep,Tanxi_Tujia,ne²¹,115,151
small,Tasha_Tujia,su̯an²¹,116,152
small,Duogu_Tujia,suã⁵³,116,152
small,Dianfang_Tujia,suã⁵⁵,116,152
small,Boluo_Tujia,sa³³,116,153
small,Tanxi_Tujia,sa³³,116,153
smoke,Duogu_Tujia,kʰe⁵³+kʰa²¹,117,154
smoke,Dianfang_Tujia,kʰɨe⁵⁵+kʰa²¹,117,154
smoke,Boluo_Tujia,kʰɨe⁵³+sa²¹,117,154
smoke,Tanxi_Tujia,kɨe⁵⁵+sa²¹,117,154
snake,Tasha_Tujia,wɔ²¹,160,155
snake,Duogu_Tujia,uo⁵³,160,155
snake,Dianfang_Tujia,wo⁵⁵,160,155
snake,Boluo_Tujia,tɨj⁵³+pɨe⁴⁵+nũ³³,161,156
snake,Tanxi_Tujia,tei³³+pʰɨe³⁵,161,157
stand,Tasha_Tujia,ʦu⁵⁵+ʦu²¹,118,158
stand,Duogu_Tujia,ʦu⁵³+ʦu⁵³,118,158
stand,Dianfang_Tujia,ʦu⁵⁵+ʦu⁵⁵,118,158
stand,Boluo_Tujia,du³³,119,159
stand,Tanxi_Tujia,du³³,119,159
star,Tasha_Tujia,ɕi²¹+pu²⁴+li⁵⁵,120,161
star,Duogu_Tujia,si⁵³+zi²¹,120,160
star,Dianfang_Tujia,si⁵¹+zi²¹,120,160
stone,Tasha_Tujia,a²¹+pa²¹,121,162
stone,Duogu_Tujia,ɣa²¹+pa²¹,121,162
stone,Dianfang_Tujia,a²¹+pa²¹,121,162
stone,Boluo_Tujia,loʉ¹³+koʉ²¹+doʉ¹³,122,163
stone,Tanxi_Tujia,lʉ³⁵,122,164
sun,Tasha_Tujia,law²¹,123,165
sun,Duogu_Tujia,naw²¹+ʦʰi²¹,123,167
sun,Dianfang_Tujia,naw²¹,123,168
sun,Boluo_Tujia,no⁴⁵+doʉ³³,123,169
sun,Tanxi_Tujia,lo³⁵+ji³³+dʉ¹³,123,166
swim,Tasha_Tujia,ʨi̯ɛ²⁴+ta⁵⁵+wu²¹,124,170
swim,Duogu_Tujia,ʦʰe²¹+ʨʰiw²¹,125,171
tail,Tasha_Tujia,li̯ɛ²¹+pʰɔŋ²⁴,126,172
tail,Duogu_Tujia,nie²¹+pʰũ⁵³,126,172
tail,Dianfang_Tujia,le²¹+pʰũ³⁵,126,172
tail,Boluo_Tujia,liã²¹+to⁵³,126,173
tail,Tanxi_Tujia,jiã²¹+tʉ⁵⁵,126,173
that,Tasha_Tujia,aj⁵⁵,127,174
that,Duogu_Tujia,aj⁵³+ti⁴⁴,127,174
that,Dianfang_Tujia,aj⁵⁵,127,174
that,Boluo_Tujia,ta³³+bu³³,128,175
that,Tanxi_Tujia,ta²¹,128,175
thin,Tasha_Tujia,sa²¹+sa²¹,162,176
thin,Duogu_Tujia,sa²¹+saj⁴⁴,162,176
thin,Dianfang_Tujia,sa²¹+sa³¹,162,176
thin,Boluo_Tujia,so²¹+so⁵³,162,176
thin,Tanxi_Tujia,so²¹+so⁵⁵,162,176
this,Tasha_Tujia,ɤŋ⁵⁵,129,179
this,Duogu_Tujia,kaj²⁴+ti⁴⁴,130,177
this,Dianfang_Tujia,ũ⁵⁵,129,179
this,Boluo_Tujia,ʥia²¹+bu²¹,131,178
this,Tanxi_Tujia,ʥia²¹,131,178
this,Tasha_Tujia,kaj²⁴,130,177
this,Dianfang_Tujia,kaj³⁵,130,177
thou,Tasha_Tujia,ni²⁴,132,180
thou,Duogu_Tujia,ni²⁴,132,180
thou,Dianfang_Tujia,ni³⁵,132,180
thou,Boluo_Tujia,ni³³,132,180
thou,Tanxi_Tujia,ni³³,132,180
tongue,Tasha_Tujia,ji²⁴+la⁵⁵,133,181
tongue,Duogu_Tujia,i²⁴+la⁵³,133,181
tongue,Dianfang_Tujia,ji³⁵+la⁵⁵,133,181
tongue,Boluo_Tujia,ʣi²¹+la²¹,133,181
tongue,Tanxi_Tujia,ʣi²¹+la²¹,133,181
tooth,Tasha_Tujia,si⁵⁵+si⁵⁵,134,182
tooth,Duogu_Tujia,si⁴⁴+si⁴⁴,134,182
tooth,Dianfang_Tujia,si⁵⁵+si⁵⁵,134,182
tooth,Boluo_Tujia,si³³+ta¹³,134,183
tooth,Tanxi_Tujia,si³³+ta³⁵,134,183
tree,Tasha_Tujia,kʰa²¹+mɔŋ²¹,135,184
tree,Duogu_Tujia,kʰa²¹+mũ²¹,135,184
tree,Dianfang_Tujia,kʰa²¹+mũ²¹,135,184
tree,Boluo_Tujia,kʰo¹³+mũ²¹,135,184
tree,Tanxi_Tujia,kʰo³⁵,135,184
two,Tasha_Tujia,ni̯ɛ⁵⁵,136,185
two,Duogu_Tujia,nie⁵³,136,185
two,Dianfang_Tujia,ne⁵⁵,136,185
two,Boluo_Tujia,nie⁵³,136,185
two,Tanxi_Tujia,le⁵⁵,136,186
walk(go),Tasha_Tujia,ɣi²⁴,137,187
walk(go),Duogu_Tujia,ɣɨ²⁴,137,187
walk(go),Dianfang_Tujia,ɣɨ³⁵,137,187
walk(go),Boluo_Tujia,ʣoʉ¹³,138,188
walk(go),Tanxi_Tujia,je²¹,137,189
warm,Tasha_Tujia,ki²¹,139,190
warm,Duogu_Tujia,kɨ²¹,139,190
warm,Dianfang_Tujia,kɨ²¹,139,190
warm,Boluo_Tujia,si²¹+to²¹,140,191
warm,Tanxi_Tujia,si²¹+to¹³,140,191
water,Tasha_Tujia,ʨʰɤ²¹,141,192
water,Duogu_Tujia,ʦʰe²¹,141,192
water,Dianfang_Tujia,ʦʰe²¹,141,192
water,Boluo_Tujia,ʦʰe¹³,141,192
water,Tanxi_Tujia,ʦʰe³⁵,141,192
we,Tasha_Tujia,aŋ²⁴,142,193
