db,concept,doculect,counterpart,fullCC,inferredCC
chinese_1964,the hair (of the head),Wenzhou,diu³¹fo²³,chinese_1964:the hair (of the head):649,chinese_1964:the hair (of the head):1
chinese_1964,the hair (of the head),Xiamen,tʰau²⁴₃₃mῃ²⁴,chinese_1964:the hair (of the head):651,chinese_1964:the hair (of the head):2
chinese_1964,the hair (of the head),Xian,tʰou²⁴fɑ⁰,chinese_1964:the hair (of the head):649,chinese_1964:the hair (of the head):1
chinese_1964,the hair (of the head),Yangjiang,tʰɐu⁴⁴³mou⁴⁴³,chinese_1964:the hair (of the head):651,chinese_1964:the hair (of the head):2
chinese_1964,the hair (of the head),Yangzhou,tʰɤɯ³⁴fæʔ⁴,chinese_1964:the hair (of the head):649,chinese_1964:the hair (of the head):1
chinese_1964,light (of weight),Beijing,tɕʰiŋ⁵⁵,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,light (of weight),Changsha,tɕʰin³³,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,light (of weight),Chaozhou,kʰiŋ³³,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,light (of weight),Chengdu,tɕʰin⁴⁴,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,light (of weight),Fuzhou,kʰiŋ⁴⁴,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,light (of weight),Guangzhou,hɛŋ⁵³,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,light (of weight),Hefei,tɕʰin²¹²,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,light (of weight),Jinan,tɕʰiŋ²¹³,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,light (of weight),Kunming,tɕʰĩ⁴⁴,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,light (of weight),Meixian,kʰiaŋ⁴⁴,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,light (of weight),Nanchang,tɕʰiaŋ⁴²,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,light (of weight),Shenyang,tɕʰiŋ³³,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,light (of weight),Suzhou,tɕʰin⁴⁴,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,light (of weight),Wenzhou,tɕʰiaŋ⁴⁴,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,light (of weight),Xiamen,kʰin⁵⁵,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,light (of weight),Xian,tɕʰiŋ²¹,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,light (of weight),Yangjiang,hɪŋ³³,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,light (of weight),Yangzhou,tɕʰiŋ³¹,chinese_1964:light (of weight):93,chinese_1964:light (of weight):1
chinese_1964,the wheat,Beijing,mai⁵¹tsɿ⁰,chinese_1964:the wheat:430,chinese_1964:the wheat:1
chinese_1964,the wheat,Changsha,mə²⁴tsɿ⁰,chinese_1964:the wheat:430,chinese_1964:the wheat:1
chinese_1964,the wheat,Chaozhou,beʔ⁴,chinese_1964:the wheat:429,chinese_1964:the wheat:3
chinese_1964,the wheat,Chengdu,me³¹tsɿ⁵³,chinese_1964:the wheat:430,chinese_1964:the wheat:1
chinese_1964,the wheat,Fuzhou,maʔ⁴,chinese_1964:the wheat:429,chinese_1964:the wheat:2
chinese_1964,the wheat,Guangzhou,mɐk²,chinese_1964:the wheat:429,chinese_1964:the wheat:2
chinese_1964,the wheat,Hefei,mɐʔ⁴tsə⁰,chinese_1964:the wheat:430,chinese_1964:the wheat:1
chinese_1964,the wheat,Jinan,mei²¹tsɿ⁰,chinese_1964:the wheat:430,chinese_1964:the wheat:1
chinese_1964,the wheat,Kunming,mə³¹tsɿ⁵³,chinese_1964:the wheat:430,chinese_1964:the wheat:1
chinese_1964,the wheat,Meixian,mak⁴ɛ⁰,chinese_1964:the wheat:431,chinese_1964:the wheat:2
chinese_1964,the wheat,Nanchang,mat⁵tsɿ⁰,chinese_1964:the wheat:430,chinese_1964:the wheat:1
chinese_1964,the wheat,Shenyang,mai⁴¹tsɿ⁰,chinese_1964:the wheat:430,chinese_1964:the wheat:1
chinese_1964,the wheat,Suzhou,mɒʔ²³,chinese_1964:the wheat:429,chinese_1964:the wheat:2
chinese_1964,the wheat,Wenzhou,ma¹²,chinese_1964:the wheat:429,chinese_1964:the wheat:2
chinese_1964,the wheat,Xiamen,beʔ⁵,chinese_1964:the wheat:429,chinese_1964:the wheat:3
chinese_1964,the wheat,Xian,mei²¹tsɿ⁰,chinese_1964:the wheat:430,chinese_1964:the wheat:1
chinese_1964,the wheat,Yangjiang,mɐk⁴⁵⁴,chinese_1964:the wheat:429,chinese_1964:the wheat:2
chinese_1964,the wheat,Yangzhou,mɔʔ⁴tsɛ⁰,chinese_1964:the wheat:430,chinese_1964:the wheat:1
chinese_1964,salty,Beijing,ɕian³⁵,chinese_1964:salty:173,chinese_1964:salty:2
chinese_1964,salty,Beijing,kʰou²¹⁴₂₁tʂuŋ⁵¹,chinese_1964:salty:174,chinese_1964:salty:3
chinese_1964,salty,Changsha,xan¹³,chinese_1964:salty:173,chinese_1964:salty:1
chinese_1964,salty,Chaozhou,kiəm⁵⁵,chinese_1964:salty:173,chinese_1964:salty:1
chinese_1964,salty,Chengdu,xan³¹,chinese_1964:salty:173,chinese_1964:salty:1
chinese_1964,salty,Fuzhou,keiŋ⁵²,chinese_1964:salty:173,chinese_1964:salty:4
chinese_1964,salty,Guangzhou,ham²¹,chinese_1964:salty:173,chinese_1964:salty:1
chinese_1964,salty,Hefei,ɕiĩ⁵⁵,chinese_1964:salty:173,chinese_1964:salty:2
chinese_1964,salty,Jinan,ɕiæ̃⁴²,chinese_1964:salty:173,chinese_1964:salty:2
chinese_1964,salty,Kunming,ɕiɛ³¹,chinese_1964:salty:173,chinese_1964:salty:2
chinese_1964,salty,Meixian,ham¹²,chinese_1964:salty:173,chinese_1964:salty:1
chinese_1964,salty,Nanchang,han²⁴,chinese_1964:salty:173,chinese_1964:salty:1
chinese_1964,salty,Shenyang,ɕian³⁵,chinese_1964:salty:173,chinese_1964:salty:2
chinese_1964,salty,Suzhou,ɦɛ²⁴,chinese_1964:salty:173,chinese_1964:salty:1
chinese_1964,salty,Wenzhou,ɦa³¹,chinese_1964:salty:173,chinese_1964:salty:1
chinese_1964,salty,Xiamen,kiam²⁴,chinese_1964:salty:173,chinese_1964:salty:1
chinese_1964,salty,Xian,xæ̃²⁴,chinese_1964:salty:173,chinese_1964:salty:1
chinese_1964,salty,Yangjiang,ham⁴⁴³,chinese_1964:salty:173,chinese_1964:salty:1
chinese_1964,salty,Yangzhou,xɛ̃³⁴,chinese_1964:salty:173,chinese_1964:salty:1
chinese_1964,middle,Beijing,taŋ⁵⁵tɕianr⁰,chinese_1964:middle:976,chinese_1964:middle:1
chinese_1964,middle,Changsha,tsən³³kan³³,chinese_1964:middle:980,chinese_1964:middle:1
chinese_1964,middle,Chaozhou,liŋ²¹³₄₂taŋ³³,chinese_1964:middle:984,chinese_1964:middle:4
chinese_1964,middle,Chengdu,tsoŋ⁴⁴tɕian⁴⁴,chinese_1964:middle:981,chinese_1964:middle:1
chinese_1964,middle,Fuzhou,tai⁴⁴louŋ⁴⁴,chinese_1964:middle:985,chinese_1964:middle:2
chinese_1964,middle,Guangzhou,tʃʊŋ⁵⁵kan⁵⁵,chinese_1964:middle:980,chinese_1964:middle:1
chinese_1964,middle,Hefei,tɑ̃²¹²tʂəŋ²¹²,chinese_1964:middle:977,chinese_1964:middle:1
chinese_1964,middle,Jinan,taŋ²¹³tʂuŋ²¹³tɕiæ̃r²¹,chinese_1964:middle:978,chinese_1964:middle:1
chinese_1964,middle,Kunming,tʂoŋ⁴⁴tɕiɛ⁴⁴,chinese_1964:middle:980,chinese_1964:middle:1
chinese_1964,middle,Meixian,tsuŋ⁴⁴sim⁴⁴,chinese_1964:middle:982,chinese_1964:middle:1
chinese_1964,middle,Nanchang,tsuŋ⁴²kan⁴²,chinese_1964:middle:980,chinese_1964:middle:1
chinese_1964,middle,Nanchang,tɔŋ⁴²tsuŋ⁴²,chinese_1964:middle:977,chinese_1964:middle:1
chinese_1964,middle,Shenyang,taŋ³³tɕianr⁴¹,chinese_1964:middle:979,chinese_1964:middle:1
chinese_1964,middle,Suzhou,tɒŋ⁴⁴tsoŋ⁴⁴₂₁,chinese_1964:middle:977,chinese_1964:middle:1
chinese_1964,middle,Wenzhou,tuɔ⁴⁴tɕyoŋ⁴⁴,chinese_1964:middle:977,chinese_1964:middle:1
chinese_1964,middle,Xiamen,tiɔŋ⁵⁵₃₃ῃ⁵⁵,chinese_1964:middle:983,chinese_1964:middle:3
chinese_1964,middle,Xian,pfəŋ²¹tɕiæ̃r⁵³,chinese_1964:middle:980,chinese_1964:middle:1
chinese_1964,middle,Yangjiang,tʃʊŋ³³kan³³,chinese_1964:middle:980,chinese_1964:middle:1
chinese_1964,middle,Yangzhou,tsoŋ³¹kɛ̃³¹,chinese_1964:middle:980,chinese_1964:middle:1
chinese_1964,middle,Yangzhou,tɑŋ³¹tsoŋ³¹,chinese_1964:middle:977,chinese_1964:middle:1
chinese_1964,we [first person plural inclusive],Beijing,tsan³⁵,chinese_1964:we [first person plural inclusive]:225,chinese_1964:we [first person plural inclusive]:3
chinese_1964,we [first person plural inclusive],Changsha,ŋo⁴¹mən⁰,chinese_1964:we [first person plural inclusive]:227,chinese_1964:we [first person plural inclusive]:1
chinese_1964,we [first person plural inclusive],Chaozhou,naŋ⁵³,chinese_1964:we [first person plural inclusive]:236,chinese_1964:we [first person plural inclusive]:2
chinese_1964,we [first person plural inclusive],Chengdu,ŋo⁵³mən³¹₄₄,chinese_1964:we [first person plural inclusive]:227,chinese_1964:we [first person plural inclusive]:1
chinese_1964,we [first person plural inclusive],Fuzhou,naŋ⁵²₄₄ŋa⁴⁴,chinese_1964:we [first person plural inclusive]:237,chinese_1964:we [first person plural inclusive]:2
chinese_1964,we [first person plural inclusive],Guangzhou,ŋɔ²³tei²²,chinese_1964:we [first person plural inclusive]:231,chinese_1964:we [first person plural inclusive]:2
chinese_1964,we [first person plural inclusive],Hefei,ʊ²⁴mən⁵⁵,chinese_1964:we [first person plural inclusive]:227,chinese_1964:we [first person plural inclusive]:1
chinese_1964,we [first person plural inclusive],Jinan,tsæ̃⁴²mẽ⁰,chinese_1964:we [first person plural inclusive]:226,chinese_1964:we [first person plural inclusive]:3
chinese_1964,we [first person plural inclusive],Kunming,uo⁵³mə̃³¹₄₄,chinese_1964:we [first person plural inclusive]:227,chinese_1964:we [first person plural inclusive]:1
chinese_1964,we [first person plural inclusive],Meixian,ŋai¹²tɛu⁴⁴ȵin¹²,chinese_1964:we [first person plural inclusive]:233,chinese_1964:we [first person plural inclusive]:4
chinese_1964,we [first person plural inclusive],Nanchang,ŋɔ²¹³tuŋ⁰,chinese_1964:we [first person plural inclusive]:229,chinese_1964:we [first person plural inclusive]:2
chinese_1964,we [first person plural inclusive],Nanchang,ŋɔ²¹³kɔ⁵⁵li⁰,chinese_1964:we [first person plural inclusive]:230,chinese_1964:we [first person plural inclusive]:5
chinese_1964,we [first person plural inclusive],Shenyang,ue²¹³₂₁mən⁰,chinese_1964:we [first person plural inclusive]:227,chinese_1964:we [first person plural inclusive]:1
chinese_1964,we [first person plural inclusive],Shenyang,tsan³⁵mən⁰,chinese_1964:we [first person plural inclusive]:226,chinese_1964:we [first person plural inclusive]:3
chinese_1964,we [first person plural inclusive],Suzhou,ȵi³¹,chinese_1964:we [first person plural inclusive]:232,chinese_1964:we [first person plural inclusive]:6
chinese_1964,we [first person plural inclusive],Wenzhou,ῃ²⁴lɛ³¹,chinese_1964:we [first person plural inclusive]:228,chinese_1964:we [first person plural inclusive]:7
chinese_1964,we [first person plural inclusive],Xiamen,lan⁵¹,chinese_1964:we [first person plural inclusive]:235,chinese_1964:we [first person plural inclusive]:2
chinese_1964,we [first person plural inclusive],Xian,tsæ̃²⁴,chinese_1964:we [first person plural inclusive]:225,chinese_1964:we [first person plural inclusive]:3
chinese_1964,we [first person plural inclusive],Yangjiang,ŋɔk²¹,chinese_1964:we [first person plural inclusive]:234,chinese_1964:we [first person plural inclusive]:2
chinese_1964,we [first person plural inclusive],Yangzhou,o⁴²məŋ⁰,chinese_1964:we [first person plural inclusive]:227,chinese_1964:we [first person plural inclusive]:1
chinese_1964,yesterday,Beijing,tsuo³⁵tʰian⁰,chinese_1964:yesterday:586,chinese_1964:yesterday:1
chinese_1964,yesterday,Beijing,tsuor³⁵,chinese_1964:yesterday:585,chinese_1964:yesterday:1
chinese_1964,yesterday,Changsha,tso²⁴zɿ²⁴,chinese_1964:yesterday:589,chinese_1964:yesterday:3
chinese_1964,yesterday,Chaozhou,tsa³³₂₃zik⁴,chinese_1964:yesterday:597,chinese_1964:yesterday:3
chinese_1964,yesterday,Chengdu,tso³¹tʰian⁴⁴,chinese_1964:yesterday:586,chinese_1964:yesterday:1
chinese_1964,yesterday,Fuzhou,sɔ³¹maŋ⁵²,chinese_1964:yesterday:591,chinese_1964:yesterday:8
chinese_1964,yesterday,Guangzhou,kʰɐm²¹mɐt²,chinese_1964:yesterday:594,chinese_1964:yesterday:9
chinese_1964,yesterday,Guangzhou,tʃʰɐm²¹mɐt²,chinese_1964:yesterday:595,chinese_1964:yesterday:2
chinese_1964,yesterday,Hefei,tsuəʔ⁴kə⁰,chinese_1964:yesterday:587,chinese_1964:yesterday:1
chinese_1964,yesterday,Jinan,tsuə⁴²tʰiæ̃⁰,chinese_1964:yesterday:586,chinese_1964:yesterday:1
chinese_1964,yesterday,Kunming,tʂuo³¹ʐʅ³¹₄₄,chinese_1964:yesterday:589,chinese_1964:yesterday:1
chinese_1964,yesterday,Meixian,tsʰɔk⁴pu⁴⁴ȵit²¹,chinese_1964:yesterday:590,chinese_1964:yesterday:2
chinese_1964,yesterday,Meixian,tsʰiu⁴⁴pu⁴⁴ȵit²¹,chinese_1964:yesterday:593,chinese_1964:yesterday:4
chinese_1964,yesterday,Nanchang,tsʰɔk⁵ȵit⁵,chinese_1964:yesterday:589,chinese_1964:yesterday:2
chinese_1964,yesterday,Shenyang,tsuər³⁵kə⁰,chinese_1964:yesterday:587,chinese_1964:yesterday:1
chinese_1964,yesterday,Suzhou,zoʔ²³ȵiɪʔ²³,chinese_1964:yesterday:589,chinese_1964:yesterday:5
chinese_1964,yesterday,Wenzhou,zo¹²ɦi¹¹,chinese_1964:yesterday:588,chinese_1964:yesterday:6
chinese_1964,yesterday,Xiamen,tsa⁵⁵₃₃lit⁵,chinese_1964:yesterday:596,chinese_1964:yesterday:3
chinese_1964,yesterday,Xian,ie⁴⁵kə⁰,chinese_1964:yesterday:592,chinese_1964:yesterday:7
chinese_1964,yesterday,Yangjiang,tʃɔŋ⁴⁵⁴jɐt⁴⁵⁴,chinese_1964:yesterday:589,chinese_1964:yesterday:2
chinese_1964,yesterday,Yangzhou,tsɑ³⁴kɤɯ⁰,chinese_1964:yesterday:587,chinese_1964:yesterday:1
chinese_1964,the wife,Beijing,ɕi³⁵fur⁰,chinese_1964:the wife:880,chinese_1964:the wife:12
chinese_1964,the wife,Changsha,tan¹³kʰə²⁴,chinese_1964:the wife:887,chinese_1964:the wife:3
chinese_1964,the wife,Chaozhou,bou⁵³,chinese_1964:the wife:891,chinese_1964:the wife:5
chinese_1964,the wife,Chengdu,pʰo¹³ȵiaŋ³¹₄₄,chinese_1964:the wife:884,chinese_1964:the wife:4
chinese_1964,the wife,Chengdu,ȵy⁵³zən³¹,chinese_1964:the wife:885,chinese_1964:the wife:2
chinese_1964,the wife,Fuzhou,lau²⁴²₅₂ma³¹,chinese_1964:the wife:883,chinese_1964:the wife:1
chinese_1964,the wife,Guangzhou,lou²³pʰɔ²¹,chinese_1964:the wife:881,chinese_1964:the wife:1
chinese_1964,the wife,Hefei,nɔ²⁴pʰʊ⁵⁵,chinese_1964:the wife:881,chinese_1964:the wife:11
chinese_1964,the wife,Jinan,lau⁵⁵pʰə⁰,chinese_1964:the wife:881,chinese_1964:the wife:1
chinese_1964,the wife,Kunming,pʰo³¹niã³¹₄₄,chinese_1964:the wife:884,chinese_1964:the wife:4
chinese_1964,the wife,Meixian,lau³¹pʰɔ¹²,chinese_1964:the wife:881,chinese_1964:the wife:1
chinese_1964,the wife,Nanchang,lau²¹³pʰɔ²⁴,chinese_1964:the wife:881,chinese_1964:the wife:1
chinese_1964,the wife,Nanchang,ȵy²¹³kʰak⁰,chinese_1964:the wife:886,chinese_1964:the wife:10
chinese_1964,the wife,Shenyang,lan²¹³₂₁pʰə⁰,chinese_1964:the wife:881,chinese_1964:the wife:1
chinese_1964,the wife,Suzhou,ȵy³¹₂₂ȵin²⁴₃₃,chinese_1964:the wife:885,chinese_1964:the wife:9
chinese_1964,the wife,Suzhou,kɒ⁴⁴tsʮ⁴¹₂₁bu²⁴₂₁,chinese_1964:the wife:888,chinese_1964:the wife:8
chinese_1964,the wife,Wenzhou,lɜ⁴⁵y⁴⁴,chinese_1964:the wife:882,chinese_1964:the wife:7
chinese_1964,the wife,Wenzhou,lɜ⁴⁵ȵiaŋ³¹kʰa²³,chinese_1964:the wife:889,chinese_1964:the wife:6
chinese_1964,the wife,Xiamen,əbɔ⁵¹,chinese_1964:the wife:891,chinese_1964:the wife:5
chinese_1964,the wife,Xian,ȵy⁵³ʐẽ⁰,chinese_1964:the wife:885,chinese_1964:the wife:2
chinese_1964,the wife,Yangjiang,lou²¹pʰɔ⁴⁴³,chinese_1964:the wife:881,chinese_1964:the wife:1
chinese_1964,the wife,Yangzhou,lɔ⁴²pʰo⁰,chinese_1964:the wife:881,chinese_1964:the wife:1
chinese_1964,the wife,Yangzhou,ly⁴²ləŋ⁰,chinese_1964:the wife:885,chinese_1964:the wife:2
chinese_1964,the wife,Yangzhou,fɑŋ³⁴kʰəʔ⁴,chinese_1964:the wife:887,chinese_1964:the wife:3
chinese_1964,the husband,Beijing,nan³⁵ʐən⁰,chinese_1964:the husband:870,chinese_1964:the husband:1
chinese_1964,the husband,Beijing,ie³⁵mən⁰,chinese_1964:the husband:874,chinese_1964:the husband:6
chinese_1964,the husband,Changsha,lan¹³zən¹³,chinese_1964:the husband:870,chinese_1964:the husband:1
chinese_1964,the husband,Chaozhou,aῃ³³,chinese_1964:the husband:878,chinese_1964:the husband:4
