db,concept,doculect,counterpart,fullCC,inferredCC
tujia,heavy,Boluo_Tujia,doʉ¹³,tujia:heavy:154,tujia:heavy:1
tujia,heavy,Dianfang_Tujia,tu⁵⁵,tujia:heavy:154,tujia:heavy:1
tujia,heavy,Duogu_Tujia,tu⁵³,tujia:heavy:154,tujia:heavy:1
tujia,heavy,Tanxi_Tujia,dʉ³⁵,tujia:heavy:154,tujia:heavy:1
tujia,heavy,Tasha_Tujia,tu²¹,tujia:heavy:154,tujia:heavy:1
tujia,we,Boluo_Tujia,a³³+ni³³,tujia:we:142,tujia:we:1
tujia,we,Dianfang_Tujia,ŋa³⁵+ni³⁵,tujia:we:142,tujia:we:1
tujia,we,Duogu_Tujia,ŋa²⁴+ni⁴⁴,tujia:we:142,tujia:we:1
tujia,we,Tanxi_Tujia,ʔa²¹+ni³³,tujia:we:142,tujia:we:1
tujia,we,Tasha_Tujia,aŋ²⁴,tujia:we:142,tujia:we:1
tujia,this,Boluo_Tujia,ʥia²¹+bu²¹,tujia:this:131,tujia:this:1
tujia,this,Dianfang_Tujia,ũ⁵⁵,tujia:this:129,tujia:this:2
tujia,this,Dianfang_Tujia,kaj³⁵,tujia:this:130,tujia:this:3
tujia,this,Duogu_Tujia,kaj²⁴+ti⁴⁴,tujia:this:130,tujia:this:3
tujia,this,Tanxi_Tujia,ʥia²¹,tujia:this:131,tujia:this:1
tujia,this,Tasha_Tujia,ɤŋ⁵⁵,tujia:this:129,tujia:this:2
tujia,this,Tasha_Tujia,kaj²⁴,tujia:this:130,tujia:this:3
tujia,thou,Boluo_Tujia,ni³³,tujia:thou:132,tujia:thou:1
tujia,thou,Dianfang_Tujia,ni³⁵,tujia:thou:132,tujia:thou:1
tujia,thou,Duogu_Tujia,ni²⁴,tujia:thou:132,tujia:thou:1
tujia,thou,Tanxi_Tujia,ni³³,tujia:thou:132,tujia:thou:1
tujia,thou,Tasha_Tujia,ni²⁴,tujia:thou:132,tujia:thou:1
tujia,worm,Boluo_Tujia,ka⁵³+doʉ¹³+se²¹,tujia:worm:165,tujia:worm:1
tujia,worm,Dianfang_Tujia,kʰuaj³⁵+ʨʰi⁵⁵+la⁵⁵,tujia:worm:164,tujia:worm:2
tujia,worm,Duogu_Tujia,kʰuaj²⁴+ʨʰi²¹+la²¹,tujia:worm:164,tujia:worm:2
tujia,worm,Tanxi_Tujia,ka²¹+dʉ³⁵+se²¹,tujia:worm:165,tujia:worm:1
tujia,worm,Tasha_Tujia,kʰu̯aj⁵⁵+ʨʰi⁵⁵+la⁵⁵,tujia:worm:164,tujia:worm:2
tujia,tail,Boluo_Tujia,liã²¹+to⁵³,tujia:tail:126,tujia:tail:1
tujia,tail,Dianfang_Tujia,le²¹+pʰũ³⁵,tujia:tail:126,tujia:tail:2
tujia,tail,Duogu_Tujia,nie²¹+pʰũ⁵³,tujia:tail:126,tujia:tail:2
tujia,tail,Tanxi_Tujia,jiã²¹+tʉ⁵⁵,tujia:tail:126,tujia:tail:1
tujia,tail,Tasha_Tujia,li̯ɛ²¹+pʰɔŋ²⁴,tujia:tail:126,tujia:tail:2
tujia,nose,Boluo_Tujia,koʉ²¹+ʨi⁵³,tujia:nose:91,tujia:nose:1
tujia,nose,Dianfang_Tujia,ẽ³⁵+ʨʰi⁵⁵,tujia:nose:90,tujia:nose:2
tujia,nose,Duogu_Tujia,ũ²⁴+ʨʰi⁴⁴,tujia:nose:90,tujia:nose:2
tujia,nose,Tanxi_Tujia,kʉ¹³+ʨi⁵⁵+dʉ³⁵,tujia:nose:91,tujia:nose:1
tujia,nose,Tasha_Tujia,ɤŋ²⁴+ʨʰi⁵⁵,tujia:nose:90,tujia:nose:2
tujia,heart,Boluo_Tujia,tu¹³+sẽ³³,tujia:heart:57,tujia:heart:1
tujia,heart,Dianfang_Tujia,li⁵⁵+kʰo⁵⁵+lo³⁵,tujia:heart:56,tujia:heart:2
tujia,heart,Duogu_Tujia,li⁵³+kʰo⁴⁴+lo⁴⁴,tujia:heart:56,tujia:heart:2
tujia,heart,Tanxi_Tujia,li²¹+ŋa²¹,tujia:heart:56,tujia:heart:3
tujia,heart,Tasha_Tujia,li⁵⁵+kʰu̯ɔ⁵⁵+lu̯ɔ⁵⁵,tujia:heart:56,tujia:heart:2
tujia,liver,Dianfang_Tujia,ã⁵⁵+ŋa⁵⁵,tujia:liver:72,tujia:liver:1
tujia,liver,Duogu_Tujia,a⁵³+ŋai⁴⁴,tujia:liver:72,tujia:liver:1
tujia,liver,Tasha_Tujia,aŋ⁵⁵+a⁵⁵,tujia:liver:72,tujia:liver:1
tujia,year,Dianfang_Tujia,nũ²¹,tujia:year:166,tujia:year:1
tujia,year,Tanxi_Tujia,niʉ³⁵,tujia:year:166,tujia:year:1
tujia,year,Tasha_Tujia,lɔŋ⁵⁵,tujia:year:166,tujia:year:2
tujia,earth,Boluo_Tujia,za⁵³,tujia:earth:31,tujia:earth:1
tujia,earth,Dianfang_Tujia,zo⁵⁵,tujia:earth:31,tujia:earth:1
tujia,earth,Duogu_Tujia,zo⁵³,tujia:earth:31,tujia:earth:1
tujia,earth,Tanxi_Tujia,za⁵⁵,tujia:earth:31,tujia:earth:1
tujia,earth,Tasha_Tujia,zu̯ɔ²¹,tujia:earth:31,tujia:earth:1
tujia,new,Boluo_Tujia,a³³+ɕi³³,tujia:new:88,tujia:new:1
tujia,new,Dianfang_Tujia,a³⁵+si³⁵,tujia:new:88,tujia:new:1
tujia,new,Duogu_Tujia,ɣa²⁴+si⁴⁴,tujia:new:88,tujia:new:1
tujia,new,Tanxi_Tujia,ʔa⁵⁵+ɕi²¹,tujia:new:88,tujia:new:1
tujia,new,Tasha_Tujia,a²⁴+ɕi⁵⁵,tujia:new:88,tujia:new:1
tujia,warm,Boluo_Tujia,si²¹+to²¹,tujia:warm:140,tujia:warm:1
tujia,warm,Dianfang_Tujia,kɨ²¹,tujia:warm:139,tujia:warm:2
tujia,warm,Duogu_Tujia,kɨ²¹,tujia:warm:139,tujia:warm:2
tujia,warm,Tanxi_Tujia,si²¹+to¹³,tujia:warm:140,tujia:warm:1
tujia,warm,Tasha_Tujia,ki²¹,tujia:warm:139,tujia:warm:2
tujia,who,Boluo_Tujia,a³³+si³³+ŋe³³,tujia:who:147,tujia:who:1
tujia,who,Dianfang_Tujia,a⁵⁵+se²¹,tujia:who:147,tujia:who:2
tujia,who,Duogu_Tujia,a⁵³+so²¹,tujia:who:147,tujia:who:2
tujia,who,Tanxi_Tujia,ʔa³³+si³³,tujia:who:147,tujia:who:1
tujia,who,Tasha_Tujia,a²¹+sɤ²¹,tujia:who:147,tujia:who:2
tujia,what,Boluo_Tujia,ʦʰu⁵³+u³³,tujia:what:145,tujia:what:1
tujia,what,Dianfang_Tujia,naj⁵⁵+ɕi²¹,tujia:what:144,tujia:what:2
tujia,what,Duogu_Tujia,naj⁵³+ɕi²¹,tujia:what:144,tujia:what:2
tujia,what,Tanxi_Tujia,ʦʰu⁵⁵+mo²¹,tujia:what:145,tujia:what:3
tujia,what,Tasha_Tujia,ʨʰi̯ɛ²¹,tujia:what:143,tujia:what:4
tujia,not,Boluo_Tujia,læ̃,tujia:not:93,tujia:not:1
tujia,not,Dianfang_Tujia,tʰa⁵⁵,tujia:not:92,tujia:not:2
tujia,not,Duogu_Tujia,tʰa⁵³,tujia:not:92,tujia:not:2
tujia,not,Tanxi_Tujia,ma⁵³,tujia:not:94,tujia:not:3
tujia,not,Tasha_Tujia,ta²⁴,tujia:not:92,tujia:not:2
tujia,small,Boluo_Tujia,sa³³,tujia:small:116,tujia:small:1
tujia,small,Dianfang_Tujia,suã⁵⁵,tujia:small:116,tujia:small:1
tujia,small,Duogu_Tujia,suã⁵³,tujia:small:116,tujia:small:1
tujia,small,Tanxi_Tujia,sa³³,tujia:small:116,tujia:small:1
tujia,small,Tasha_Tujia,su̯an²¹,tujia:small:116,tujia:small:1
tujia,ear,Boluo_Tujia,ʦa²¹+po⁵³,tujia:ear:30,tujia:ear:1
tujia,ear,Dianfang_Tujia,ẽ²¹+ʨʰe³⁵,tujia:ear:29,tujia:ear:2
tujia,ear,Duogu_Tujia,ũ²¹+ʨʰie⁴⁴,tujia:ear:29,tujia:ear:2
tujia,ear,Tanxi_Tujia,ʦã²¹+pʉ⁵⁵,tujia:ear:30,tujia:ear:1
tujia,ear,Tasha_Tujia,ɤŋ²¹+ʨʰi̯ɛ²⁴,tujia:ear:29,tujia:ear:2
tujia,eye,Boluo_Tujia,a²¹+la⁵³,tujia:eye:35,tujia:eye:1
tujia,eye,Dianfang_Tujia,lo³⁵+pu³⁵,tujia:eye:35,tujia:eye:2
tujia,eye,Duogu_Tujia,lo²⁴+pu⁴⁴,tujia:eye:35,tujia:eye:2
tujia,eye,Tanxi_Tujia,ʔa²¹+la⁵⁵,tujia:eye:35,tujia:eye:1
tujia,eye,Tasha_Tujia,lu̯ɔ²⁴+pu⁵⁵,tujia:eye:35,tujia:eye:2
tujia,belly,Boluo_Tujia,mɨe²¹+ʨi⁵³,tujia:belly:5,tujia:belly:1
tujia,belly,Dianfang_Tujia,mɨe²¹,tujia:belly:5,tujia:belly:1
tujia,belly,Duogu_Tujia,mɨe²¹,tujia:belly:5,tujia:belly:1
tujia,belly,Tanxi_Tujia,mɨe¹³+ʨi⁵⁵,tujia:belly:5,tujia:belly:1
tujia,belly,Tasha_Tujia,mɤ²¹+ʦʰi²¹+kʰɤ⁵⁵,tujia:belly:5,tujia:belly:1
tujia,head,Boluo_Tujia,a²¹+bo⁵³+bu²¹,tujia:head:52,tujia:head:1
tujia,head,Dianfang_Tujia,kʰo⁵⁵+pa⁵⁵,tujia:head:51,tujia:head:2
tujia,head,Duogu_Tujia,kʰo⁵³+pa⁵³,tujia:head:51,tujia:head:2
tujia,head,Tanxi_Tujia,ʔa²¹+bo⁵⁵,tujia:head:52,tujia:head:3
tujia,head,Tasha_Tujia,kʰa⁵⁵+tʰa⁵⁵,tujia:head:51,tujia:head:2
tujia,salt,Boluo_Tujia,a²¹+si⁵³,tujia:salt:158,tujia:salt:1
tujia,salt,Dianfang_Tujia,la³⁵+pu³⁵,tujia:salt:157,tujia:salt:2
tujia,salt,Duogu_Tujia,la²⁴+pu⁴⁴,tujia:salt:157,tujia:salt:2
tujia,salt,Tanxi_Tujia,ʔa²¹+si⁵⁵,tujia:salt:158,tujia:salt:1
tujia,salt,Tasha_Tujia,la²⁴+pu⁵⁵,tujia:salt:157,tujia:salt:2
tujia,hand,Boluo_Tujia,a²¹+ʥie⁵³,tujia:hand:50,tujia:hand:1
tujia,hand,Dianfang_Tujia,ʨe³⁵,tujia:hand:50,tujia:hand:1
tujia,hand,Duogu_Tujia,ʨie²⁴,tujia:hand:50,tujia:hand:1
tujia,hand,Tanxi_Tujia,ʔa²¹+ʥe⁵⁵,tujia:hand:50,tujia:hand:1
tujia,hand,Tasha_Tujia,ʨi̯ɛ²⁴,tujia:hand:50,tujia:hand:1
tujia,cold,Boluo_Tujia,si²¹+ʣa²¹,tujia:cold:21,tujia:cold:1
tujia,cold,Dianfang_Tujia,sa⁵⁵,tujia:cold:20,tujia:cold:1
tujia,cold,Duogu_Tujia,sa⁵³,tujia:cold:20,tujia:cold:1
tujia,cold,Tanxi_Tujia,si²¹+ʣa¹³,tujia:cold:21,tujia:cold:1
tujia,cold,Tasha_Tujia,sa²¹,tujia:cold:20,tujia:cold:1
tujia,foot,Boluo_Tujia,a³³+ʥi¹³,tujia:foot:43,tujia:foot:1
tujia,foot,Dianfang_Tujia,ʨi²¹,tujia:foot:43,tujia:foot:2
tujia,foot,Duogu_Tujia,ʨi²¹+pʰa²¹,tujia:foot:43,tujia:foot:2
tujia,foot,Tanxi_Tujia,ʔa³³+ʥi³⁵,tujia:foot:43,tujia:foot:1
tujia,foot,Tasha_Tujia,ʨi²¹,tujia:foot:43,tujia:foot:2
tujia,moon,Dianfang_Tujia,su²¹+su²¹,tujia:moon:79,tujia:moon:1
tujia,moon,Duogu_Tujia,su²¹+su²¹+kʰa²¹+ʨi̯e⁴⁴,tujia:moon:79,tujia:moon:1
tujia,moon,Tanxi_Tujia,lo³⁵+ɕi⁵⁵+dʉ³⁵,tujia:moon:80,tujia:moon:2
tujia,moon,Tasha_Tujia,su²¹+su²¹,tujia:moon:79,tujia:moon:1
tujia,neck,Boluo_Tujia,kua¹³+la⁵³,tujia:neck:87,tujia:neck:1
tujia,neck,Dianfang_Tujia,kʰũ⁵⁵+ti⁵⁵,tujia:neck:86,tujia:neck:2
tujia,neck,Duogu_Tujia,kʰũ⁴⁴+ti⁴⁴,tujia:neck:86,tujia:neck:2
tujia,neck,Tanxi_Tujia,gua²¹+la⁵⁵,tujia:neck:87,tujia:neck:1
tujia,neck,Tasha_Tujia,kʰɔŋ⁵⁵+ti⁵⁵,tujia:neck:86,tujia:neck:2
tujia,white,Boluo_Tujia,si³³,tujia:white:146,tujia:white:1
tujia,white,Dianfang_Tujia,a²¹+si²¹,tujia:white:146,tujia:white:2
tujia,white,Duogu_Tujia,a²¹+si²¹,tujia:white:146,tujia:white:2
tujia,white,Tanxi_Tujia,si³³,tujia:white:146,tujia:white:1
tujia,white,Tasha_Tujia,a²¹+si²¹,tujia:white:146,tujia:white:2
tujia,eat,Boluo_Tujia,ɣɨe¹³,tujia:eat:33,tujia:eat:1
tujia,eat,Dianfang_Tujia,ka³⁵,tujia:eat:32,tujia:eat:2
tujia,eat,Duogu_Tujia,ka²⁴,tujia:eat:32,tujia:eat:2
tujia,eat,Tanxi_Tujia,ɣɨe³⁵,tujia:eat:33,tujia:eat:1
tujia,eat,Tasha_Tujia,ka²⁴,tujia:eat:32,tujia:eat:2
tujia,sun,Boluo_Tujia,no⁴⁵+doʉ³³,tujia:sun:123,tujia:sun:1
tujia,sun,Dianfang_Tujia,naw²¹,tujia:sun:123,tujia:sun:2
tujia,sun,Duogu_Tujia,naw²¹+ʦʰi²¹,tujia:sun:123,tujia:sun:2
tujia,sun,Tanxi_Tujia,lo³⁵+ji³³+dʉ¹³,tujia:sun:123,tujia:sun:3
tujia,sun,Tasha_Tujia,law²¹,tujia:sun:123,tujia:sun:2
tujia,knee,Boluo_Tujia,ʥi²¹+to²¹+ŋo¹³,tujia:knee:63,tujia:knee:1
tujia,knee,Dianfang_Tujia,ʨi²¹+tʰi²¹+kʰɨe⁵⁵,tujia:knee:62,tujia:knee:2
tujia,knee,Duogu_Tujia,ʨi²¹+tʰi²¹+kʰe⁵³+kai²⁴+kai²⁴,tujia:knee:62,tujia:knee:2
tujia,knee,Tanxi_Tujia,ʔa²¹+ʥi³⁵+po³³+lo³³,tujia:knee:64,tujia:knee:3
tujia,tooth,Boluo_Tujia,si³³+ta¹³,tujia:tooth:134,tujia:tooth:1
tujia,tooth,Dianfang_Tujia,si⁵⁵+si⁵⁵,tujia:tooth:134,tujia:tooth:2
tujia,tooth,Duogu_Tujia,si⁴⁴+si⁴⁴,tujia:tooth:134,tujia:tooth:2
tujia,tooth,Tanxi_Tujia,si³³+ta³⁵,tujia:tooth:134,tujia:tooth:1
tujia,tooth,Tasha_Tujia,si⁵⁵+si⁵⁵,tujia:tooth:134,tujia:tooth:2
tujia,louse,Boluo_Tujia,a²¹+si⁵³+lũ³³,tujia:louse:74,tujia:louse:1
tujia,louse,Dianfang_Tujia,si⁵⁵+si⁵⁵,tujia:louse:74,tujia:louse:1
tujia,louse,Duogu_Tujia,si⁵³+si⁴⁴,tujia:louse:74,tujia:louse:1
tujia,louse,Tanxi_Tujia,ʔa²¹+si⁵⁵,tujia:louse:74,tujia:louse:1
tujia,louse,Tasha_Tujia,si⁵⁵+si⁵⁵,tujia:louse:74,tujia:louse:1
tujia,horn,Boluo_Tujia,a³³+kʰɨe³³,tujia:horn:58,tujia:horn:1
tujia,horn,Dianfang_Tujia,kʰɨe⁵⁵,tujia:horn:58,tujia:horn:1
tujia,horn,Duogu_Tujia,kʰɨe⁵³,tujia:horn:58,tujia:horn:1
tujia,horn,Tanxi_Tujia,ʔa³³+kʰɨe³³,tujia:horn:58,tujia:horn:1
tujia,horn,Tasha_Tujia,kʰɤ²¹,tujia:horn:58,tujia:horn:1
tujia,bone,Boluo_Tujia,kʰa²¹+kʰɨe⁵³,tujia:bone:13,tujia:bone:1
tujia,bone,Dianfang_Tujia,lu⁵⁵+ka⁵⁵,tujia:bone:12,tujia:bone:2
tujia,bone,Duogu_Tujia,lu⁴⁴+ka⁴⁴,tujia:bone:12,tujia:bone:2
tujia,bone,Tanxi_Tujia,kʰa²¹+kɨ²¹,tujia:bone:13,tujia:bone:1
tujia,bone,Tasha_Tujia,lu⁵⁵+ka⁵⁵,tujia:bone:12,tujia:bone:2
tujia,round,Boluo_Tujia,duæ̃³³,tujia:round:103,tujia:round:1
tujia,round,Dianfang_Tujia,kʰu²¹+lo⁵⁵+lo²¹,tujia:round:102,tujia:round:2
tujia,round,Duogu_Tujia,tʰuã²¹+kʰo⁵³+li⁴⁴,tujia:round:103,tujia:round:3
tujia,round,Tanxi_Tujia,duã³³,tujia:round:103,tujia:round:1
tujia,round,Tasha_Tujia,pɔ²¹+lu̯ɔ⁵⁵+lu̯ɔ⁵⁵,tujia:round:102,tujia:round:2
tujia,dry,Boluo_Tujia,go¹³,tujia:dry:28,tujia:dry:1
tujia,dry,Dianfang_Tujia,ka²¹,tujia:dry:28,tujia:dry:1
tujia,dry,Duogu_Tujia,a⁵³+ka²¹,tujia:dry:28,tujia:dry:1
tujia,dry,Tanxi_Tujia,go⁵⁵,tujia:dry:28,tujia:dry:1
tujia,dry,Tasha_Tujia,ka²¹,tujia:dry:28,tujia:dry:1
tujia,thin,Boluo_Tujia,so²¹+so⁵³,tujia:thin:162,tujia:thin:1
tujia,thin,Dianfang_Tujia,sa²¹+sa³¹,tujia:thin:162,tujia:thin:1
tujia,thin,Duogu_Tujia,sa²¹+saj⁴⁴,tujia:thin:162,tujia:thin:1
tujia,thin,Tanxi_Tujia,so²¹+so⁵⁵,tujia:thin:162,tujia:thin:1
tujia,thin,Tasha_Tujia,sa²¹+sa²¹,tujia:thin:162,tujia:thin:1
tujia,drink,Boluo_Tujia,ʣoʉ³³,tujia:drink:27,tujia:drink:1
tujia,drink,Dianfang_Tujia,xu²¹,tujia:drink:26,tujia:drink:2
tujia,drink,Duogu_Tujia,xu²¹,tujia:drink:26,tujia:drink:2
tujia,drink,Tanxi_Tujia,ʣʉ³³,tujia:drink:27,tujia:drink:1
tujia,drink,Tasha_Tujia,xu²¹,tujia:drink:26,tujia:drink:2
tujia,breast,Boluo_Tujia,dẽ³³+go¹³+lẽ³³,tujia:breast:14,tujia:breast:1
tujia,breast,Dianfang_Tujia,li⁵⁵+kʰo⁵⁵+ʦʰũ⁵⁵,tujia:breast:14,tujia:breast:2
tujia,breast,Tanxi_Tujia,ɕiõ⁵⁵+kẽ²¹+ʥiã²¹,tujia:breast:15,tujia:breast:3
tujia,breast,Tasha_Tujia,li⁵⁵+ku̯ɔ⁵⁵+ʦʰɔŋ⁵⁵,tujia:breast:14,tujia:breast:2
tujia,bite,Boluo_Tujia,go¹³,tujia:bite:9,tujia:bite:1
tujia,bite,Duogu_Tujia,ka²⁴,tujia:bite:9,tujia:bite:1
tujia,bite,Tasha_Tujia,ka²⁴,tujia:bite:9,tujia:bite:1
tujia,name,Boluo_Tujia,nioʉ³³,tujia:name:85,tujia:name:1
tujia,name,Tanxi_Tujia,niʉ³⁵+bo²¹,tujia:name:85,tujia:name:2
tujia,far,Boluo_Tujia,ɣoʉ²¹+i⁵³,tujia:far:153,tujia:far:1
tujia,far,Dianfang_Tujia,ɣɨe²¹,tujia:far:152,tujia:far:1
tujia,far,Duogu_Tujia,ɣɨe²¹,tujia:far:152,tujia:far:1
tujia,far,Tanxi_Tujia,ʔʉ¹³+ji⁵⁵,tujia:far:153,tujia:far:2
tujia,hear,Boluo_Tujia,xo³³+zi³³,tujia:hear:55,tujia:hear:1
tujia,hear,Dianfang_Tujia,zu²¹,tujia:hear:54,tujia:hear:2
tujia,hear,Duogu_Tujia,zu²¹,tujia:hear:54,tujia:hear:2
tujia,hear,Tanxi_Tujia,ħo³³+zi³³,tujia:hear:55,tujia:hear:1
tujia,hear,Tasha_Tujia,ɕi²¹,tujia:hear:53,tujia:hear:2
tujia,see,Boluo_Tujia,bo¹³+i⁴⁵,tujia:see:107,tujia:see:1
tujia,see,Dianfang_Tujia,ji²¹,tujia:see:107,tujia:see:2
tujia,see,Duogu_Tujia,pa⁵³+to²¹+liaw²¹,tujia:see:108,tujia:see:3
tujia,see,Tanxi_Tujia,bo¹³+ji³⁵,tujia:see:107,tujia:see:1
tujia,see,Tasha_Tujia,ji²¹,tujia:see:107,tujia:see:2
tujia,burn,Boluo_Tujia,ʨiaʉ³³,tujia:burn:17,tujia:burn:1
tujia,burn,Duogu_Tujia,ʨiau⁴⁴,tujia:burn:17,tujia:burn:1
tujia,burn,Tasha_Tujia,za²¹,tujia:burn:16,tujia:burn:2
tujia,know,Boluo_Tujia,ɕie⁵³,tujia:know:66,tujia:know:1
tujia,know,Dianfang_Tujia,xau⁵⁵+ɕi³⁵,tujia:know:65,tujia:know:2
tujia,know,Duogu_Tujia,xau⁵³+ɕi⁴⁴,tujia:know:65,tujia:know:2
tujia,know,Tanxi_Tujia,ɕe⁵⁵+ʦʰe⁵⁵,tujia:know:66,tujia:know:3
tujia,know,Tasha_Tujia,xa²¹+zi²¹,tujia:know:65,tujia:know:2
tujia,lie,Boluo_Tujia,kʰaʉ¹³,tujia:lie:71,tujia:lie:1
tujia,lie,Duogu_Tujia,nie²⁴+po⁴⁴,tujia:lie:70,tujia:lie:2
tujia,lie,Tasha_Tujia,pʰɤ²¹,tujia:lie:69,tujia:lie:3
tujia,sit,Boluo_Tujia,ɣoʉ¹³,tujia:sit:112,tujia:sit:1
tujia,sit,Dianfang_Tujia,ũ²¹,tujia:sit:112,tujia:sit:2
tujia,sit,Duogu_Tujia,ũ²¹,tujia:sit:112,tujia:sit:2
tujia,sit,Tanxi_Tujia,ʔʉ³⁵,tujia:sit:112,tujia:sit:1
tujia,sit,Tasha_Tujia,ɔŋ²¹,tujia:sit:112,tujia:sit:2
tujia,kill,Boluo_Tujia,ɣɨe¹³,tujia:kill:61,tujia:kill:1
tujia,kill,Dianfang_Tujia,pu³⁵,tujia:kill:60,tujia:kill:2
tujia,kill,Duogu_Tujia,pu²⁴,tujia:kill:60,tujia:kill:2
tujia,kill,Tanxi_Tujia,ʔɨ¹³,tujia:kill:61,tujia:kill:1
tujia,kill,Tasha_Tujia,pu²⁴,tujia:kill:60,tujia:kill:2
tujia,yellow,Boluo_Tujia,xoʉ³³,tujia:yellow:151,tujia:yellow:1
tujia,yellow,Dianfang_Tujia,wã²¹+ka⁵⁵+la⁵⁵,tujia:yellow:150,tujia:yellow:2
tujia,yellow,Duogu_Tujia,uã²¹+ka⁵³+lie⁴⁴,tujia:yellow:150,tujia:yellow:2
tujia,yellow,Tanxi_Tujia,ħʉ³³,tujia:yellow:151,tujia:yellow:1
tujia,yellow,Tasha_Tujia,wan²¹+ka⁵⁵+la⁵⁵,tujia:yellow:150,tujia:yellow:2
tujia,green,Boluo_Tujia,ɕi²¹,tujia:green:47,tujia:green:1
tujia,green,Dianfang_Tujia,lu³⁵+ka⁵⁵,tujia:green:48,tujia:green:2
tujia,green,Duogu_Tujia,lu²¹+lu²¹+ti⁴⁴,tujia:green:48,tujia:green:3
tujia,green,Tanxi_Tujia,lu²¹,tujia:green:48,tujia:green:2
tujia,green,Tasha_Tujia,ɕiŋ²⁴+ka⁵⁵,tujia:green:47,tujia:green:2
tujia,full,Boluo_Tujia,moʉ⁵³,tujia:full:44,tujia:full:1
tujia,full,Dianfang_Tujia,mã⁵⁵,tujia:full:44,tujia:full:1
tujia,full,Duogu_Tujia,mã⁵³,tujia:full:44,tujia:full:1
tujia,full,Tanxi_Tujia,mʉ³³,tujia:full:44,tujia:full:1
tujia,star,Dianfang_Tujia,si⁵¹+zi²¹,tujia:star:120,tujia:star:1
tujia,star,Duogu_Tujia,si⁵³+zi²¹,tujia:star:120,tujia:star:1
tujia,star,Tasha_Tujia,ɕi²¹+pu²⁴+li⁵⁵,tujia:star:120,tujia:star:2
