concept,doculect,counterpart,cogid,lpID
tongue,LI_TONGSHI,Lin,1,151
tongue,LI_BAODING,Lin,1,151
person,SIAMESE,kh~on,1,115
person,ZHUANG_SOUTHERN,k3n,1,115
person,ZHUANG_NORTHERN,vun,1,115
person,SAEK,gun,1,115
person,ONG_BE,leNhun,1,116
person,LI_TONGSHI,hau,2,117
knee,SIAMESE,kh~aw,1,69
knee,ZHUANG_SOUTHERN,hukh~au,1,68
knee,ZHUANG_NORTHERN,ky~auho,1,66
knee,SUI,qamqu,1,67
knee,MULAO,kuko,1,72
knee,KAM_ZHANGLU,3mkw~au,1,71
knee,MAONAN,kamku,1,67
knee,ONG_BE,kau,1,66
knee,LI_TONGSHI,gorou,3,70
knee,LI_BAODING,gw~ourou,3,73
hand,SIAMESE,mu,1,54
hand,ZHUANG_SOUTHERN,m3,1,54
hand,ZHUANG_NORTHERN,f3N,1,55
hand,SAEK,m3,1,54
hand,SUI,my~a,1,54
hand,MULAO,ny~a,1,56
hand,KAM_ZHANGLU,my~a,1,54
hand,MAONAN,sim,2,57
hand,ONG_BE,mo,1,54
hand,LAKKJA,mie,1,54
hand,LI_TONGSHI,3me3,1,54
hand,LI_BAODING,me3,1,54
breast,SIAMESE,nom,1,17
breast,SAEK,cu,2,18
liver,SIAMESE,tap,1,76
liver,ZHUANG_SOUTHERN,tap,1,76
liver,ZHUANG_NORTHERN,tap,1,76
liver,SAEK,tap,1,76
liver,SUI,tap,1,76
liver,MULAO,tap,1,76
liver,KAM_ZHANGLU,tap,1,76
liver,MAONAN,tap,1,76
liver,ONG_BE,dop,1,76
liver,LAKKJA,tap,1,76
drink,ZHUANG_SOUTHERN,kin,2,28
drink,ZHUANG_NORTHERN,dot,3,29
drink,SUI,xum,4,31
drink,MULAO,hx~op,5,32
drink,KAM_ZHANGLU,ti,2,29
drink,ONG_BE,kon,2,28
drink,LAKKJA,hop,5,33
drink,LI_TONGSHI,ch~3p,5,30
drink,LI_BAODING,ch~3p,5,30
you,SIAMESE,muN,1,177
you,ZHUANG_SOUTHERN,ma3,3,177
you,ZHUANG_NORTHERN,m3N,3,177
you,SAEK,m3N,3,177
you,ONG_BE,m3,3,177
you,LAKKJA,ma,3,177
you,LI_TONGSHI,me3,3,177
you,LI_BAODING,me3,3,177
see,SIAMESE,hen,1,124
see,ZHUANG_SOUTHERN,yom,2,122
see,ZHUANG_NORTHERN,ya3,3,123
see,SUI,gau,4,120
see,MULAO,kau,4,120
see,KAM_ZHANGLU,nu,5,128
see,MAONAN,kau,4,120
see,ONG_BE,dek,6,125
see,LAKKJA,lom,7,127
see,LI_TONGSHI,Lui,8,121
see,LI_BAODING,zui,8,126
hear,SIAMESE,yin,1,60
hear,SUI,di,3,59
hear,MAONAN,ni,3,61
hear,LI_TONGSHI,ple3,4,58
hear,LI_BAODING,ple3,4,58
bone,SIAMESE,duk,1,11
bone,ZHUANG_SOUTHERN,duk,1,11
bone,ZHUANG_NORTHERN,dok,1,11
bone,SAEK,rok,1,14
bone,SUI,lak,1,11
bone,MULAO,hx~ak,1,16
bone,KAM_ZHANGLU,lak,1,11
bone,MAONAN,dak,1,11
bone,ONG_BE,ua7,2,15
bone,LAKKJA,kw~ot,2,13
bone,LI_TONGSHI,f37,1,12
bone,LI_BAODING,v3k,1,12
die,SIAMESE,tay,1,21
die,ZHUANG_SOUTHERN,hai,1,21
die,ZHUANG_NORTHERN,tai,1,21
die,SAEK,pray,1,23
die,SUI,tai,1,21
die,MULAO,tai,1,21
die,KAM_ZHANGLU,t3i,1,21
die,MAONAN,tai,1,21
die,ONG_BE,dai,1,21
die,LAKKJA,plei,1,23
die,LI_TONGSHI,Lui,2,22
die,LI_BAODING,Lau,3,22
road (path),ZHUANG_NORTHERN,xon,1,118
road (path),SUI,khw$3n,1,119
road (path),MULAO,khw$3n,1,119
road (path),KAM_ZHANGLU,khw$3n,1,119
road (path),MAONAN,kh~un,1,118
road (path),ONG_BE,sun,1,118
road (path),LI_TONGSHI,kun,1,118
road (path),LI_BAODING,kun,1,118
