db,concept,doculect,counterpart,fullCC,inferredCC
miao_yao,mountain,SHE_CHINA,ky~e,miao_yao:mountain:5,miao_yao:mountain:3
miao_yao,mountain,XIANGXI_HMONG,qozei,miao_yao:mountain:2,miao_yao:mountain:2
miao_yao,mountain,YAO,tTim,miao_yao:mountain:6,miao_yao:mountain:1
miao_yao,road (path),BUNU,Te,miao_yao:road (path):1,miao_yao:road (path):1
miao_yao,road (path),HMONG_NJUA,ke,miao_yao:road (path):1,miao_yao:road (path):1
miao_yao,road (path),HMU,ki,miao_yao:road (path):1,miao_yao:road (path):1
miao_yao,road (path),SHE_CHINA,ka,miao_yao:road (path):1,miao_yao:road (path):1
miao_yao,road (path),XIANGXI_HMONG,k3,miao_yao:road (path):1,miao_yao:road (path):1
miao_yao,road (path),YAO,tTau,miao_yao:road (path):1,miao_yao:road (path):2
miao_yao,person,BUNU,nu,miao_yao:person:1,miao_yao:person:1
miao_yao,person,HMONG_NJUA,nen,miao_yao:person:1,miao_yao:person:1
miao_yao,person,HMU,nE,miao_yao:person:1,miao_yao:person:1
miao_yao,person,SHE_CHINA,ne,miao_yao:person:1,miao_yao:person:1
miao_yao,person,XIANGXI_HMONG,ne,miao_yao:person:1,miao_yao:person:1
miao_yao,person,YAO,my~en,miao_yao:person:1,miao_yao:person:1
miao_yao,skin,BUNU,katlau,miao_yao:skin:3,miao_yao:skin:1
miao_yao,skin,HMONG_NJUA,teu,miao_yao:skin:1,miao_yao:skin:4
miao_yao,skin,HMU,qatu,miao_yao:skin:1,miao_yao:skin:1
miao_yao,skin,SHE_CHINA,kh~3,miao_yao:skin:3,miao_yao:skin:3
miao_yao,skin,XIANGXI_HMONG,qoTo,miao_yao:skin:2,miao_yao:skin:1
miao_yao,skin,YAO,dop,miao_yao:skin:4,miao_yao:skin:2
miao_yao,stone,BUNU,faxe,miao_yao:stone:1,miao_yao:stone:6
miao_yao,stone,HMONG_NJUA,ze,miao_yao:stone:1,miao_yao:stone:5
miao_yao,stone,HMU,xi,miao_yao:stone:1,miao_yao:stone:4
miao_yao,stone,SHE_CHINA,Nako,miao_yao:stone:1,miao_yao:stone:3
miao_yao,stone,XIANGXI_HMONG,qoz3,miao_yao:stone:1,miao_yao:stone:2
miao_yao,stone,YAO,laipy~ei,miao_yao:stone:2,miao_yao:stone:1
miao_yao,tree,BUNU,nt~an,miao_yao:tree:1,miao_yao:tree:1
miao_yao,tree,HMONG_NJUA,nt~on,miao_yao:tree:1,miao_yao:tree:1
miao_yao,tree,HMU,t3,miao_yao:tree:1,miao_yao:tree:1
miao_yao,tree,SHE_CHINA,toN,miao_yao:tree:1,miao_yao:tree:1
miao_yao,tree,XIANGXI_HMONG,qont~u,miao_yao:tree:1,miao_yao:tree:2
miao_yao,tree,YAO,dy~aN,miao_yao:tree:1,miao_yao:tree:1
miao_yao,blood,BUNU,nch$3n,miao_yao:blood:1,miao_yao:blood:1
miao_yao,blood,HMONG_NJUA,nch$an,miao_yao:blood:1,miao_yao:blood:1
miao_yao,blood,HMU,Th~n,miao_yao:blood:1,miao_yao:blood:1
miao_yao,blood,SHE_CHINA,sy~i,miao_yao:blood:1,miao_yao:blood:1
miao_yao,blood,XIANGXI_HMONG,nt~ch~i,miao_yao:blood:1,miao_yao:blood:1
miao_yao,blood,YAO,cy~am,miao_yao:blood:1,miao_yao:blood:1
miao_yao,water,BUNU,an,miao_yao:water:1,miao_yao:water:1
miao_yao,water,HMONG_NJUA,tle,miao_yao:water:2,miao_yao:water:3
miao_yao,water,SHE_CHINA,oN,miao_yao:water:1,miao_yao:water:1
miao_yao,water,YAO,wam,miao_yao:water:1,miao_yao:water:2
